PERMNO,date,NAICS,DCLRDT,DLAMT,DLPDT,PAYDT,RCRDDT,SHRFLG,DISTCD,DIVAMT,FACPR,FACSHR,ACPERM,ACCOMP,SHRENDDT,DLRETX,DLPRC,DLRET,BIDLO,ASKHI,PRC,VOL,RET,BID,ASK,SHROUT,CFACPR,CFACSHR,ALTPRC,SPREAD,ALTPRCDT,RETX,vwretd,vwretx,ewretd,ewretx,sprtrn
14593,30/08/2013,334111,23/07/2013,,,15/08/2013,12/08/2013,0,1232,3.05000,0.00000,0.00000,,,,,,,454.45001,507.73999,487.21600,2997612,0.083389,487.04999,487.14999,908497,7,7,487.21600,,30/08/2013,0.076649,-0.025714,-0.027891,-0.017278,-0.019029,-0.031298
14593,30/09/2013,334111,,,,,,0,,,,,,,17/10/2013,,,,450.12000,506.17001,476.75000,3214144,-0.021481,476.75000,476.82001,899213,7,7,476.75000,,30/09/2013,-0.021481,0.037477,0.035682,0.051828,0.049754,0.029749
14593,31/10/2013,334111,,,,,,0,,,,,,,25/12/2013,,,,480.94000,531.90997,522.70203,2948696,0.096386,522.34998,522.39001,899738,7,7,522.70203,,31/10/2013,0.096386,0.039852,0.038565,0.025762,0.024591,0.044596
14593,29/11/2013,334111,28/10/2013,,,14/11/2013,11/11/2013,0,1232,3.05000,0.00000,0.00000,,,,,,,512.49200,556.07001,556.07001,1952387,0.069673,556.07001,556.16998,899738,7,7,556.07001,,29/11/2013,0.063837,0.024947,0.022824,0.023398,0.021660,0.028049
14593,31/12/2013,334111,,,,,,0,,,,,,,09/01/2014,,,,544.46002,570.09003,561.02002,2547642,0.008902,560.82001,561.15997,892447,7,7,561.02002,,31/12/2013,0.008902,0.026126,0.024071,0.025242,0.022010,0.023563
14593,31/01/2014,334111,,,,,,0,,,,,,,27/03/2014,,,,499.78201,557.35999,500.60001,3188098,-0.107697,500.59000,500.60001,891989,7,7,500.60001,,31/01/2014,-0.107697,-0.029957,-0.031063,-0.001282,-0.002254,-0.035583
14593,28/02/2014,334111,27/01/2014,,,13/02/2014,10/02/2014,0,1232,3.05000,0.00000,0.00000,,,,,,,501.53000,545.98999,526.23999,2111318,0.057311,525.92999,526.29999,891989,7,7,526.23999,,28/02/2014,0.051219,0.046173,0.043937,0.044257,0.042687,0.043117
14593,31/03/2014,334111,,,,,,0,,,,,,,10/04/2014,,,,524.69000,544.98999,536.73999,1794860,0.019953,536.58002,536.73999,861745,7,7,536.73999,,31/03/2014,0.019953,0.004469,0.002751,0.001028,-0.001095,0.006932
14593,30/04/2014,334111,,,,,,0,,,,,,,08/06/2014,,,,517.95990,594.09003,590.09003,2299269,0.099396,590.03003,590.59003,861381,7,7,590.09003,,30/04/2014,0.099396,0.001661,0.000496,-0.022319,-0.023436,0.006201
14593,30/05/2014,334111,23/04/2014,,,15/05/2014,12/05/2014,0,1232,3.29000,0.00000,0.00000,,,,,,,585.54248,635.38000,633.00000,2051679,0.078293,632.97998,633.00000,861381,7,7,633.00000,,30/05/2014,0.072718,0.020219,0.018012,0.006647,0.004858,0.021030
14593,30/06/2014,334111,23/04/2014,,,06/06/2014,02/06/2014,0,5523,0.00000,6.00000,6.00000,,,10/07/2014,,,,90.28000,647.34998,92.93000,8535462,0.027662,92.97000,92.97000,5989171,1,1,92.93000,,30/06/2014,0.027662,0.027941,0.025957,0.039501,0.037053,0.019058
14593,31/07/2014,334111,,,,,,0,,,,,,,25/09/2014,,,,93.08990,99.02000,95.60000,10375564,0.028731,95.58000,95.59000,5987867,1,1,95.60000,,31/07/2014,0.028731,-0.020523,-0.021819,-0.035223,-0.036411,-0.015080
14593,29/08/2014,334111,22/07/2014,,,14/08/2014,11/08/2014,0,1232,0.47000,0.00000,0.00000,,,,,,,94.48000,102.50000,102.50000,9380685,0.077092,102.50000,102.51000,5987867,1,1,102.50000,,29/08/2014,0.072176,0.040186,0.038183,0.033697,0.032156,0.037655
14593,30/09/2014,334111,,,,,,0,,,,,,,09/10/2014,,,,97.87000,103.30000,100.75000,15283673,-0.017073,100.75000,100.76000,5866161,1,1,100.75000,,30/09/2014,-0.017073,-0.025129,-0.026823,-0.044988,-0.046891,-0.015514
14593,31/10/2014,334111,,,,,,0,,,,,,,25/12/2014,,,,96.26000,108.00000,108.00000,13609713,0.071960,107.96000,107.97000,5864840,1,1,108.00000,,31/10/2014,0.071960,0.021184,0.019935,0.014199,0.012956,0.023201
14593,28/11/2014,334111,20/10/2014,,,13/11/2014,10/11/2014,0,1232,0.47000,0.00000,0.00000,,,,,,,108.60000,119.00000,118.93000,8213451,0.105556,118.93000,118.96000,5864840,1,1,118.93000,,28/11/2014,0.101204,0.021150,0.018986,-0.002457,-0.004155,0.024534
14593,31/12/2014,334111,,,,,,0,,,,,,,04/01/2015,,,,106.74500,115.93000,110.38000,10766123,-0.071891,110.38000,110.40000,5826419,1,1,110.38000,,31/12/2014,-0.071891,-0.003616,-0.005754,-0.000190,-0.003562,-0.004189
14593,30/01/2015,334111,,,,,,0,,,,,,,09/04/2015,,,,105.99000,118.90000,117.16000,13062738,0.061424,117.16000,117.21000,5824748,1,1,117.16000,,30/01/2015,0.061424,-0.027152,-0.028223,-0.019073,-0.020095,-0.031041
14593,27/02/2015,334111,27/01/2015,,,12/02/2015,09/02/2015,0,1232,0.47000,0.00000,0.00000,,,,,,,118.63000,133.00000,128.46001,11373392,0.100461,128.47000,128.48000,5824748,1,1,128.46001,,27/02/2015,0.096449,0.055948,0.053611,0.054123,0.052497,0.054893
14593,31/03/2015,334111,,,,,,0,,,,,,,,,,,122.24000,129.36000,124.43000,11389236,-0.031372,124.45000,124.46000,5824748,1,1,124.43000,,31/03/2015,-0.031372,-0.010439,-0.012255,-0.005112,-0.007204,-0.017396
14593,30/04/2015,334111,,,,,,0,,,,,,,25/06/2015,,,,124.25000,132.64999,125.15000,9962108,0.005786,125.21000,125.24000,5762278,1,1,125.15000,,30/04/2015,0.005786,0.008723,0.007574,0.015127,0.013989,0.008521
14593,29/05/2015,334111,27/04/2015,,,14/05/2015,11/05/2015,0,1232,0.52000,0.00000,0.00000,,,,,,,125.01000,132.53999,130.28000,9552599,0.045146,130.32001,130.35001,5762278,1,1,130.28000,,29/05/2015,0.040991,0.010326,0.008167,0.003962,0.002313,0.010491
14593,30/06/2015,334111,,,,,,0,,,,,,,09/07/2015,,,,124.53000,130.53500,125.42500,8789027,-0.037266,125.42000,125.43000,5705400,1,1,125.42500,,30/06/2015,-0.037266,-0.019259,-0.021201,-0.013473,-0.015969,-0.021012
14593,31/07/2015,334111,,,,,,0,,,,,,,08/10/2015,,,,120.07000,132.07001,121.30000,10600330,-0.032888,121.40000,121.46000,5702722,1,1,121.30000,,31/07/2015,-0.032888,0.012095,0.010881,-0.027144,-0.028387,0.019742
14593,31/08/2015,334111,21/07/2015,,,13/08/2015,10/08/2015,0,1232,0.52000,0.00000,0.00000,,,,,,,103.12000,119.72000,112.76000,16079713,-0.066117,112.71000,112.76000,5702722,1,1,112.76000,,31/08/2015,-0.070404,-0.059996,-0.062061,-0.047295,-0.049309,-0.062581
14593,30/09/2015,334111,,,,,,0,,,,,,,,,,,107.72000,116.41000,110.30000,12091001,-0.021816,110.28000,110.29000,5702722,1,1,110.30000,,30/09/2015,-0.021816,-0.033738,-0.035673,-0.049922,-0.052219,-0.026443
14593,30/10/2015,334111,,,,,,0,,,,,,,23/12/2015,,,,109.50000,120.53000,119.50000,11147142,0.083409,119.50000,119.51000,5575331,1,1,119.50000,,30/10/2015,0.083409,0.073963,0.072566,0.052873,0.051512,0.082983
14593,30/11/2015,334111,27/10/2015,,,12/11/2015,09/11/2015,0,1232,0.52000,0.00000,0.00000,,,,,,,112.34000,122.57000,118.30000,7517860,-0.005690,118.31000,118.40000,5575331,1,1,118.30000,,30/11/2015,-0.010042,0.002442,0.000176,0.007333,0.005435,0.000505
14593,31/12/2015,334111,,,,,,0,,,,,,,07/01/2016,,,,105.26000,119.03000,105.26000,9237703,-0.110228,105.22000,105.23000,5544487,1,1,105.26000,,31/12/2015,-0.110228,-0.022257,-0.024498,-0.035887,-0.039462,-0.017530
17830,31/01/2006,336412,,,,,,0,,,,,,,27/02/2006,,,,54.47000,58.75000,58.37000,790953,0.043999,58.37000,58.42000,1018653,1,1,58.37000,,31/01/2006,0.043999,0.040044,0.038938,0.076354,0.075150,0.025467
17830,28/02/2006,336412,06/02/2006,,,10/03/2006,17/02/2006,0,1232,0.22000,0.00000,0.00000,,,30/03/2006,,,,56.71000,58.89000,58.50000,604566,0.005996,58.49000,58.51000,1015427,1,1,58.50000,,28/02/2006,0.002227,-0.001637,-0.003552,0.004836,0.003476,0.000453
17830,31/03/2006,336412,,,,,,0,,,,,,,27/04/2006,,,,57.40000,59.28000,57.97000,693220,-0.009060,57.94000,57.97000,1015002,1,1,57.97000,,31/03/2006,-0.009060,0.019053,0.017585,0.036978,0.035232,0.011065
17830,28/04/2006,336412,,,,,,0,,,,,,,30/05/2006,,,,57.14000,64.53000,62.81000,794414,0.083491,62.71000,62.74000,1010868,1,1,62.81000,,28/04/2006,0.083491,0.012965,0.011494,0.009791,0.008497,0.012187
17830,31/05/2006,336412,12/04/2006,,,10/06/2006,19/05/2006,0,1232,0.26500,0.00000,0.00000,,,29/06/2006,,,,62.06000,66.15000,62.52000,852810,-0.000398,62.60000,62.61000,1010868,1,1,62.52000,,31/05/2006,-0.004617,-0.031045,-0.033025,-0.044331,-0.045982,-0.030917
17830,30/06/2006,336412,,,,,,0,,,,,,,30/07/2006,,,,59.45000,63.42000,63.42000,835342,0.014395,63.29000,63.42000,1010868,1,1,63.42000,,30/06/2006,0.014395,-0.000386,-0.001881,-0.008479,-0.010474,0.000087
17830,31/07/2006,336412,,,,,,0,,,,,,,30/08/2006,,,,57.96000,63.99000,62.19000,920267,-0.019395,62.17000,62.19000,1011430,1,1,62.19000,,31/07/2006,-0.019395,-0.001884,-0.002927,-0.022698,-0.023752,0.005086
17830,31/08/2006,336412,14/06/2006,,,10/09/2006,18/08/2006,0,1232,0.26500,0.00000,0.00000,,,28/09/2006,,,,60.15000,63.09000,62.71000,637601,0.012623,62.69000,62.76000,1011430,1,1,62.71000,,31/08/2006,0.008361,0.025048,0.022975,0.025011,0.023562,0.021274
17830,29/09/2006,336412,,,,,,0,,,,,,,30/10/2006,,,,62.30000,64.61000,63.35000,687839,0.010206,63.32000,63.41000,1011430,1,1,63.35000,,29/09/2006,0.010206,0.019424,0.018105,0.009006,0.007433,0.024566
17830,31/10/2006,336412,,,,,,0,,,,,,,29/11/2006,,,,63.90000,66.79000,65.72000,717905,0.037411,65.71000,65.72000,1003651,1,1,65.72000,,31/10/2006,0.037411,0.037133,0.036087,0.046211,0.045186,0.031508
17830,30/11/2006,336412,11/10/2006,,,10/12/2006,17/11/2006,0,1232,0.26500,0.00000,0.00000,,,28/12/2006,,,,63.97000,66.76000,64.53000,654231,-0.014075,64.52000,64.54000,1003651,1,1,64.53000,,30/11/2006,-0.018107,0.023705,0.021340,0.031168,0.029505,0.016467
17830,29/12/2006,336412,,,,,,0,,,,,,,30/01/2007,,,,62.06000,65.01000,62.52000,920611,-0.031148,62.42000,62.49000,1003651,1,1,62.52000,,29/12/2006,-0.031148,0.010854,0.009151,0.014800,0.012585,0.012616
17830,31/01/2007,336412,,,,,,0,,,,,,,27/02/2007,,,,62.47000,68.02000,68.02000,989658,0.087972,67.99000,68.00000,1003651,1,1,68.02000,,31/01/2007,0.087972,0.019401,0.018466,0.022283,0.021357,0.014059
17830,28/02/2007,336412,05/02/2007,,,10/03/2007,16/02/2007,0,1232,0.26500,0.00000,0.00000,,,29/03/2007,,,,65.46000,68.93000,65.64000,779129,-0.031094,65.63000,65.65000,994625,1,1,65.64000,,28/02/2007,-0.034990,-0.013994,-0.015985,0.002111,0.000857,-0.021846
17830,30/03/2007,336412,,,,,,0,,,,,,,29/04/2007,,,,63.54000,66.73000,65.00000,941086,-0.009750,64.98000,64.99000,994625,1,1,65.00000,,30/03/2007,-0.009750,0.012946,0.011471,0.006545,0.004805,0.009980
17830,30/04/2007,336412,,,,,,0,,,,,,,30/05/2007,,,,64.08000,68.04000,67.13000,1014620,0.032769,67.10000,67.11000,994430,1,1,67.13000,,30/04/2007,0.032769,0.039821,0.038455,0.027044,0.025768,0.043291
17830,31/05/2007,336412,11/04/2007,,,10/06/2007,18/05/2007,0,1232,0.26500,0.00000,0.00000,,,28/06/2007,,,,67.73000,70.55000,70.55000,854116,0.054894,70.55000,70.57000,994430,1,1,70.55000,,31/05/2007,0.050946,0.038932,0.036643,0.023123,0.021362,0.032549
17830,29/06/2007,336412,,,,,,0,,,,,,,30/07/2007,,,,68.87000,72.19000,70.93000,899968,0.005386,70.89000,70.92000,994430,1,1,70.93000,,29/06/2007,0.005386,-0.014754,-0.016117,-0.007906,-0.009856,-0.017816
17830,31/07/2007,336412,,,,,,0,,,,,,,30/08/2007,,,,72.07000,77.18000,72.97000,1168627,0.028761,72.97000,73.08000,991784,1,1,72.97000,,31/07/2007,0.028761,-0.031758,-0.032762,-0.043537,-0.044642,-0.031982
17830,31/08/2007,336412,13/06/2007,,,10/09/2007,17/08/2007,0,1232,0.32000,0.00000,0.00000,,,27/09/2007,,,,71.08000,74.85000,74.63000,1178973,0.027134,74.54000,74.55000,991784,1,1,74.63000,,31/08/2007,0.022749,0.011631,0.009678,-0.011712,-0.013287,0.012864
17830,28/09/2007,336412,,,,,,0,,,,,,,30/10/2007,,,,73.45000,80.69000,80.48000,798975,0.078387,80.44000,80.55000,991784,1,1,80.48000,,28/09/2007,0.078387,0.040849,0.039332,0.025364,0.023661,0.035794
17830,31/10/2007,336412,,,,,,0,,,,,,,29/11/2007,,,,75.44000,82.07000,76.59000,1137686,-0.048335,76.61000,76.63000,988508,1,1,76.59000,,31/10/2007,-0.048335,0.025834,0.024693,0.017406,0.016144,0.014822
17830,30/11/2007,336412,10/10/2007,,,10/12/2007,16/11/2007,0,1232,0.32000,0.00000,0.00000,,,30/12/2007,,,,72.68000,76.62000,74.77000,974008,-0.019585,74.78000,74.82000,988508,1,1,74.77000,,30/11/2007,-0.023763,-0.049327,-0.051275,-0.076617,-0.078118,-0.044043
17830,31/12/2007,336412,,,,,,0,,,,,,,30/01/2008,,,,74.75000,78.83000,76.54000,776750,0.023673,76.40000,76.50000,988508,1,1,76.54000,,31/12/2007,0.023673,-0.004428,-0.006515,-0.010989,-0.014282,-0.008628
17830,31/01/2008,336412,,,,,,0,,,,,,,28/02/2008,,,,67.24000,76.28000,73.27000,1488543,-0.042723,73.27000,73.36000,988508,1,1,73.27000,,31/01/2008,-0.042723,-0.062147,-0.063252,-0.045066,-0.046160,-0.061163
17830,29/02/2008,336412,04/02/2008,,,10/03/2008,15/02/2008,0,1232,0.32000,0.00000,0.00000,,,30/03/2008,,,,70.51000,74.12000,70.51000,954311,-0.033301,70.48000,70.54000,980177,1,1,70.51000,,29/02/2008,-0.037669,-0.021664,-0.023605,-0.021401,-0.022916,-0.034761
17830,31/03/2008,336412,,,,,,0,,,,,,,29/04/2008,,,,66.23000,70.34000,68.82000,1167839,-0.023968,68.74000,68.79000,980177,1,1,68.82000,,31/03/2008,-0.023968,-0.010419,-0.012158,-0.025309,-0.027567,-0.005960
17830,30/04/2008,336412,,,,,,0,,,,,,,29/05/2008,,,,69.53000,73.11000,72.47000,1067570,0.053037,72.44000,72.48000,973204,1,1,72.47000,,30/04/2008,0.053037,0.051106,0.049781,0.031907,0.030490,0.047547
17830,30/05/2008,336412,09/04/2008,,,10/06/2008,16/05/2008,0,1232,0.32000,0.00000,0.00000,,,29/06/2008,,,,70.01000,75.16000,71.04000,968636,-0.015317,70.94000,70.99000,973204,1,1,71.04000,,30/05/2008,-0.019732,0.023841,0.021528,0.031787,0.029774,0.010674
17830,30/06/2008,336412,,,,,,0,,,,,,,30/07/2008,,,,61.15000,70.73000,61.70000,1548934,-0.131475,61.71000,61.72000,973204,1,1,61.70000,,30/06/2008,-0.131475,-0.078433,-0.080247,-0.086625,-0.088745,-0.085962
17830,31/07/2008,336412,,,,,,0,,,,,,,28/08/2008,,,,59.70000,66.25000,63.98000,1614980,0.036953,64.05000,64.02000,964357,1,1,63.98000,,31/07/2008,0.036953,-0.013328,-0.014677,-0.001295,-0.002657,-0.009859
17830,29/08/2008,336412,11/06/2008,,,10/09/2008,15/08/2008,0,1232,0.32000,0.00000,0.00000,,,29/09/2008,,,,63.56000,67.22000,65.59000,993477,0.030166,65.53000,65.61000,964357,1,1,65.59000,,29/08/2008,0.025164,0.010563,0.008574,0.013023,0.011122,0.012191
17830,30/09/2008,336412,,,,,,0,,,,,,,30/10/2008,,,,56.66000,67.42000,60.06000,1622194,-0.084312,59.97000,59.98000,964357,1,1,60.06000,,30/09/2008,-0.084312,-0.098007,-0.099796,-0.120091,-0.122188,-0.090791
17830,31/10/2008,336412,,,,,,0,,,,,,,27/11/2008,,,,45.18000,59.12000,54.96000,2664303,-0.084915,54.83000,55.36000,950616,1,1,54.96000,,31/10/2008,-0.084915,-0.184621,-0.186108,-0.205222,-0.206835,-0.169425
17830,28/11/2008,336412,08/10/2008,,,10/12/2008,14/11/2008,0,1232,0.38500,0.00000,0.00000,,,30/12/2008,,,,43.22000,57.25000,48.53000,1696786,-0.109989,48.47000,48.61000,950616,1,1,48.53000,,28/11/2008,-0.116994,-0.084615,-0.087354,-0.130320,-0.132591,-0.074849
17830,31/12/2008,336412,,,,,,0,,,,,,,29/01/2009,,,,45.62000,53.60000,53.60000,1636267,0.104471,53.49000,53.60000,950616,1,1,53.60000,,31/12/2008,0.104471,0.022148,0.019081,0.042176,0.037024,0.007822
17830,30/01/2009,336412,,,,,,0,,,,,,,26/02/2009,,,,47.41000,54.95000,47.99000,1269414,-0.104664,47.96000,47.98000,950616,1,1,47.99000,,30/01/2009,-0.104664,-0.077323,-0.078717,-0.024042,-0.025384,-0.085657
17830,27/02/2009,336412,09/02/2009,,,10/03/2009,20/02/2009,0,1232,0.38500,0.00000,0.00000,,,30/03/2009,,,,40.83000,49.62000,40.83000,1409302,-0.141175,40.81000,40.83000,943557,1,1,40.83000,,27/02/2009,-0.149198,-0.100214,-0.103401,-0.107667,-0.109769,-0.109931
17830,31/03/2009,336412,,,,,,0,,,,,,,29/04/2009,,,,37.56000,45.47000,42.98000,1986877,0.052657,42.94000,42.95000,943557,1,1,42.98000,,31/03/2009,0.052657,0.086690,0.083432,0.107474,0.104391,0.085405
17830,30/04/2009,336412,,,,,,0,,,,,,,28/05/2009,,,,43.88000,49.37000,48.84000,1404161,0.136342,48.81000,48.86000,942036,1,1,48.84000,,30/04/2009,0.136342,0.109359,0.107522,0.192762,0.190929,0.093925
17830,29/05/2009,336412,08/04/2009,,,10/06/2009,15/05/2009,0,1232,0.38500,0.00000,0.00000,,,29/06/2009,,,,49.52000,53.55000,52.61000,1169778,0.085074,52.67000,52.68000,942036,1,1,52.61000,,29/05/2009,0.077191,0.067788,0.065138,0.102330,0.100210,0.053081
17830,30/06/2009,336412,,,,,,0,,,,,,,30/07/2009,,,,50.81000,56.49000,51.96000,1352176,-0.012355,51.98000,52.01000,942036,1,1,51.96000,,30/06/2009,-0.012355,-0.003098,-0.005040,0.023921,0.021352,0.000196
17830,31/07/2009,336412,,,,,,0,,,,,,,30/08/2009,,,,49.43000,54.97000,54.47000,1315822,0.048306,54.38000,54.42000,941273,1,1,54.47000,,31/07/2009,0.048306,0.081719,0.080298,0.085217,0.083763,0.074142
17830,31/08/2009,336412,10/06/2009,,,10/09/2009,21/08/2009,0,1232,0.38500,0.00000,0.00000,,,29/09/2009,,,,54.22000,60.01000,59.36000,1136311,0.096842,59.33000,59.35000,941273,1,1,59.36000,,31/08/2009,0.089774,0.031459,0.029300,0.056864,0.055310,0.033560
17830,30/09/2009,336412,,,,,,0,,,,,,,29/10/2009,,,,58.85000,63.23000,60.93000,1065685,0.026449,60.86000,60.87000,941273,1,1,60.93000,,30/09/2009,0.026449,0.045222,0.043582,0.071255,0.069383,0.035723
17830,30/10/2009,336412,,,,,,0,,,,,,,29/11/2009,,,,59.63000,65.90000,61.45000,1101257,0.008534,61.45000,61.47000,937539,1,1,61.45000,,30/10/2009,0.008534,-0.027993,-0.029250,-0.050612,-0.051739,-0.019762
17830,30/11/2009,336412,14/10/2009,,,10/12/2009,20/11/2009,0,1232,0.38500,0.00000,0.00000,,,30/12/2009,,,,62.66000,69.93000,67.24000,819274,0.100488,67.25000,67.26000,937539,1,1,67.24000,,30/11/2009,0.094223,0.057098,0.054642,0.028476,0.026485,0.057364
17830,31/12/2009,336412,,,,,,0,,,,,,,28/01/2010,,,,67.26000,70.49000,69.41000,880566,0.032273,69.35000,69.38000,937539,1,1,69.41000,,31/12/2009,0.032273,0.028419,0.026392,0.055001,0.051972,0.017771
17830,29/01/2010,336412,,,,,,0,,,,,,,25/02/2010,,,,67.37000,72.81000,67.48000,975054,-0.027806,67.43000,67.46000,937539,1,1,67.48000,,29/01/2010,-0.027806,-0.037096,-0.038109,-0.011388,-0.012292,-0.036974
17830,26/02/2010,336412,08/02/2010,,,10/03/2010,19/02/2010,0,1232,0.42500,0.00000,0.00000,,,30/03/2010,,,,65.40000,68.67000,68.65000,1018384,0.023637,68.65000,68.66000,937400,1,1,68.65000,,26/02/2010,0.017338,0.034774,0.032688,0.033603,0.032232,0.028514
17830,31/03/2010,336412,,,,,,0,,,,,,,29/04/2010,,,,69.60000,74.13000,73.61000,1096780,0.072251,73.61000,73.63000,936414,1,1,73.61000,,31/03/2010,0.072251,0.063606,0.061920,0.069289,0.067252,0.058796
17830,30/04/2010,336412,,,,,,0,,,,,,,27/05/2010,,,,73.46000,76.93000,74.95000,1055621,0.018204,74.90000,74.91000,933080,1,1,74.95000,,30/04/2010,0.018204,0.020043,0.018930,0.057843,0.056698,0.014759
17830,28/05/2010,336412,14/04/2010,,,10/06/2010,14/05/2010,0,1232,0.42500,0.00000,0.00000,,,29/06/2010,,,,66.13000,76.28000,67.38000,1376443,-0.095330,67.37000,67.38000,933080,1,1,67.38000,,28/05/2010,-0.101001,-0.079136,-0.081224,-0.076929,-0.078435,-0.081976
17830,30/06/2010,336412,,,,,,0,,,,,,,29/07/2010,,,,63.22000,69.37000,64.91000,1243170,-0.036658,64.85000,64.86000,933080,1,1,64.91000,,30/06/2010,-0.036658,-0.050725,-0.052465,-0.056799,-0.058868,-0.053882
17830,30/07/2010,336412,,,,,,0,,,,,,,30/08/2010,,,,64.29000,71.59000,71.10000,975301,0.095363,71.09000,71.10000,929070,1,1,71.10000,,30/07/2010,0.095363,0.070292,0.068594,0.059940,0.058682,0.068778
17830,31/08/2010,336412,09/06/2010,,,10/09/2010,20/08/2010,0,1232,0.42500,0.00000,0.00000,,,29/09/2010,,,,65.05000,73.39000,65.21000,924264,-0.076864,65.15000,65.16000,929070,1,1,65.21000,,31/08/2010,-0.082841,-0.042813,-0.044938,-0.047566,-0.049083,-0.047449
17830,30/09/2010,336412,,,,,,0,,,,,,,28/10/2010,,,,67.37000,71.60000,71.23000,776745,0.092317,71.25000,71.26000,929070,1,1,71.23000,,30/09/2010,0.092317,0.091518,0.089635,0.096418,0.094485,0.087551
17830,29/10/2010,336412,,,,,,0,,,,,,,29/11/2010,,,,70.53000,75.01000,74.77000,935193,0.049698,74.75000,74.76000,923407,1,1,74.77000,,29/10/2010,0.049698,0.038531,0.037009,0.040681,0.039488,0.036856
17830,30/11/2010,336412,13/10/2010,,,10/12/2010,19/11/2010,0,1232,0.42500,0.00000,0.00000,,,30/12/2010,,,,73.64000,76.75000,75.27000,849368,0.012371,75.27000,75.28000,923407,1,1,75.27000,,30/11/2010,0.006687,0.005108,0.002908,0.010736,0.008972,-0.002290
17830,31/12/2010,336412,,,,,,0,,,,,,,30/01/2011,,,,77.63000,79.52000,78.72000,739191,0.045835,78.72000,78.73000,923407,1,1,78.72000,,31/12/2010,0.045835,0.067150,0.064817,0.068851,0.065469,0.065300
17830,31/01/2011,336412,,,,,,0,,,,,,,27/02/2011,,,,78.46000,82.59000,81.30000,774739,0.032774,81.29000,81.30000,923407,1,1,81.30000,,31/01/2011,0.032774,0.019157,0.018203,0.014412,0.013611,0.022646
17830,28/02/2011,336412,07/02/2011,,,10/03/2011,18/02/2011,0,1232,0.42500,0.00000,0.00000,,,30/03/2011,,,,81.83000,85.21000,83.54000,625302,0.032780,83.50000,83.52000,921194,1,1,83.54000,,28/02/2011,0.027552,0.038165,0.036232,0.037036,0.035725,0.031957
17830,31/03/2011,336412,,,,,,0,,,,,,,28/04/2011,,,,78.33000,84.65000,84.65000,962421,0.013287,84.63000,84.64000,921194,1,1,84.65000,,31/03/2011,0.013287,0.003366,0.001781,0.008605,0.006786,-0.001047
17830,29/04/2011,336412,,,,,,0,,,,,,,30/05/2011,,,,81.70000,89.58000,89.58000,754682,0.058240,89.57000,89.58000,915262,1,1,89.58000,,29/04/2011,0.058240,0.028688,0.027573,0.019203,0.018109,0.028495
17830,31/05/2011,336412,13/04/2011,,,10/06/2011,20/05/2011,0,1232,0.48000,0.00000,0.00000,,,29/06/2011,,,,85.62000,90.00000,87.77000,839953,-0.014847,87.74000,87.75000,915262,1,1,87.77000,,31/05/2011,-0.020205,-0.014935,-0.016942,-0.018549,-0.020191,-0.013501
17830,30/06/2011,336412,,,,,,0,,,,,,,28/07/2011,,,,82.70000,88.51000,88.51000,957175,0.008431,88.50000,88.51000,915262,1,1,88.51000,,30/06/2011,0.008431,-0.018395,-0.020161,-0.024106,-0.026251,-0.018258
17830,29/07/2011,336412,,,,,,0,,,,,,,30/08/2011,,,,82.84000,91.39000,82.84000,917710,-0.064061,82.86000,82.87000,908713,1,1,82.84000,,29/07/2011,-0.064061,-0.022470,-0.023611,-0.021813,-0.022838,-0.021474
17830,31/08/2011,336412,08/06/2011,,,10/09/2011,19/08/2011,0,1232,0.48000,0.00000,0.00000,,,29/09/2011,,,,67.44000,82.34000,74.25000,1727449,-0.097900,74.29000,74.30000,908713,1,1,74.25000,,31/08/2011,-0.103694,-0.057472,-0.059612,-0.075715,-0.077329,-0.056791
17830,30/09/2011,336412,,,,,,0,,,,,,,30/10/2011,,,,68.31000,76.01000,70.36000,1311497,-0.052391,70.30000,70.31000,908713,1,1,70.36000,,30/09/2011,-0.052391,-0.084873,-0.086564,-0.100920,-0.102888,-0.071762
17830,31/10/2011,336412,,,,,,0,,,,,,,29/11/2011,,,,69.36000,79.51000,77.98000,1093918,0.108300,77.98000,77.99000,906088,1,1,77.98000,,31/10/2011,0.108300,0.113977,0.112566,0.107697,0.106575,0.107723
17830,30/11/2011,336412,12/10/2011,,,10/12/2011,18/11/2011,0,1232,0.48000,0.00000,0.00000,,,29/12/2011,,,,70.97000,79.83000,76.60000,885044,-0.011541,76.52000,76.54000,906088,1,1,76.60000,,30/11/2011,-0.017697,-0.006226,-0.008893,-0.020645,-0.022480,-0.005059
17830,30/12/2011,336412,,,,,,0,,,,,,,30/01/2012,,,,71.75000,76.64000,73.09000,931731,-0.045822,73.08000,73.09000,906088,1,1,73.09000,,30/12/2011,-0.045822,0.003702,0.001454,-0.003561,-0.007020,0.008533
17830,31/01/2012,336412,,,,,,0,,,,,,,28/02/2012,,,,73.90000,78.35000,78.35000,968989,0.071966,78.33000,78.34000,906088,1,1,78.35000,,31/01/2012,0.071966,0.054076,0.052929,0.085342,0.084432,0.043583
17830,29/02/2012,336412,06/02/2012,,,10/03/2012,17/02/2012,0,1232,0.48000,0.00000,0.00000,,,29/03/2012,,,,80.02000,84.88000,83.87000,923309,0.076580,83.87000,83.88000,910162,1,1,83.87000,,29/02/2012,0.070453,0.041186,0.038914,0.036494,0.035003,0.040589
