ewretx,sprtrn,ewretd,vwretx,vwretd,SHRENDDT,ALTPRCDT,pe_op_basic,pe_op_dil,CAPEI,RETX,RET,divyield,VOL,pe_exi,pcf,pe_inc,PEG_ltgforward,ps,ptb
-0.014282,-0.008628,-0.010989,-0.006515000000000001,-0.0044280000000000005,20080130.0,20071231.0,16.549,16.623,21.467,-0.031862,-0.023766,0.0335,8348022.0,17.652,9.958,17.404,1.551,2.307,3.031
-0.077329,-0.056791,-0.075715,-0.059612,-0.057472,20110929.0,20110831.0,12.664,12.695,13.715,0.009106,0.016031,0.0274,4245509.0,12.341,7.495,11.588,1.234,0.433,2.841
0.03269,0.024236,0.034925,0.024597,0.026539,20121030.0,20120928.0,21.638,21.953000000000007,27.7,0.063789,0.063789,0.0192,1446183.0,21.716,14.164,21.716,1.444,1.269,5.075
0.004858,0.02103,0.006647,0.018012,0.020219,20140629.0,20140530.0,14.4,14.638,16.078,0.061167,0.061167,0.0141,735622.0,14.638,10.622,14.638,1.766,0.63,2.27
0.069383,0.035723000000000005,0.071255,0.043582,0.045222000000000005,20091015.0,20090930.0,3.448,3.502,56.36,0.101896,0.101896,0.0254,3687867.0,3.502,14.702,3.502,0.192,4.3210000000000015,6.21
0.002313,0.010491,0.003961999999999999,0.008167,0.010326,20150629.0,20150529.0,20.467,21.244,19.825,-0.014086000000000001,-0.014086000000000001,0.0338,1365826.0,22.144,14.06,24.886,3.295,2.882,2.922
-0.07811799999999999,-0.044043,-0.07661699999999999,-0.051275,-0.049327,20071230.0,20071130.0,13.577,13.577,19.828,-0.034539,-0.022755,0.0488,9120453.0,23.76,11.54,11.314,4.81,3.38,2.191
0.037024,0.007821999999999999,0.042176,0.019081,0.022148,20090129.0,20081231.0,13.178,13.325,16.631,0.021338,0.021338,0.0308,3155594.0,13.536,10.853,13.536,1.643,2.573,3.523
-0.027567,-0.00596,-0.025309,-0.012158,-0.010419,20080429.0,20080331.0,15.315,15.445,17.877,0.0035789999999999997,0.0035789999999999997,0.0472,3159151.0,19.184,4.05,19.184,2.544,1.115,1.595
-0.046891,-0.015513999999999997,-0.044988,-0.026823000000000003,-0.025129,20141030.0,20140930.0,19.075,19.986,20.687,0.00758,0.00758,0.0307,1493303.0,21.04,16.24,20.883000000000006,2.391,2.729,2.894
0.035003,0.040589,0.036494,0.038914,0.041186,20120329.0,20120229.0,18.627,18.839,23.355,0.002322,0.009389,0.0282,889524.0,18.839,14.143,18.839,1.901,3.744,6.4270000000000005
-0.014781,-0.019789,-0.013477,-0.01555,-0.014101,20121227.0,20121031.0,8.865,9.165,12.962,-0.045244,-0.045244,0.0416,11093369.0,9.165,5.202000000000001,9.165,0.746,1.974,2.088
0.025768,0.043291,0.027044,0.038455,0.039821,20070530.0,20070430.0,21.395,22.596,31.496,0.019633,0.025174000000000002,0.0217,1908570.0,22.918000000000006,16.889,22.918000000000006,1.96,2.761,2.623
0.008497,0.012187,0.009791,0.011494,0.012965,20060530.0,20060428.0,1.887,1.93,17.825,-0.038308,-0.038308,0.0152,258148.0,1.93,11.045,1.93,0.142,1.086,2.545
0.013611000000000002,0.022646,0.014412,0.018203,0.019157,20110330.0,20110131.0,11.698,11.899,15.035,-0.006628,-0.006628,0.0231,13658100.0,11.95,8.905,11.95,1.061,3.543,4.9060000000000015
0.035725,0.031957,0.037036,0.036232,0.038165,20110330.0,20110228.0,14.427,14.523,15.553,0.004379999999999999,0.004379999999999999,0.0165,1630305.0,13.005999999999998,5.64,13.005999999999998,1.156,1.732,3.228
0.021357,0.014059,0.022283,0.018466,0.019401,20070227.0,20070131.0,22.446,23.675,33.461,0.009336,0.014159,0.0191,1781311.0,24.115,16.837,24.115,2.132,2.834,2.69
0.023562,0.021274,0.025011,0.022975,0.025048,20110227.0,20060831.0,24.989,25.276,39.688,0.229866,0.229866,0.0254,13315839.0,24.989,16.618,24.989,1.824,4.92,5.4129999999999985
-0.045982,-0.030917,-0.044331,-0.033025,-0.031045,20060629.0,20060531.0,15.739,16.375,33.02,-0.036837,-0.036837,0.0137,1055043.0,16.505,14.038,16.505,1.414,1.2990000000000002,5.421
-0.028387,0.019742,-0.027144,0.010881,0.012095,20150830.0,20150731.0,15.279000000000002,15.635,18.579,-0.08032,-0.08032,0.0357,2010256.0,14.48,7.585,14.48,1.5930000000000002,0.972,2.898
-0.122188,-0.090791,-0.120091,-0.099796,-0.098007,20081030.0,20080930.0,5.763,6.11,7.347,-0.219369,-0.219369,0.0109,6290203.0,6.11,-1.398,6.11,0.38,0.62,1.212
-0.058868,-0.053882000000000006,-0.056799,-0.052465,-0.050725,20100729.0,20100630.0,15.683,15.872,21.834,-0.014953999999999999,-0.014953999999999999,0.0334,1492957.0,15.535,11.726,15.535,1.529,3.044,4.612
0.035003,0.040589,0.036494,0.038914,0.041186,20120329.0,20120229.0,5.574,5.692,22.08,0.037792,0.037792,0.0133,371190.0,5.692,22.597,5.765,0.467,1.787,4.045
-0.022838,-0.021474,-0.021813,-0.023611,-0.02247,20110830.0,20110729.0,11.128,11.254,13.371,-0.037805,-0.037805,0.0131,1482739.0,11.569,8.546,11.569,1.034,0.5579999999999999,2.024
0.008971999999999999,-0.00229,0.010736,0.002908,0.005108,20110127.0,20101130.0,14.406,14.626,15.23,-0.161855,-0.161855,0.0254,22662318.0,14.406,10.439,14.406,1.17,2.652,2.384
0.055310000000000005,0.03356,0.056864,0.0293,0.031459,20090929.0,20090831.0,12.269,12.269,14.605,-0.032117,-0.032117,0.0593,2560729.0,14.642,3.072,14.642,2.917,0.857,1.46
0.06268,0.050428,0.06350900000000001,0.052887,0.054094,20130227.0,20130131.0,16.504,16.752,15.4,0.061458000000000006,0.061458000000000006,0.0341,9207802.0,16.504,7.997000000000001,17.683,1.487,1.626,1.915
-0.028387,0.019742,-0.027144,0.010881,0.012095,20150830.0,20150731.0,25.424,25.696,35.232,0.05134,0.057123,0.011,1286488.0,25.862,18.828,25.862,1.6980000000000002,4.015,4.038
0.035232,0.011065,0.036978,0.017585,0.019053,20060427.0,20060331.0,15.329,15.502,17.414,0.027792,0.027792,0.0097,1118107.0,16.796,8.69,16.934,1.592,1.418,3.723
-0.0010949999999999998,0.006931999999999999,0.0010279999999999998,0.002751,0.004469,20110227.0,20140331.0,13.668,13.922,15.102,0.028211,0.028211,0.0303,8632371.0,14.747,9.163,14.747,1.803,2.412,2.059
0.051972,0.017771000000000002,0.055001,0.026392,0.028419,20100128.0,20091231.0,25.905,26.142,11.827,-0.023977000000000002,-0.023977000000000002,0.0295,1276990.0,26.507,5.881,26.507,2.651,0.948,4.45
0.035232,0.011065,0.036978,0.017585,0.019053,20060425.0,20060331.0,4.87,5.12,153.55700000000004,-0.084246,-0.084246,0.0254,8301446.0,4.843,26.07,4.843,0.21600000000000005,3.29,6.046
-0.004484,0.012598,-0.003281,0.009012,0.010266,20120830.0,20120731.0,11.992,12.092,18.562,-0.086349,-0.086349,0.044500000000000005,1886788.0,15.473,8.594,15.473,2.579,0.574,1.713
0.03049,0.047547000000000006,0.031907,0.049781,0.051106,20080529.0,20080430.0,18.524,18.524,20.662,0.100607,0.100607,0.016399999999999998,4392472.0,18.348,11.252,18.524,1.568,0.61,3.545
0.008497,0.012187,0.009791,0.011494,0.012965,20060518.0,20060428.0,23.539,23.807,42.1,-0.033226,-0.033226,0.0254,8168367.0,24.08,17.021,24.08,1.852,4.977,5.622999999999998
0.023562,0.021274,0.025011,0.022975,0.025048,20060907.0,20060831.0,19.922,20.078,25.198,0.068163,0.071904,0.014,11905970.0,21.417,17.789,21.417,1.692,5.7860000000000005,6.3889999999999985
0.023562,0.021274,0.025011,0.022975,0.025048,20060928.0,20060831.0,9.914,9.914,23.682,0.006966,0.006966,0.0277,1042281.0,10.421,18.575,10.421,1.266,4.507,5.96
-0.020095,-0.031041000000000006,-0.019073,-0.028223,-0.027152,20150226.0,20150130.0,21.844,22.263,23.996,-0.012293,-0.012293,0.0211,547546.0,22.263,16.039,22.263,1.951,3.259,6.382999999999999
-0.028387,0.019742,-0.027144,0.010881,0.012095,20150830.0,20150731.0,9.607,9.67,7.4529999999999985,-0.082824,-0.082824,0.0484,1845836.0,9.67,6.557,9.67,-1.774,0.958,0.938
0.004858,0.02103,0.006647,0.018012,0.020219,20140629.0,20140530.0,17.11,17.523,23.944000000000006,0.001678,0.008589,0.0276,1246641.0,19.363,15.06,19.363,2.806,3.991,3.536
0.032156,0.037655,0.033697000000000005,0.038183,0.040186,20140929.0,20140829.0,14.804,14.921,15.573,0.026094,0.032618,0.0254,1147255.0,15.664,10.015,15.567,2.091,0.51,3.33
0.037024,0.007821999999999999,0.042176,0.019081,0.022148,20090129.0,20081231.0,7.535,7.535,9.024,-0.056494,-0.038439,0.0765,21129275.0,7.713999999999999,3.738,7.98,0.812,0.934,1.346
-0.206835,-0.169425,-0.205222,-0.186108,-0.184621,20081127.0,20081031.0,16.66,16.71,19.588,-0.068125,-0.068125,0.017,7487953.0,16.66,9.246,16.66,1.474,0.5539999999999999,3.287
-0.036411,-0.01508,-0.035223000000000004,-0.021819,-0.020523,20140828.0,20140731.0,18.981,19.45,19.41,-0.072474,-0.072474,0.0311,2829462.0,21.011,15.483,21.011,3.136,3.714,4.4289999999999985
-0.019029,-0.031298,-0.017278,-0.027891000000000003,-0.025714,20130929.0,20130830.0,18.322,18.489,24.025,-0.059087,-0.059087,0.0123,1617606.0,18.489,13.169,18.489,1.5319999999999998,2.456,2.311
-0.102888,-0.071762,-0.10092,-0.086564,-0.084873,20111030.0,20110930.0,6.381,6.436,9.33,-0.19808299999999998,-0.19808299999999998,0.0332,10321056.0,6.436,15.832,6.436,0.7140000000000001,1.014,0.6709999999999999
0.032232,0.028514,0.033602999999999994,0.032688,0.034774,20100330.0,20100226.0,33.418,33.775,18.654,0.042244,0.049175,0.0266,1087531.0,33.775,8.533,34.326,3.927,0.7,22.467
0.05372,0.049462,0.054898,0.051244000000000005,0.052680999999999985,20130829.0,20130731.0,18.718,19.585,20.218,0.042993,0.050805,0.03,1732662.0,20.278,15.227,18.004,2.59,2.629,2.814
0.065469,0.0653,0.068851,0.064817,0.06715,20110120.0,20101231.0,11.776,11.979,15.136,0.105018,0.105018,0.0229,10367260.0,12.03,8.965,12.03,1.068,3.5660000000000003,4.939
0.024591,0.044596,0.025762,0.038565,0.039852,20131128.0,20131031.0,12.515,12.629,13.307,-0.032239,-0.032239,0.0212,1310030.0,12.541,10.777,12.746,1.2919999999999998,1.914,10.959
0.004858,0.02103,0.006647,0.018012,0.020219,20110227.0,20140530.0,2.146,2.1590000000000003,20.513,0.07271799999999999,0.078293,0.0208,2051679.0,2.1590000000000003,10.108,2.1590000000000003,0.14400000000000002,3.097,3.904
-0.002254,-0.035583,-0.001282,-0.031063,-0.029957,20110227.0,20140131.0,12.781,13.123,13.261,-0.054516999999999996,-0.054516999999999996,0.0367,8356280.0,13.265,5.87,13.265,1.518,2.3280000000000003,2.037
0.052497,0.054893,0.054123,0.053611,0.055948000000000005,20150330.0,20150227.0,10.449000000000002,10.521,8.894,0.040476,0.050912,0.0401,1482680.0,10.521,6.372999999999998,10.521,-30.059,1.043,1.134
-0.109769,-0.109931,-0.107667,-0.103401,-0.100214,20090330.0,20090227.0,10.342,10.393,7.3610000000000015,-0.029726,-0.029726,0.0431,4546013.0,11.802,6.609,11.802,1.242,0.476,1.869
-0.04616,-0.061163,-0.045066,-0.063252,-0.062147,20080228.0,20080131.0,12.486,12.632,16.407,-0.07781,-0.07781,0.016200000000000003,6156267.0,12.504,9.531,12.504,1.5119999999999998,1.4069999999999998,3.35
0.031622000000000004,0.039555,0.034188,0.036055,0.038156,20120726.0,20120629.0,10.878,11.245,16.764,0.031347,0.031347,0.0315,7853283.0,11.292,6.706,11.292,0.96,2.471,2.696
0.016144,0.014822,0.017406,0.024693,0.025834,20071129.0,20071031.0,7.838999999999999,8.12,17.86,0.037147,0.037147,0.0222,602492.0,7.959,6.369,7.959,0.8109999999999999,1.306,1.336
0.032156,0.037655,0.033697000000000005,0.038183,0.040186,20140929.0,20140829.0,16.922,17.26,24.12,0.036367000000000003,0.043361000000000004,0.027000000000000003,1201750.0,19.138,14.973,19.138,2.696,3.978,3.544
-0.046891,-0.015513999999999997,-0.044988,-0.026823000000000003,-0.025129,20141030.0,20140930.0,19.213,19.447,26.753,0.004574,0.004574,0.0229,754179.0,19.242,12.912,19.242,1.798,1.038,6.528
0.032156,0.037655,0.033697000000000005,0.038183,0.040186,20140929.0,20140829.0,16.703,17.042,18.427,0.08258099999999999,0.08258099999999999,0.0257,932240.0,18.209,7.037000000000001,18.209,1.418,1.24,3.283
0.025768,0.043291,0.027044,0.038455,0.039821,20070530.0,20070430.0,13.335,13.429,15.18,0.030757,0.030757,0.0238,2508343.0,13.573,9.736,13.573,1.079,0.821,2.82
-0.022838,-0.021474,-0.021813,-0.023611,-0.02247,20110830.0,20110729.0,16.945,17.547,22.372,-0.072046,-0.067725,0.0186,1776945.0,17.578,12.194,17.578,1.518,1.347,5.043
-0.045982,-0.030917,-0.044331,-0.033025,-0.031045,20110227.0,20060531.0,4.312,4.542,120.277,-0.150874,-0.150874,0.0254,5588073.0,4.312,36.784,4.312,0.198,2.937,5.561
0.015303,0.031332,0.017608000000000002,0.02211,0.023994,20120429.0,20120330.0,16.719,17.548,16.820999999999998,-0.006063000000000001,-0.006063000000000001,0.0312,1765106.0,20.244,13.818,19.768,2.39,2.214,2.45
0.029774,0.010674,0.031787,0.021528,0.023841,20080629.0,20080530.0,13.474,13.593,16.852,-0.060551,-0.060551,0.0404,10598979.0,14.288,6.404,14.288,1.2990000000000002,1.776,2.432
-0.015969,-0.021012,-0.013473,-0.021201,-0.019259,20150730.0,20150630.0,11.005,11.073,10.078,-0.041201999999999996,-0.041201999999999996,0.032,808482.0,10.38,9.339,13.544,1.597,1.777,13.193
-0.004484,0.012598,-0.003281,0.009012,0.010266,20120830.0,20120731.0,15.119000000000002,15.312,21.839,0.045217,0.045217,0.0366,8670504.0,24.04,9.798,19.387,9.934,2.854,1.749
0.094485,0.087551,0.096418,0.089635,0.091518,20101028.0,20100930.0,15.239,15.429,17.308,0.10388299999999999,0.10388299999999999,0.0242,641224.0,15.823,12.367,15.823,1.319,2.435,4.426
-0.002254,-0.035583,-0.001282,-0.031063,-0.029957,20140227.0,20140131.0,28.272,28.383000000000006,33.755,-0.032558,-0.032558,0.0074,754166.0,28.383000000000006,35.951,28.383000000000006,1.48,9.224,3.502
0.013988999999999998,0.008520999999999999,0.015127000000000003,0.007573999999999998,0.008723,20150514.0,20150430.0,16.288,16.381,18.354,0.047411,0.047411,0.0291,4897691.0,17.262999999999998,12.050999999999998,17.262999999999998,1.837,3.054,2.544
0.029774,0.010674,0.031787,0.021528,0.023841,20080629.0,20080530.0,14.973,15.238,16.721,0.008583,0.015084,0.0258,764369.0,15.148,11.642,15.148,1.341,2.186,4.393
-0.049309,-0.062581,-0.047295,-0.062061,-0.059996,20150929.0,20150831.0,11.2,11.458,10.948,-0.080314,-0.077144,0.0138,656975.0,11.173,-16.125,11.173,1.236,2.015,1.068
-0.046891,-0.015513999999999997,-0.044988,-0.026823000000000003,-0.025129,20141030.0,20140930.0,17.266,17.369,21.331,-0.022446,-0.022446,0.0119,853967.0,16.738,28.603,16.738,1.744,2.582,4.533
-0.014282,-0.008628,-0.010989,-0.006515000000000001,-0.0044280000000000005,20080130.0,20071231.0,17.515,17.925,25.495,0.023673,0.023673,0.0167,776750.0,18.852,15.316,18.852,1.548,1.435,3.731
-0.015969,-0.021012,-0.013473,-0.021201,-0.019259,20150730.0,20150630.0,10.977,11.243,11.787,0.01261,0.01261,0.0125,579018.0,10.995,27.193,10.995,1.347,2.218,1.188
-0.132591,-0.074849,-0.13032,-0.087354,-0.084615,20081230.0,20081128.0,16.680999999999994,16.730999999999998,19.613,0.001254,0.001254,0.017,5151441.0,16.680999999999994,9.258,16.680999999999994,1.457,0.555,3.2910000000000004
-0.023436,0.006201,-0.022319,0.000496,0.001661,20140626.0,20140430.0,13.548,13.901,13.448,0.033935,0.033935,0.0337,7358515.0,14.122,6.395,14.122,1.883,2.521,2.121
0.03049,0.047547000000000006,0.031907,0.049781,0.051106,20080529.0,20080430.0,8.988999999999997,9.323,12.079,-0.050349,-0.050349,0.0009,2267968.0,9.541,6.792999999999998,9.541,0.603,0.529,1.99
-0.010235,-0.007497,-0.009106,-0.008019,-0.006801000000000001,20120517.0,20120430.0,13.997,14.094,15.067,-0.047045,-0.043262,0.0159,7745685.0,15.746,9.655,15.746,1.85,2.419,2.2030000000000003
0.023562,0.021274,0.025011,0.022975,0.025048,20110227.0,20060831.0,16.308,16.585,21.081,0.08722200000000001,0.092778,0.0204,13339536.0,17.791,9.629,17.791,1.328,3.042,3.201
0.012956,0.023201,0.014199000000000003,0.019935,0.021184,20141127.0,20141031.0,19.879,20.828000000000007,21.52,0.042154000000000004,0.049839999999999995,0.0295,2219359.0,21.927,16.895,21.763,2.658,2.839,3.011
-0.004155,0.024534,-0.002457,0.018986000000000003,0.02115,20110227.0,20141128.0,18.325,18.439,22.043000000000006,0.101204,0.105556,0.0158,8213451.0,18.439,11.681,18.439,1.556,3.816,5.292000000000002
0.004858,0.02103,0.006647,0.018012,0.020219,20140629.0,20140530.0,11.432,11.459,53.063,0.06912,0.06912,0.0424,3304119.0,11.177,5.384,11.177,1.693,1.6969999999999998,3.81
-0.025384,-0.08565700000000001,-0.024042,-0.078717,-0.077323,20090226.0,20090130.0,15.809,16.072,25.769,-0.067053,-0.067053,0.0345,2072628.0,14.689,11.282,14.689,1.574,2.727,4.605
-0.002254,-0.035583,-0.001282,-0.031063,-0.029957,20140212.0,20140131.0,12.172,12.379,14.942,-0.023183000000000002,-0.015604,0.031,8630774.0,11.908,8.697000000000001,11.908,1.421,2.33,1.931
-0.023436,0.006201,-0.022319,0.000496,0.001661,20140529.0,20140430.0,19.486,19.628,19.888,0.038625,0.038625,0.0327,6582057.0,18.293,9.433,21.173,2.162,1.912,2.065
-0.058868,-0.053882000000000006,-0.056799,-0.052465,-0.050725,20100719.0,20100630.0,11.74,11.922,13.47,-0.10814000000000001,-0.10814000000000001,0.0226,16793127.0,11.922,8.925,11.922,1.477,3.344,4.279
0.00206,0.011061,0.0035,0.006128,0.008331999999999999,20130327.0,20130228.0,9.687,9.726,12.828,0.039744999999999996,0.039744999999999996,0.0245,4504727.0,9.408,7.466,9.408,1.223,1.749,0.96
0.016144,0.014822,0.017406,0.024693,0.025834,20071230.0,20071031.0,25.563,25.923,30.166,0.249491,0.249491,0.0109,17744802.0,25.923,19.351,25.923,2.25,6.7360000000000015,11.074000000000002
-0.007204,-0.017396000000000002,-0.005111999999999999,-0.012255,-0.010439,20150429.0,20150331.0,15.783,16.047,18.683,-0.025588999999999997,-0.017059,0.035,1888500.0,16.718,8.501,16.718,1.412,0.95,2.902
0.055310000000000005,0.03356,0.056864,0.0293,0.031459,20090929.0,20090831.0,9.827,9.857,13.28,0.08064,0.08064,0.0469,3037767.0,12.011,16.582,12.011,4.62,2.94,3.365
-0.078435,-0.081976,-0.076929,-0.081224,-0.079136,20100629.0,20100528.0,15.107,15.165,15.268,-0.07045599999999999,-0.07045599999999999,0.0051,11374831.0,15.461,1.744,15.341,2.133,1.348,1.006
-0.070404,-0.062651,-0.06843400000000001,-0.067942,-0.06553099999999999,20120628.0,20120531.0,9.556,9.756,21.882,-0.020833,-0.020833,0.0273,1677241.0,9.938,17.729,9.938,1.247,3.575,4.479
-0.04616,-0.061163,-0.045066,-0.063252,-0.062147,20080228.0,20080131.0,15.432,15.665,31.813,-0.048937,-0.048937,0.0168,1838131.0,16.027,6.363,15.965,1.145,0.97,8.85
0.021362,0.032549,0.023123,0.036643,0.038932,20070628.0,20070531.0,17.062,17.725,29.405,0.032228,0.032228,0.0006,1467334.0,18.257,11.792,18.257,1.157,1.005,3.484
0.021362,0.032549,0.023123,0.036643,0.038932,20070628.0,20070531.0,14.392,14.911,25.14,0.082071,0.082071,0.0153,1166290.0,15.083,7.6,15.083,1.176,1.194,6.7170000000000005
-0.003562,-0.004189,-0.00019,-0.005754,-0.003616,20110227.0,20141231.0,17.384,17.604,18.072,0.006331,0.006331,0.0273,5775636.0,18.922,11.683,18.922,2.477,3.007,2.508
0.029774,0.010674,0.031787,0.021528,0.023841,20080629.0,20080530.0,14.149,14.42,27.397,-0.024628999999999998,-0.019915000000000002,0.0193,1089243.0,14.42,5.765,14.345,1.068,0.928,5.903
0.03049,0.047547000000000006,0.031907,0.049781,0.051106,20080529.0,20080430.0,12.645,12.784,15.265,0.100378,0.100378,0.015,4830980.0,12.784,9.542,12.784,1.839,1.384,3.43
0.022131,0.020763,0.023985,0.016509,0.019067,20130627.0,20130531.0,17.752,17.917,19.61,-0.054533000000000005,-0.046994,0.0319,1320048.0,17.917,13.792,17.917,2.045,3.505,5.74
-0.078435,-0.081976,-0.076929,-0.081224,-0.079136,20100629.0,20100528.0,15.921,16.113,22.165,-0.052699,-0.044907,0.0329,1854957.0,15.771,11.904000000000002,15.771,1.555,3.09,4.682
0.065469,0.0653,0.068851,0.064817,0.06715,20110130.0,20101231.0,17.206,17.528,17.986,0.027389999999999998,0.038346,0.0107,1572922.0,18.478,10.798,18.478,1.617,1.866,1.769
-0.020095,-0.031041000000000006,-0.019073,-0.028223,-0.027152,20150226.0,20150130.0,16.794,16.861,17.282,-0.01048,-0.01048,0.0226,1589282.0,17.704,10.781,17.45,3.117,0.5660000000000001,3.462
-0.022916,-0.034761,-0.021401,-0.023605,-0.021664,20080330.0,20080229.0,16.366,16.366,19.001,-0.022665,-0.022665,0.0177,4766371.0,16.049,10.175,16.206,1.331,0.537,3.148
-0.007204,-0.017396000000000002,-0.005111999999999999,-0.012255,-0.010439,20150416.0,20150331.0,12.868,13.306,13.068,-0.059549,-0.059549,0.0307,9108363.0,13.537,7.262,13.537,1.504,2.654,2.486
-0.014781,-0.019789,-0.013477,-0.01555,-0.014101,20121129.0,20121031.0,10.854,10.854,11.799,-0.003062,-0.003062,0.025,2411359.0,9.587,7.637,9.587,1.169,0.969,2.108
-0.046891,-0.015513999999999997,-0.044988,-0.026823000000000003,-0.025129,20141030.0,20140930.0,11.761,11.85,12.209,-0.012844999999999999,-0.012844999999999999,0.0232,642128.0,11.754,11.015,12.03,1.421,1.952,10.898
-0.102888,-0.071762,-0.10092,-0.086564,-0.084873,20111030.0,20110930.0,17.394000000000002,17.487000000000002,17.026,-0.011935,-0.000453,0.046500000000000014,3692819.0,35.543,9.412,35.543,7.829,2.146,1.815
0.03269,0.024236,0.034925,0.024597,0.026539,20121030.0,20120928.0,16.31,16.917,6.855,0.075293,0.075293,0.016200000000000003,911752.0,16.917,3.0460000000000003,16.917,1.064,1.6030000000000002,0.8009999999999999
0.013611000000000002,0.022646,0.014412,0.018203,0.019157,20110227.0,20110131.0,12.449000000000002,12.518,15.720999999999998,0.059405999999999994,0.060585,0.0045000000000000005,8275732.0,12.553,32.733000000000004,12.553,1.6740000000000002,1.565,1.058
0.032232,0.028514,0.033602999999999994,0.032688,0.034774,20110227.0,20100226.0,15.332,15.582,17.365,0.017388,0.022001,0.0181,10779015.0,15.84,11.996,15.84,1.398,4.284,5.63
0.039488,0.036856,0.040681,0.037009,0.038531,20101129.0,20101029.0,13.390999999999998,13.591,15.21,0.028727999999999997,0.028727999999999997,0.0339,2087964.0,13.169,9.804,13.169,2.21,2.805,3.22
0.05372,0.049462,0.054898,0.051244000000000005,0.052680999999999985,20130926.0,20130731.0,1.529,1.543,20.397,0.141225,0.141225,0.027000000000000003,2431461.0,1.543,7.44,1.543,0.07400000000000001,2.431,2.705
0.003476,0.000453,0.004836,-0.003552000000000001,-0.001637,20060315.0,20060228.0,16.378,16.566,23.43,0.001912,0.007647,0.0229,1833713.0,16.662,15.143,16.662,1.601,3.5660000000000003,4.723
0.012956,0.023201,0.014199000000000003,0.019935,0.021184,20141127.0,20141031.0,20.232,20.631,20.42,-0.018284,-0.018284,0.0291,5298885.0,22.396,16.592,22.396,5.207999999999998,3.969,4.525
-0.007204,-0.017396000000000002,-0.005111999999999999,-0.012255,-0.010439,20150429.0,20150331.0,10.956,11.015999999999998,9.974,-0.008892,-0.008892,0.0274,1049118.0,10.295,9.405,13.487,1.754,1.71,13.050999999999998
0.06725199999999999,0.058796,0.069289,0.06192,0.063606,20100429.0,20100331.0,8.672,8.742,7.835,0.02567,0.031945,0.0245,1019680.0,8.521,6.45,8.521,1.0759999999999998,1.106,0.996
0.02166,0.028049,0.023398,0.022824,0.024947,20131230.0,20131129.0,23.394,23.505,22.535,0.10512300000000001,0.10512300000000001,0.0345,2589076.0,33.22,13.95,33.22,14.964,3.276,3.07
0.026485,0.057364,0.028476,0.054642,0.057098,20091230.0,20091130.0,79.40899999999998,80.631,14.639,0.096444,0.10522999999999999,0.0321,838327.0,-471.29,50.775,-481.75,-31.0,0.604,2.934
0.018109,0.028495,0.019203,0.027573,0.028688,20110530.0,20110429.0,18.122,18.3,16.273,0.002428,0.002428,0.0269,1928828.0,18.483,12.948,18.483,1.4280000000000002,0.873,3.0980000000000003
-0.052219000000000015,-0.026443,-0.049922,-0.035673,-0.033738,20110227.0,20150930.0,12.635,12.722,17.839000000000006,-0.021816,-0.021816,0.0189,12091001.0,12.722,7.762,12.722,0.863,2.804,4.187
0.029774,0.010674,0.031787,0.021528,0.023841,20080629.0,20080530.0,18.447,18.447,20.577,-0.004139,-4.3e-05,0.0165,3930563.0,18.272,11.206,18.447,1.621,0.608,3.53
0.015303,0.031332,0.017608000000000002,0.02211,0.023994,20120429.0,20120330.0,13.01,13.192,15.399,0.013522,0.013522,0.0346,2081699.0,18.9,12.665,18.9,2.972,2.785,3.075
0.02201,0.023563,0.025242,0.024071,0.026126,20140130.0,20131231.0,10.147,10.222,11.307,0.020173,0.020173,0.032,1162225.0,10.222,6.435,10.222,1.4880000000000002,1.123,1.463
-0.0010949999999999998,0.006931999999999999,0.0010279999999999998,0.002751,0.004469,20140429.0,20140331.0,18.674,18.894,22.067,0.00031099999999999997,0.00031099999999999997,0.032400000000000005,5719564.0,19.467,11.541,10.069,9.27,3.974,2.013
0.000857,-0.021846,0.002111,-0.015985,-0.013994,20070329.0,20070228.0,21.093000000000004,22.277,31.051,-0.021273,-0.021273,0.0195,1504619.0,22.594,16.65,22.594,1.949,2.722,2.5860000000000003
0.002313,0.010491,0.003961999999999999,0.008167,0.010326,20150629.0,20150529.0,28.705,29.011,21.296,0.007016,0.007016,0.0337,6393172.0,109.08,9.528,-194.79,12.08,2.4530000000000003,2.465
0.023562,0.021274,0.025011,0.022975,0.025048,20060928.0,20060831.0,9.122,9.232,19.97,0.10265999999999999,0.10265999999999999,0.0393,947665.0,8.972000000000003,9.118,9.014,0.906,0.767,2.0380000000000003
0.031622000000000004,0.039555,0.034188,0.036055,0.038156,20120730.0,20120629.0,9.873,10.193,18.002,-0.030929,-0.030929,0.0217,1545231.0,10.720999999999998,8.426,10.720999999999998,0.613,0.877,3.701
0.032232,0.028514,0.033602999999999994,0.032688,0.034774,20100330.0,20100226.0,16.169,16.209,8.49,0.008847,0.015366,0.0258,5348905.0,16.332,10.791,16.332,1.196,1.114,2.295
-0.206835,-0.169425,-0.205222,-0.186108,-0.184621,20081127.0,20081031.0,8.915,9.069,14.982,-0.085963,-0.085963,0.0305,2536883.0,9.428,5.352,9.377,0.6729999999999999,0.552,3.685
0.02201,0.023563,0.025242,0.024071,0.026126,20140106.0,20131231.0,14.96,15.017,16.566,-0.028638,-0.022837,0.0239,1177579.0,15.191,11.069,15.162,1.758,0.537,3.469
