pe_op_dil,CAPEI,pe_op_basic,divyield,pe_exi,pcf,ptb,PEG_ltgforward,bm,evm,ps,pe_inc,PEG_1yrforward,PEG_trailing,dpr,GProf,roe,short_debt,invt_act,roce
14.544,16.269000000000002,14.501,0.0219,14.848,8.408,2.847,1.237,0.37,8.629,0.484,14.673,3.906,1.921,0.28300000000000003,0.63,0.199,0.182,0.705,0.183
20.508000000000006,22.749,20.198,0.019,20.508000000000006,16.160999999999998,5.051,2.501,0.221,10.032,2.929,20.508000000000006,3.24,4.291,0.377,0.469,0.255,0.23,0.284,0.274
10.686,12.909,10.611,0.0265,15.628,7.643,1.089,3.4730000000000003,0.964,13.526,2.219,15.628,0.6559999999999999,0.98,0.516,0.037000000000000005,0.081,0.471,0.152,0.069
11.799,20.307,11.675999999999998,0.0298,13.734000000000002,10.724,1.846,1.3730000000000002,0.8079999999999999,8.807,0.664,13.734000000000002,0.416,0.98,0.524,0.17,0.159,0.114,0.355,0.11
13.399,20.406,13.399,0.0389,20.401,8.433,1.6780000000000002,7.234,0.621,7.0470000000000015,2.531,17.831,-11.782,0.98,0.7490000000000001,0.301,0.084,0.103,0.135,0.156
7.9860000000000015,9.049,7.9860000000000015,0.0722,8.176,3.749,1.35,0.755,0.499,14.494000000000002,0.937,8.458,-0.72,1.356,0.5770000000000001,0.129,0.166,0.378,0.152,0.078
15.755,21.996,15.546,0.0341,15.546,11.168,4.463,1.6769999999999998,0.228,10.208,2.8360000000000003,15.546,2.593,0.322,0.489,0.34,0.294,0.014,0.032,0.262
7.411,6.779,7.334,0.0294,7.411,6.5920000000000005,0.878,0.425,1.131,5.41,0.918,7.411,-0.669,0.935,0.196,0.079,0.13,0.047,0.152,0.153
8.968,12.427,8.941,0.05,14.476,8.127,3.284,3.168,0.293,12.629,2.6710000000000003,14.476,5.147,18.057,0.73,0.42,0.229,0.29,0.121,0.248
21.855,28.188,21.626,0.0188,21.933000000000003,14.577,5.107,1.349,0.197,10.03,1.275,21.933000000000003,0.95,0.8029999999999999,0.41,0.599,0.237,0.003,0.6829999999999999,0.26
11.519,16.107,11.415,0.017,11.397,8.687999999999999,3.179,2.154,0.307,6.6,1.278,11.397,-1.821,0.397,0.193,0.383,0.29600000000000004,0.204,0.141,0.472
16.814,21.545,16.506,0.0282,17.404,14.933,3.783,3.392,0.251,12.268,3.711,17.404,6.112,0.972,0.476,0.423,0.21600000000000005,0.194,0.138,0.236
18.676,21.625,18.676,0.0304,18.676,9.227,2.764,1.69,0.342,15.835,2.338,20.936,1.235,3.5380000000000003,0.518,0.128,0.14800000000000002,0.4270000000000001,0.152,0.077
10.172,19.931,9.875,0.0321,10.282,-1.666,1.33,1.102,0.78,14.271,1.398,9.916,-1.958,0.287,0.303,0.045,0.14,0.594,0.152,0.071
6.681,18.274,6.658,0.0055000000000000005,-37.206,-111.21,1.354,-1.6740000000000002,0.399,10.981,6.129,-37.206,1.001,0.98,0.336,0.103,-0.032,0.528,0.0,0.189
13.957,19.637,13.890999999999998,0.0437,18.669,7.504,1.744,3.111,0.5329999999999999,9.183,0.601,18.669,-0.895,0.98,1.001,0.159,0.107,0.128,0.36,0.096
20.643,19.675,20.438,0.0321,26.0,16.066,5.215,5.382999999999999,0.194,17.910999999999994,3.874,26.0,-13.26,0.98,0.965,0.322,0.181,0.495,0.098,0.145
9.61,17.551,9.565,0.0285,9.962,7.224,2.108,2.08,0.523,4.647,0.932,9.962,-1.795,2.496,0.253,0.305,0.224,0.205,0.13,0.34
14.398,16.858,14.356,0.0193,14.398,9.151,2.947,1.252,0.299,9.469,0.479,14.272,3.788,1.527,0.272,0.628,0.211,0.234,0.732,0.21
8.985,6.903,8.891,0.0242,8.985,8.395,1.007,1.045,1.051,5.602,1.021,8.985,-9.374,4.368,0.212,0.077,0.122,0.016,0.152,0.142
22.262,29.888,22.079,0.0106,22.201,14.872,2.931,1.398,0.3720000000000001,10.679,3.077,22.201,1.158,1.289,0.004,0.15,0.142,0.17800000000000002,0.149,0.17
16.771,20.376,16.512,0.0221,16.615,13.363,2.887,1.465,0.32,11.989,1.612,16.904,1.638,1.929,0.34,0.21,0.197,0.054000000000000006,0.355,0.16899999999999998
2.156,43.063,2.126,0.0254,2.156,10.809,4.622,0.096,0.246,9.263,3.532,2.156,0.026,0.03,0.0,0.457,0.416,0.194,0.021,0.59
11.896,9.206,11.844,0.0329,12.053,8.074,2.513,1.106,0.355,7.22,0.598,11.544,-0.536,8.43,0.406,0.5870000000000001,0.188,0.152,0.799,0.21600000000000005
9.9,12.696,9.755,0.024,9.9,8.299,3.827,1.036,0.269,7.734,3.2030000000000003,9.9,1.664,0.67,0.233,0.523,0.441,0.0,0.018000000000000002,0.449
16.230999999999998,17.6,15.419,0.0317,15.681,11.541,2.241,1.651,0.526,11.505,2.035,12.674,0.967,1.479,0.465,0.307,0.145,0.476,0.343,0.15
30.671,28.394,30.037,0.0165,22.787,8.311,4.432,1.682,0.246,17.551,1.061,22.716,3.17,0.546,0.336,0.168,0.201,0.111,0.361,0.113
11.685,7.688,10.856,0.0105,14.609000000000002,21.221,0.993,1.461,0.816,29.731,1.523,14.609000000000002,2.093,0.14800000000000002,0.7090000000000001,0.024,0.112,0.662,0.152,0.032
8.036,11.363,7.9460000000000015,0.0375,8.383,9.6,2.963,0.6890000000000001,0.251,8.58,0.458,8.334,-0.711,0.219,0.311,0.237,0.396,0.08900000000000001,0.388,0.339
10.114,11.501,10.019,0.0117,10.385,7.423999999999999,1.803,1.018,0.659,5.517,0.495,10.385,-0.972,0.982,0.097,0.368,0.187,0.223,0.0,0.225
15.528,19.203,15.211,0.0115,15.078,5.297999999999999,5.582000000000002,1.274,0.157,21.461,1.989,15.3,0.89,0.887,0.172,0.047,0.393,0.279,0.152,0.08199999999999999
12.58,13.591,12.55,0.0277,12.23,7.427,2.8160000000000003,1.175,0.34,7.342,0.429,11.484000000000002,1.276,1.214,0.29600000000000004,0.632,0.23,0.172,0.6829999999999999,0.22
19.129,32.376999999999995,18.27,0.0006,19.357,10.201,3.643,1.133,0.301,12.405,1.107,19.357,1.021,4.007,0.017,0.37,0.242,0.223,0.0,0.289
10.645,8.126,10.55,0.0384,11.888,7.221,2.188,1.06,0.371,7.987,0.518,11.594,-0.5,0.98,0.455,0.537,0.159,0.079,0.7140000000000001,0.202
21.658,23.475,21.268,0.0222,21.658,16.77,5.678,1.809,0.187,11.46,3.133,21.658,1.994,3.373,0.411,0.491,0.27,0.305,0.306,0.29
9.416,10.345,9.348,0.0434,10.32,5.476,1.842,1.518,0.374,8.115,1.791,10.32,1.001,0.98,0.407,0.509,0.177,0.112,0.153,0.258
20.309,21.174,19.921,0.0262,20.256,15.388,7.911,2.584,0.14,12.534,3.141,20.256,11.671,2.761,0.498,0.522,0.353,0.078,0.303,0.332
16.363,19.881,16.205,0.024700000000000003,18.482,12.45,4.237,2.282,0.237,11.098,3.111,18.482,2.557,2.057,0.442,0.569,0.248,0.258,0.171,0.307
23.639,35.19,23.499,0.0084,49.972,16.744,2.647,2.7230000000000003,0.353,13.67,8.048,49.972,2.869,7.778,0.278,0.16399999999999998,0.069,0.194,0.0,0.231
6.865,8.324,6.837999999999999,0.0374,6.871,5.82,1.414,1.185,0.73,4.365,0.616,6.871,-0.11,0.539,0.255,0.28,0.215,0.16,0.155,0.322
14.632,33.411,14.439,0.0254,14.632,10.06,4.454,0.79,0.239,9.95,3.488,14.632,0.57,0.2,0.0,0.392,0.379,0.194,0.017,0.5429999999999999
13.707,17.384,13.579,0.0168,13.495,8.209,9.347,1.433,0.117,7.349,1.8,13.495,1.255,0.722,0.215,0.472,0.743,0.28800000000000003,0.059,0.34700000000000003
14.82,16.243,14.761,0.0251,14.908,9.621,3.05,1.6,0.348,8.297,0.527,14.908,2.339,1.418,0.315,0.607,0.217,0.235,0.731,0.204
10.515,18.569000000000006,10.259,0.03,11.368,7.967,2.396,0.963,0.452,5.756,2.712,11.368,0.07200000000000001,0.113,0.322,0.574,0.247,0.106,0.126,0.343
6.9220000000000015,9.959,6.807,0.0265,6.9220000000000015,5.348,1.034,0.716,1.004,5.2970000000000015,1.045,6.9220000000000015,-0.611,0.206,0.177,0.083,0.16,0.078,0.152,0.188
17.401,18.635,17.119,0.0158,17.401,13.406,2.642,1.843,0.439,8.507,0.733,17.401,8.701,2.482,0.218,0.374,0.162,0.122,0.0,0.199
12.249,20.154,11.8,0.0186,12.462,7.175,6.066,0.961,0.173,8.764,1.002,12.462,2.222,0.246,0.213,0.267,0.463,0.35200000000000004,0.275,0.177
16.397000000000002,15.973,15.686,0.0342,16.397000000000002,13.517,2.197,1.757,0.454,11.252,2.157,16.182000000000002,-3.744,4.034,0.535,0.327,0.151,0.32299999999999995,0.34600000000000003,0.161
27.444000000000006,27.515,27.068,0.0297,31.365,14.677,3.2260000000000004,7.782999999999999,0.316,11.36,3.927,31.365,1.001,0.7390000000000001,0.938,0.322,0.108,0.209,0.172,0.128
12.042,9.039,11.986,0.0348,13.484000000000002,8.891,2.297,1.251,0.473,7.4289999999999985,0.5820000000000001,13.415,-0.589,0.98,0.48,0.564,0.16,0.084,0.775,0.198
40.483,17.754,39.439,0.0275,46.664,10.189,14.536,5.332999999999998,0.067,15.218,0.684,47.758,0.43,0.98,1.21,0.221,0.589,0.094,0.512,0.155
3.443,13.922,3.389,0.0193,3.911,15.542,2.451,0.316,0.408,10.028,1.029,3.911,7.313,0.98,0.281,0.7390000000000001,0.207,0.398,0.274,0.28600000000000003
22.642,27.21,22.469,0.0258,22.907,19.125,5.7860000000000005,2.394,0.166,17.809,4.739,22.907,1.7180000000000002,2.5580000000000003,0.527,0.45,0.29100000000000004,0.649,0.183,0.28600000000000003
22.43,27.755,22.256,0.0125,23.925,19.594,7.0379999999999985,2.019,0.171,12.624,6.374,23.925,1.787,1.889,0.285,0.541,0.28600000000000003,0.194,0.03,0.207
15.83,15.99,15.634,0.0302,16.893,10.408,2.251,2.205,0.443,12.074000000000002,2.7230000000000003,16.893,3.867,1.569,0.479,0.28300000000000003,0.135,0.024,0.024,0.133
15.663,16.746,16.004,0.0344,21.759,14.168,5.206,2.9560000000000004,0.195,13.894,4.234,21.759,4.985,0.98,0.7490000000000001,0.424,0.236,0.188,0.116,0.237
17.154,23.09,16.917,0.025,17.69,13.048,4.745,1.599,0.2,10.162,2.625,17.862000000000005,2.431,0.945,0.398,0.574,0.277,0.439,0.304,0.39
9.658,23.223000000000006,9.624,0.0305,9.944,15.527,5.19,1.482,0.21600000000000005,12.501,4.02,9.944,-2.8480000000000003,1.257,0.723,0.473,0.267,0.647,0.155,0.257
14.917,16.268,14.832,0.0149,13.635,8.03,3.616,1.813,0.275,14.89,2.261,13.635,8.166,1.161,0.179,0.065,0.295,0.105,0.152,0.114
14.922,17.437,12.419,0.0416,18.688,6.773,1.39,6.335,0.682,6.723,2.287,18.159,15.164,0.98,0.752,0.287,0.079,0.129,0.157,0.14
5.194,6.564,5.033,0.0545,5.082,3.222,1.929,0.412,0.268,8.072000000000001,0.368,5.082,0.515,0.256,0.24,0.255,0.4270000000000001,0.409,0.297,0.191
14.05,14.236,13.544,0.0284,14.347,8.271,2.622,1.739,0.422,7.325,2.892,14.347,-3.314,9.669,0.381,0.479,0.194,0.093,0.163,0.214
19.653,22.395,19.653,0.0289,19.653,9.556,2.862,1.777,0.342,15.835,2.421,22.032,1.252,3.723,0.518,0.128,0.14800000000000002,0.4270000000000001,0.152,0.077
16.41,19.978,16.219,0.0124,16.692,9.715,4.273,1.6880000000000002,0.277,8.434,1.633,16.75,1.346,1.137,0.16899999999999998,0.414,0.28,0.34700000000000003,0.07200000000000001,0.227
11.369000000000002,10.027,11.212,0.0422,11.773,5.8370000000000015,2.486,14.902,0.334,8.68,0.805,11.773,-0.422,0.98,0.447,0.22,0.207,0.292,0.319,0.131
22.476,27.292,22.296,0.0144,23.619,19.128,7.282,1.743,0.125,15.318,5.792000000000002,23.619,1.5,1.253,0.312,0.561,0.293,0.194,0.037000000000000005,0.4320000000000001
11.382,11.297,11.262,0.0392,15.056,-14.559,2.934,1.843,0.34,9.315,0.508,15.003,0.6779999999999999,1.75,0.5770000000000001,0.208,0.202,0.07400000000000001,0.505,0.224
14.957,17.028,14.727,0.0243,15.247,13.449000000000002,3.979,1.278,0.25,9.151,2.366,15.247,0.688,7.974,0.363,0.484,0.31,0.117,0.233,0.313
16.24,6.836,16.016,0.0281,15.222,9.703,0.953,1.6909999999999998,1.256,10.16,0.947,15.222,-0.32299999999999995,0.98,0.394,0.054000000000000006,0.066,0.035,0.152,0.067
16.623,21.467,16.549,0.0335,17.652,9.958,3.031,1.551,0.295,40.346,2.307,17.404,1.673,1.376,0.521,0.099,0.16899999999999998,0.387,0.152,0.106
12.695,13.715,12.664,0.0274,12.341,7.495,2.841,1.234,0.34,7.342,0.433,11.588,1.196,1.225,0.29600000000000004,0.632,0.23,0.172,0.6829999999999999,0.22
21.953000000000007,27.7,21.638,0.0192,21.716,14.164,5.075,1.444,0.228,9.237,1.269,21.716,1.095,0.8540000000000001,0.401,0.5920000000000001,0.234,0.003,0.685,0.251
14.638,16.078,14.4,0.0141,14.638,10.622,2.27,1.766,0.426,8.316,0.63,14.638,35.865,1.77,0.202,0.375,0.163,0.107,0.0,0.195
3.502,56.36,3.448,0.0254,3.502,14.702,6.21,0.192,0.211,9.798,4.3210000000000015,3.502,0.417,0.067,0.0,0.35700000000000004,0.3,0.194,0.011,0.4320000000000001
21.244,19.825,20.467,0.0338,22.144,14.06,2.922,3.295,0.327,15.169,2.882,24.886,-3.594,4.985,0.7509999999999999,0.28300000000000003,0.132,0.452,0.209,0.13699999999999998
13.577,19.828,13.577,0.0488,23.76,11.54,2.191,4.81,0.444,9.387,3.38,11.314,6.1179999999999986,13.343,1.107,0.383,0.08900000000000001,0.314,0.132,0.183
13.325,16.631,13.178,0.0308,13.536,10.853,3.523,1.643,0.245,10.29,2.573,13.536,1.4780000000000002,0.983,0.391,0.568,0.273,0.366,0.161,0.294
15.445,17.877,15.315,0.0472,19.184,4.05,1.595,2.544,0.52,6.084,1.115,19.184,1.509,0.98,0.877,0.299,0.085,0.095,0.092,0.201
19.986,20.687,19.075,0.0307,21.04,16.24,2.894,2.391,0.368,12.843,2.729,20.883000000000006,3.7,10.154,0.589,0.306,0.14800000000000002,0.441,0.214,0.159
18.839,23.355,18.627,0.0282,18.839,14.143,6.4270000000000005,1.901,0.154,11.949000000000002,3.744,18.839,2.158,1.578,0.474,0.364,0.34700000000000003,0.029,0.027000000000000003,0.313
9.165,12.962,8.865,0.0416,9.165,5.202000000000001,2.088,0.746,0.386,5.6160000000000005,1.974,9.165,-0.8420000000000001,0.084,0.345,0.5770000000000001,0.25,0.026,0.168,0.322
22.596,31.496,21.395,0.0217,22.918000000000006,16.889,2.623,1.96,0.382,12.811,2.761,22.918000000000006,1.551,0.98,0.443,0.299,0.125,0.13699999999999998,0.264,0.146
1.93,17.825,1.887,0.0152,1.93,11.045,2.545,0.142,0.279,9.27,1.086,1.93,0.098,0.07200000000000001,0.196,0.743,0.244,0.355,0.284,0.326
11.899,15.035,11.698,0.0231,11.95,8.905,4.9060000000000015,1.061,0.226,8.157,3.543,11.95,0.7170000000000001,0.63,0.22,0.647,0.46,0.227,0.014,0.532
14.523,15.553,14.427,0.0165,13.005999999999998,5.64,3.228,1.156,0.316,16.576,1.732,13.005999999999998,1.584,0.7390000000000001,0.21600000000000005,0.05,0.265,0.253,0.152,0.08199999999999999
23.675,33.461,22.446,0.0191,24.115,16.837,2.69,2.132,0.387,12.916,2.834,24.115,1.675,0.98,0.451,0.292,0.15,0.084,0.255,0.166
25.276,39.688,24.989,0.0254,24.989,16.618,5.4129999999999985,1.824,0.191,14.553,4.92,24.989,1.7180000000000002,0.999,0.0,0.532,0.244,0.0,0.066,0.311
16.375,33.02,15.739,0.0137,16.505,14.038,5.421,1.414,0.18600000000000005,9.766,1.2990000000000002,16.505,0.5379999999999999,0.55,0.207,0.259,0.386,0.388,0.247,0.156
15.635,18.579,15.279000000000002,0.0357,14.48,7.585,2.898,1.5930000000000002,0.34,9.692,0.972,14.48,-22.516,0.141,0.6409999999999999,0.191,0.19,0.058,0.34600000000000003,0.14400000000000002
6.11,7.347,5.763,0.0109,6.11,-1.398,1.212,0.38,0.5529999999999999,13.42,0.62,6.11,-0.13,0.158,0.103,0.05,0.257,0.705,0.152,0.079
15.872,21.834,15.683,0.0334,15.535,11.726,4.612,1.529,0.214,9.507,3.044,15.535,1.212,0.6,0.488,0.34700000000000003,0.32299999999999995,0.022,0.029,0.28300000000000003
5.692,22.08,5.574,0.0133,5.692,22.597,4.045,0.467,0.223,12.475,1.787,5.765,0.471,0.518,0.259,0.695,0.228,0.5479999999999999,0.263,0.28600000000000003
11.254,13.371,11.128,0.0131,11.569,8.546,2.024,1.034,0.546,5.416,0.5579999999999999,11.569,-12.175999999999998,0.991,0.122,0.377,0.19,0.233,0.0,0.23
14.626,15.23,14.406,0.0254,14.406,10.439,2.384,1.17,0.341,13.283,2.652,14.406,1.001,2.301,0.0,0.332,0.187,0.203,0.026,0.17
12.269,14.605,12.269,0.0593,14.642,3.072,1.46,2.917,0.6920000000000001,4.828,0.857,14.642,-25.654,1.734,0.853,0.29,0.097,0.135,0.108,0.193
16.752,15.4,16.504,0.0341,16.504,7.997000000000001,1.915,1.487,0.512,17.249000000000002,1.626,17.683,1.615,2.326,0.494,0.111,0.118,0.334,0.152,0.048
25.696,35.232,25.424,0.011,25.862,18.828,4.038,1.6980000000000002,0.28300000000000003,12.014,4.015,25.862,1.51,1.389,0.242,0.218,0.163,0.2,0.152,0.201
15.502,17.414,15.329,0.0097,16.796,8.69,3.723,1.592,0.268,8.994,1.418,16.934,1.862,0.923,0.156,0.399,0.241,0.319,0.062,0.21600000000000005
13.922,15.102,13.668,0.0303,14.747,9.163,2.059,1.803,0.493,10.441,2.412,14.747,-9.929,2.106,0.445,0.307,0.142,0.222,0.024,0.145
26.142,11.827,25.905,0.0295,26.507,5.881,4.45,2.651,0.25,8.94,0.948,26.507,-0.411,0.98,0.77,0.18,0.18,0.316,0.268,0.105
5.12,153.55700000000004,4.87,0.0254,4.843,26.07,6.046,0.21600000000000005,0.145,19.534,3.29,4.843,0.096,0.016,0.0,0.414,0.234,0.194,0.019,0.301
12.092,18.562,11.992,0.044500000000000005,15.473,8.594,1.713,2.579,0.485,9.085,0.574,15.473,-4.913,0.98,0.7929999999999999,0.162,0.123,0.119,0.366,0.099
18.524,20.662,18.524,0.016399999999999998,18.348,11.252,3.545,1.568,0.32,10.015,0.61,18.524,1.914,1.94,0.278,0.581,0.204,0.252,0.7390000000000001,0.17600000000000002
23.807,42.1,23.539,0.0254,24.08,17.021,5.622999999999998,1.852,0.201,13.819,4.977,24.08,1.704,0.851,0.0,0.5489999999999999,0.242,0.194,0.08,0.312
20.078,25.198,19.922,0.014,21.417,17.789,6.3889999999999985,1.692,0.171,12.624,5.7860000000000005,21.417,1.511,1.6909999999999998,0.285,0.541,0.28600000000000003,0.194,0.03,0.207
9.914,23.682,9.914,0.0277,10.421,18.575,5.96,1.266,0.175,14.403,4.507,10.421,1.6230000000000002,1.286,0.413,0.54,0.302,0.777,0.147,0.295
22.263,23.996,21.844,0.0211,22.263,16.039,6.382999999999999,1.951,0.17800000000000002,11.585,3.259,22.263,1.969,3.0010000000000003,0.429,0.499,0.276,0.28300000000000003,0.309,0.295
9.67,7.4529999999999985,9.607,0.0484,9.67,6.557,0.938,-1.774,0.899,7.798999999999999,0.958,9.67,-0.161,0.98,0.464,0.145,0.098,0.152,0.155,0.08199999999999999
17.523,23.944000000000006,17.11,0.0276,19.363,15.06,3.536,2.806,0.292,11.455,3.991,19.363,2.969,2.232,0.494,0.416,0.204,0.297,0.147,0.228
14.921,15.573,14.804,0.0254,15.664,10.015,3.33,2.091,0.284,8.597000000000001,0.51,15.567,-33.272,3.929,0.39,0.622,0.212,0.217,0.736,0.206
7.535,9.024,7.535,0.0765,7.713999999999999,3.738,1.346,0.812,0.499,14.494000000000002,0.934,7.98,-0.53,1.28,0.5770000000000001,0.129,0.166,0.378,0.152,0.078
16.71,19.588,16.66,0.017,16.66,9.246,3.287,1.474,0.29,9.869,0.5539999999999999,16.66,1.409,1.8,0.273,0.607,0.211,0.239,0.7340000000000001,0.209
19.45,19.41,18.981,0.0311,21.011,15.483,4.4289999999999985,3.136,0.229,16.135,3.714,21.011,27.368,0.98,0.588,0.335,0.222,0.551,0.107,0.162
18.489,24.025,18.322,0.0123,18.489,13.169,2.311,1.5319999999999998,0.414,10.132,2.456,18.489,1.831,1.089,0.221,0.14400000000000002,0.13699999999999998,0.222,0.156,0.16399999999999998
6.436,9.33,6.381,0.0332,6.436,15.832,0.6709999999999999,0.7140000000000001,1.094,13.467,1.014,6.436,0.3,0.021,0.158,0.043,0.121,0.537,0.152,0.069
33.775,18.654,33.418,0.0266,33.775,8.533,22.467,3.927,0.054000000000000006,15.739,0.7,34.326,0.29,17.363,0.924,0.213,0.203,0.055,0.48,0.192
19.585,20.218,18.718,0.03,20.278,15.227,2.814,2.59,0.37,11.415,2.629,18.004,4.109,4.27,0.5870000000000001,0.329,0.154,0.298,0.297,0.168
11.979,15.136,11.776,0.0229,12.03,8.965,4.939,1.068,0.226,8.157,3.5660000000000003,12.03,0.722,0.634,0.22,0.647,0.46,0.227,0.014,0.532
12.629,13.307,12.515,0.0212,12.541,10.777,10.959,1.2919999999999998,0.085,10.241,1.914,12.746,1.173,1.168,0.242,0.471,0.805,0.261,0.05,0.385
2.1590000000000003,20.513,2.146,0.0208,2.1590000000000003,10.108,3.904,0.14400000000000002,0.302,7.872999999999998,3.097,2.1590000000000003,0.197,0.066,0.292,0.354,0.26,0.0,0.025,0.35700000000000004
13.123,13.261,12.781,0.0367,13.265,5.87,2.037,1.518,0.525,6.197,2.3280000000000003,13.265,1.001,7.749,0.473,0.449,0.173,0.019,0.151,0.19
10.521,8.894,10.449000000000002,0.0401,10.521,6.372999999999998,1.134,-30.059,0.8390000000000001,6.5360000000000005,1.043,10.521,-0.17,0.98,0.412,0.162,0.111,0.136,0.154,0.112
10.393,7.3610000000000015,10.342,0.0431,11.802,6.609,1.869,1.242,0.474,7.377000000000002,0.476,11.802,-0.496,0.98,0.509,0.56,0.162,0.086,0.77,0.198
12.632,16.407,12.486,0.016200000000000003,12.504,9.531,3.35,1.5119999999999998,0.279,6.9510000000000005,1.4069999999999998,12.504,1.388,0.491,0.193,0.368,0.28800000000000003,0.225,0.154,0.444
11.245,16.764,10.878,0.0315,11.292,6.706,2.696,0.96,0.35200000000000004,5.424,2.471,11.292,2.699,0.229,0.334,0.5770000000000001,0.254,0.031,0.16399999999999998,0.333
8.12,17.86,7.838999999999999,0.0222,7.959,6.369,1.336,0.8109999999999999,0.7170000000000001,5.622999999999998,1.306,7.959,1.304,0.181,0.16,0.087,0.187,0.177,0.152,0.211
17.26,24.12,16.922,0.027000000000000003,19.138,14.973,3.544,2.696,0.28,11.619000000000002,3.978,19.138,2.641,1.475,0.487,0.415,0.203,0.266,0.142,0.231
19.447,26.753,19.213,0.0229,19.242,12.912,6.528,1.798,0.153,11.297,1.038,19.242,1.173,1.516,0.36,0.173,0.4370000000000001,0.155,0.6759999999999999,0.345
17.042,18.427,16.703,0.0257,18.209,7.037000000000001,3.283,1.418,0.306,9.008,1.24,18.209,2.109,4.176,0.394,0.214,0.2,0.313,0.33,0.135
13.429,15.18,13.335,0.0238,13.573,9.736,2.82,1.079,0.33,8.038,0.821,13.573,-2.5610000000000004,0.944,0.242,0.57,0.212,0.002,0.7120000000000001,0.28600000000000003
17.547,22.372,16.945,0.0186,17.578,12.194,5.043,1.518,0.17600000000000002,8.732999999999999,1.347,17.578,0.26,0.491,0.299,0.257,0.379,0.301,0.299,0.189
4.542,120.277,4.312,0.0254,4.312,36.784,5.561,0.198,0.172,20.389,2.937,4.312,0.094,0.98,0.0,0.41,0.228,0.194,0.019,0.292
17.548,16.820999999999998,16.719,0.0312,20.244,13.818,2.45,2.39,0.411,11.333,2.214,19.768,7.996,0.98,0.6409999999999999,0.326,0.128,0.34700000000000003,0.336,0.158
13.593,16.852,13.474,0.0404,14.288,6.404,2.432,1.2990000000000002,0.341,17.04,1.776,14.288,15.717,1.444,0.535,0.124,0.172,0.377,0.152,0.083
11.073,10.078,11.005,0.032,10.38,9.339,13.193,1.597,0.077,9.537,1.777,13.544,-2.6,1.951,0.279,0.424,1.036,0.207,0.046,0.306
15.312,21.839,15.119000000000002,0.0366,24.04,9.798,1.749,9.934,0.607,7.0470000000000015,2.854,19.387,-5.553,0.98,0.81,0.301,0.07200000000000001,0.132,0.136,0.156
15.429,17.308,15.239,0.0242,15.823,12.367,4.426,1.319,0.248,8.896,2.435,15.823,0.675,21.542,0.373,0.486,0.318,0.127,0.235,0.321
28.383000000000006,33.755,28.272,0.0074,28.383000000000006,35.951,3.502,1.48,0.254,15.962,9.224,28.383000000000006,1.67,0.654,0.174,0.212,0.159,0.194,0.0,0.266
16.381,18.354,16.288,0.0291,17.262999999999998,12.050999999999998,2.544,1.837,0.429,10.976,3.054,17.262999999999998,3.556,1.5619999999999998,0.45,0.3,0.153,0.039,0.025,0.14400000000000002
15.238,16.721,14.973,0.0258,15.148,11.642,4.393,1.341,0.223,10.05,2.186,15.148,1.5719999999999998,1.27,0.3720000000000001,0.529,0.343,0.385,0.279,0.354
11.458,10.948,11.2,0.0138,11.173,-16.125,1.068,1.236,0.8109999999999999,31.272,2.015,11.173,2.89,0.227,0.259,0.021,0.113,0.615,0.152,0.031
17.369,21.331,17.266,0.0119,16.738,28.603,4.533,1.744,0.204,14.942,2.582,16.738,1.393,1.412,0.17600000000000002,0.066,0.29,0.105,0.152,0.118
17.925,25.495,17.515,0.0167,18.852,15.316,3.731,1.548,0.255,9.79,1.435,18.852,1.272,0.98,0.256,0.309,0.219,0.174,0.368,0.261
11.243,11.787,10.977,0.0125,10.995,27.193,1.188,1.347,0.8959999999999999,29.193,2.218,10.995,0.772,0.229,0.214,0.022,0.128,0.623,0.152,0.033
16.730999999999998,19.613,16.680999999999994,0.017,16.680999999999994,9.258,3.2910000000000004,1.457,0.29,9.869,0.555,16.680999999999994,1.632,1.803,0.273,0.607,0.211,0.239,0.7340000000000001,0.209
13.901,13.448,13.548,0.0337,14.122,6.395,2.121,1.883,0.486,6.922999999999999,2.521,14.122,1.001,0.98,0.466,0.425,0.16399999999999998,0.021,0.13,0.184
9.323,12.079,8.988999999999997,0.0009,9.541,6.792999999999998,1.99,0.603,0.275,9.515,0.529,9.541,0.954,0.471,0.009000000000000001,0.381,0.228,0.177,0.0,0.27
14.094,15.067,13.997,0.0159,15.746,9.655,2.2030000000000003,1.85,0.466,9.379,2.419,15.746,1.159,6.875,0.18600000000000005,0.34,0.149,0.035,0.027000000000000003,0.154
16.585,21.081,16.308,0.0204,17.791,9.629,3.201,1.328,0.322,9.424,3.042,17.791,-0.402,0.479,0.319,0.551,0.181,0.14,0.17800000000000002,0.247
20.828000000000007,21.52,19.879,0.0295,21.927,16.895,3.011,2.658,0.368,12.843,2.839,21.763,4.627,10.582,0.589,0.306,0.14800000000000002,0.441,0.214,0.159
18.439,22.043000000000006,18.325,0.0158,18.439,11.681,5.292000000000002,1.556,0.223,10.361,3.816,18.439,0.944,0.8759999999999999,0.284,0.339,0.29100000000000004,0.179,0.031,0.365
11.459,53.063,11.432,0.0424,11.177,5.384,3.81,1.693,0.276,4.883,1.6969999999999998,11.177,0.453,0.036000000000000004,0.443,0.309,0.219,0.063,0.022,0.302
