pe_op_dil,CAPEI,pe_op_basic,divyield,pe_exi,pcf,ptb,PEG_ltgforward,bm,evm,ps,pe_inc,PEG_1yrforward,PEG_trailing,dpr,GProf,roe,short_debt,invt_act,roce
14.376,34.248000000000005,13.994000000000002,0.0287,14.552,-3.187,1.486,1.4240000000000002,0.759,13.735,1.828,14.289,0.588,0.333,0.419,0.043,0.109,0.591,0.152,0.07200000000000001
17.445999999999998,22.648000000000003,17.445999999999998,0.0132,17.379,12.021,3.783,1.287,0.253,13.055,0.618,17.65,1.994,1.114,0.223,0.5870000000000001,0.232,0.308,0.785,0.201
20.132,22.182,19.837,0.016399999999999998,20.132,13.031,3.422,2.003,0.301,9.047,0.863,20.132,2.049,2.507,0.243,0.396,0.172,0.132,0.0,0.218
10.741,15.329,10.495,0.0252,11.102,8.564,2.969,0.7929999999999999,0.32,7.996,0.86,11.102,-0.4920000000000001,0.15,0.265,0.23,0.298,0.319,0.377,0.16699999999999998
12.479,15.442,12.479,0.0574,14.19,3.295,1.548,3.167,0.6859999999999999,5.147,0.91,14.19,-36.043,3.196,0.787,0.29,0.101,0.168,0.106,0.201
11.785,18.877,11.689,0.0179,11.194,7.997000000000001,3.017,1.465,0.378,5.669,1.213,11.194,0.705,0.308,0.19,0.384,0.303,0.238,0.142,0.477
14.079,16.328,13.844,0.015,14.079,9.86,2.212,1.89,0.474,7.617000000000001,0.624,14.079,3.54,1.36,0.183,0.366,0.166,0.119,0.0,0.196
12.359000000000002,13.759,12.279000000000002,0.0296,12.691,8.737,1.953,1.511,0.608,8.204,2.18,12.691,2.134,0.907,0.187,0.324,0.163,0.002,0.027000000000000003,0.158
10.059,17.77,9.837,0.0325,10.243,7.0520000000000005,2.387,0.8759999999999999,0.456,5.083,2.54,10.243,0.875,0.28600000000000003,0.298,0.574,0.258,0.064,0.133,0.35100000000000003
16.184,22.509,15.892,0.0261,16.682000000000002,13.692,4.8260000000000005,1.508,0.193,9.732,2.455,16.842,2.5380000000000003,0.98,0.4,0.578,0.309,0.601,0.278,0.399
18.844,22.588,18.545,0.0202,18.844,15.574000000000002,3.361,1.671,0.305,12.106,1.71,18.723,1.918,1.926,0.336,0.213,0.197,0.025,0.35100000000000003,0.16899999999999998
6.859,9.784,6.44,0.0083,6.859,-0.985,1.692,0.541,0.399,13.004,0.763,6.859,-0.393,0.162,0.056,0.054000000000000006,0.32,0.708,0.152,0.094
8.383,12.799,8.34,0.0779,10.532,6.91,1.516,10.326,0.588,7.356,2.269,10.532,1.287,0.4370000000000001,0.7959999999999999,0.37,0.14300000000000002,0.528,0.106,0.192
12.567,13.777,12.412,0.0133,12.78,7.8889999999999985,1.338,0.862,0.589,9.072,1.392,12.78,0.63,3.971,0.166,0.131,0.112,0.259,0.168,0.147
19.186,22.588,19.186,0.0285,19.186,10.562,2.918,1.825,0.365,16.838,2.416,21.151,1.269,2.172,0.515,0.124,0.152,0.407,0.152,0.081
13.778,16.132,13.738,0.0202,13.778,8.757,2.82,1.203,0.299,9.469,0.459,13.658,1.659,1.461,0.272,0.628,0.211,0.234,0.732,0.21
50.402,121.468,49.03,0.0254,50.402,31.817,11.487,2.286,0.113,28.448,7.25,50.402,1.784,0.33,0.0,0.333,0.274,0.194,0.016,0.36
16.113,23.684,15.933,0.0154,16.205,11.998,7.713999999999999,1.242,0.104,11.674,4.588,16.205,0.635,0.624,0.23,0.7390000000000001,0.503,0.194,0.031,0.679
16.305,18.811,16.168,0.0447,20.253,4.262,1.6780000000000002,2.476,0.52,6.084,1.1740000000000002,20.253,1.707,0.98,0.877,0.299,0.085,0.095,0.092,0.201
15.036,21.657,14.947,0.0459,16.618,10.16,2.256,3.462,0.429,9.529,3.709,9.496,2.445,0.085,0.66,0.374,0.142,0.305,0.13,0.184
4.752,31.044,4.729,0.0077,4.628,10.371,1.3,0.245,0.5920000000000001,11.107,4.632,4.628,0.224,0.046,0.124,0.152,0.11,0.264,0.0,0.195
8.92,10.836,8.854,0.0303,8.92,5.947,1.497,6.027,0.732,4.599,1.037,8.92,-5.902,0.22,0.261,0.236,0.18,0.01,0.11,0.25
27.42,33.611,26.811,0.0254,27.112,18.518,6.1,1.903,0.221,13.684,5.135,27.112,1.754,1.222,0.0,0.454,0.237,0.0,0.053,0.265
17.105,19.545,16.983,0.0233,16.146,17.961,19.169,1.759,0.058,9.702,0.825,16.182000000000002,5.3679999999999986,0.8190000000000001,0.376,0.203,0.511,0.076,0.599,0.325
17.835,25.921,17.695,0.0159,17.976,15.303,5.496,1.48,0.151,15.12,5.419,17.976,-5.8420000000000005,0.7090000000000001,0.259,0.53,0.287,0.194,0.017,0.207
50.91,14.111,49.435,0.0059,60.911,1.744,0.963,7.614,1.384,36.551,1.276,31.294,3.974,0.98,3.693,0.024,0.026,0.585,0.152,0.024
19.335,26.22,18.988,0.0167,19.635,14.365,3.694,1.8,0.29600000000000004,9.769,1.462,20.197,1.225,0.98,0.253,0.289,0.209,0.211,0.342,0.243
4.852,20.21,4.784,0.015,4.55,10.519,3.2110000000000003,0.339,0.23,11.437,1.39,4.55,0.199,0.98,0.21600000000000005,0.733,0.247,0.239,0.265,0.305
11.324000000000002,8.336,11.302,0.0298,11.411,7.598,1.725,0.745,0.6,7.042000000000002,0.951,11.411,0.247,0.98,0.327,0.255,0.18600000000000005,0.209,0.21600000000000005,0.282
11.385,10.656,11.299,0.0359,11.385,6.113,1.29,1.987,0.708,6.372999999999998,1.086,11.385,-3.507,0.98,0.386,0.185,0.12,0.087,0.138,0.151
20.169,19.766,19.185,0.0306,21.669,15.686,2.652,2.5860000000000003,0.364,13.177,2.584,21.088,5.162000000000001,34.119,0.6729999999999999,0.313,0.135,0.402,0.28300000000000003,0.155
23.48,39.579,22.31,0.0003,23.48,18.256,4.454,1.399,0.21,15.705,1.741,23.48,1.386,0.7170000000000001,0.006,0.306,0.232,0.459,0.0,0.271
3.2030000000000003,12.92,3.143,0.0213,3.143,11.198,2.242,0.24,0.315,10.736,0.926,3.143,5.877000000000002,0.98,0.244,0.753,0.24,0.364,0.272,0.299
7.694,9.444,7.49,0.0012,8.695,12.537,1.5930000000000002,0.74,0.611,7.768,0.397,8.695,-0.5529999999999999,0.792,0.01,0.375,0.188,0.149,0.0,0.239
17.643,23.737,17.4,0.0243,18.195,13.414,4.878,1.645,0.2,10.162,2.698,18.371,2.5,0.972,0.398,0.574,0.277,0.439,0.304,0.39
18.164,18.685,17.83,0.0103,19.148,11.217,1.838,1.675,0.639,8.946,1.939,19.148,1.043,0.98,0.16699999999999998,0.122,0.105,0.185,0.173,0.139
14.296,19.78,14.151,0.0242,14.91,10.097,11.443,1.6569999999999998,0.091,8.243,0.7759999999999999,14.974,0.131,0.98,0.365,0.231,1.262,0.091,0.519,0.385
16.19,19.144,16.19,0.0187,16.079,9.603,3.145,1.283,0.313,10.23,0.56,17.325,1.499,1.241,0.23,0.5770000000000001,0.212,0.212,0.723,0.185
21.674,24.993,21.367,0.0241,20.44,11.996,12.263,1.608,0.094,10.923,1.171,20.44,-21.973000000000006,1.6880000000000002,0.406,0.162,0.463,0.102,0.69,0.36
16.383,21.035,16.259,0.0398,19.659,11.487,2.359,6.261,0.406,7.976,2.749,19.659,21.319000000000006,0.98,0.757,0.366,0.12,0.146,0.183,0.151
16.256,16.922,15.96,0.0142,16.595,10.06,2.67,1.214,0.306,8.857999999999997,1.122,16.595,4.268,0.6890000000000001,0.219,0.696,0.233,0.421,0.282,0.315
15.531,23.573,15.531,0.0422,19.09,12.969,2.42,3.818,0.45,9.375,3.947,10.614,4.37,0.096,0.695,0.39,0.131,0.348,0.14400000000000002,0.195
14.185,19.638,14.0,0.0294,19.651,8.014,2.733,1.884,0.353,6.8260000000000005,3.113,19.651,0.136,1.737,0.517,0.531,0.155,0.068,0.136,0.274
9.118,18.345,9.057,0.031,9.243,6.327000000000001,1.868,1.338,0.58,4.475,0.7290000000000001,9.243,0.48,0.166,0.258,0.305,0.231,0.046,0.119,0.362
21.002,29.969,20.744,0.0216,23.279,11.25,6.792999999999998,2.2430000000000003,0.158,10.996,1.118,23.279,2.887,2.4130000000000003,0.369,0.173,0.458,0.133,0.6629999999999999,0.373
21.19,23.684,20.771,0.0091,20.527,8.077,6.16,1.6840000000000002,0.165,20.957,2.553,17.694000000000006,1.314,2.283,0.185,0.046,0.242,0.453,0.152,0.078
9.925,12.95,9.808,0.0256,9.925,7.912000000000001,3.86,1.005,0.255,7.5379999999999985,3.074,9.925,0.434,0.698,0.228,0.61,0.459,0.052000000000000005,0.016,0.49
14.069,17.692999999999994,13.909,0.03,14.852,11.746,3.579,1.88,0.266,10.345,2.699,14.852,1.622,1.27,0.409,0.575,0.261,0.354,0.17,0.306
27.754,28.027,27.493,0.0301,39.837,14.720999999999998,3.034,16.394000000000002,0.386,10.951,3.896,39.837,-27.283,0.201,1.165,0.326,0.076,0.18,0.174,0.125
14.414,16.225,13.582,0.0356,13.927,10.289,1.96,1.466,0.408,12.174,1.774,11.366,0.8590000000000001,1.251,0.447,0.311,0.145,0.449,0.338,0.154
13.05,20.033,12.942,0.0322,16.699,9.275,1.848,1.539,0.485,9.085,0.619,16.699,6.059,0.98,0.7929999999999999,0.162,0.123,0.119,0.366,0.099
21.918000000000006,20.636,21.807,0.0307,27.538,16.945,6.0070000000000014,9.663,0.179,18.081,4.137,27.538,-11.236,0.98,1.014,0.317,0.191,0.445,0.093,0.141
9.524,9.496,9.491,0.0355,9.626,5.657,1.4680000000000002,-3.702,0.813,4.455,0.895,9.626,0.102,0.98,0.327,0.244,0.16399999999999998,0.031,0.153,0.223
18.179,19.757,17.944000000000006,0.0096,18.42,10.994000000000002,1.896,1.212,0.519,8.985,1.99,18.42,0.778,11.909,0.171,0.13,0.109,0.218,0.168,0.14400000000000002
16.851,17.137999999999998,16.598,0.0281,18.32,11.152,3.809,2.559,0.282,11.283,3.754,18.32,-2.294,0.98,0.485,0.389,0.21600000000000005,0.202,0.022,0.245
16.889,10.379,16.785,0.0329,19.404,9.017,2.389,1.904,0.442,7.905,0.6920000000000001,19.826,-1.57,0.98,0.639,0.527,0.128,0.138,0.7240000000000001,0.166
20.8,6.3039999999999985,20.8,0.0339,-42.095,4.695,1.433,-2.602,1.759,9.529,0.381,-46.526,-0.4970000000000001,0.98,2.687,0.14,-0.019,0.274,0.374,0.048
1.735,20.292,1.722,0.025,1.735,8.368,3.175,0.095,0.387,8.59,2.613,1.735,-0.153,0.034,0.272,0.369,0.274,0.0,0.02,0.405
18.411,23.696,18.359,0.0228,17.862000000000005,14.534,4.669,1.868,0.217,12.104,3.666,17.862000000000005,2.605,0.939,0.379,0.653,0.278,0.239,0.133,0.31
12.736,12.508,12.626,0.023,12.693,11.39,11.514,1.462,0.085,9.857,1.967,13.119000000000002,2.451,1.537,0.25,0.447,0.8059999999999999,0.206,0.05,0.35200000000000004
9.829,17.602999999999994,9.803,0.0407,6.6110000000000015,34.303000000000004,1.715,1.469,0.597,15.293,4.242,6.6110000000000015,1.264,0.115,0.28,0.201,0.297,0.09,0.28300000000000003,0.125
9.885,23.613000000000003,9.885,0.0278,10.390999999999998,18.521,5.943,1.261,0.175,14.403,4.494,10.390999999999998,1.618,1.2819999999999998,0.413,0.54,0.302,0.777,0.147,0.295
19.992,24.176,19.765,0.0222,19.765,11.34,4.365,1.319,0.231,8.829,1.119,19.765,1.085,0.901,0.407,0.588,0.225,0.003,0.6859999999999999,0.241
7.143,7.197,7.0,0.0014000000000000002,8.721,6.004,1.224,0.68,0.65,6.145,0.313,8.721,5.145,5.145,0.012,0.34700000000000003,0.146,0.114,0.0,0.195
10.246,16.773,9.639,0.0069,10.246,-1.75,2.549,0.66,0.373,13.208,1.2009999999999998,10.246,-5.309,0.201,0.065,0.056,0.324,0.716,0.152,0.08900000000000001
18.202,25.802,17.769000000000005,0.0172,19.435,15.05,3.856,1.665,0.273,9.628,1.453,19.435,1.36,0.98,0.257,0.305,0.21,0.14800000000000002,0.364,0.253
14.2,24.647,13.755999999999998,0.0209,14.154000000000002,9.764,1.351,1.408,0.78,9.207,1.261,12.871,0.185,0.048,0.295,0.056,0.101,0.095,0.152,0.111
106.878,18.341,106.878,0.0046,141.355,1.683,1.175,11.78,1.095,34.591,1.608,52.167,6.455,0.98,6.917999999999998,0.025,0.031,0.609,0.152,0.026
21.743,25.895,21.496,0.0204,21.496,12.146,4.675,1.436,0.231,8.829,1.198,21.496,1.106,0.98,0.407,0.588,0.225,0.003,0.6859999999999999,0.241
12.914,15.148,12.834,0.0325,12.023,9.367,2.003,1.454,0.507,8.527999999999999,2.353,12.023,1.589,0.605,0.252,0.334,0.182,0.003,0.027000000000000003,0.16
21.367,26.412,21.202,0.0132,22.792,18.646,6.697,1.838,0.171,12.624,6.065,22.792,1.608,1.7990000000000002,0.285,0.541,0.28600000000000003,0.194,0.03,0.207
40.851,15.397,40.851,0.0175,26.792,7.721,3.4210000000000003,2.82,0.298,28.007,1.859,26.792,0.368,0.98,0.473,0.03,0.163,0.241,0.152,0.035
17.511,24.905,17.11,0.0171,18.416,14.962,3.645,1.518,0.255,9.79,1.402,18.416,1.242,0.98,0.256,0.309,0.219,0.174,0.368,0.261
16.396,16.257,16.328,0.0229,16.602999999999998,12.706,2.895,1.3769999999999998,0.359,8.652000000000001,0.994,15.019,-1.88,2.158,0.315,0.4920000000000001,0.171,0.043,0.7070000000000001,0.234
10.73,18.948,10.468,0.0294,11.6,8.13,2.445,0.983,0.452,5.756,2.767,11.6,3.963,0.115,0.322,0.574,0.247,0.106,0.126,0.343
4.809,32.171,4.777,0.0071,4.692,11.852,1.452,0.244,0.585,9.816,5.109,4.692,0.21600000000000005,0.98,0.123,0.157,0.113,0.284,0.0,0.202
17.215999999999998,27.735,17.215999999999998,0.0497,18.108,5.151,3.3,2.389,0.317,8.139,1.416,18.108,0.978,0.12,0.831,0.329,0.188,0.041,0.049,0.17
13.94,19.519,13.324000000000002,0.0064,14.002,-5.5379999999999985,2.6180000000000003,0.955,0.442,19.109,1.584,14.002,0.441,0.341,0.08800000000000001,0.038,0.219,0.779,0.152,0.065
17.145,11.050999999999998,17.145,0.0212,18.311,8.185,1.685,2.085,0.74,16.442,1.2919999999999998,18.673,-18.437,0.98,0.621,0.115,0.098,0.261,0.152,0.045
11.21,13.291,11.043,0.0126,11.509,6.2570000000000014,1.981,1.518,0.573,6.2189999999999985,0.552,11.509,1.001,0.62,0.125,0.3720000000000001,0.187,0.192,0.0,0.223
5.38,22.408,5.3039999999999985,0.013500000000000002,5.045,11.663,3.56,0.378,0.23,11.437,1.541,5.045,0.208,0.98,0.21600000000000005,0.733,0.247,0.239,0.265,0.305
8.478,20.28,8.414,0.0336,8.773,14.228,4.042,1.069,0.212,14.298,3.258,8.773,0.564,1.466,0.5539999999999999,0.473,0.255,0.7120000000000001,0.159,0.269
16.718,21.671,16.549,0.0253,18.199,12.550999999999998,4.275,2.388,0.249,11.147,3.3360000000000003,18.199,2.281,2.517,0.422,0.616,0.257,0.637,0.187,0.32299999999999995
2.3040000000000003,18.399,2.279,0.015,2.344,12.632,2.843,0.173,0.262,9.877,1.189,2.344,0.281,0.112,0.233,0.7340000000000001,0.219,0.339,0.294,0.29100000000000004
14.845,16.391,14.76,0.0245,14.99,9.862,3.474,1.642,0.282,9.383,0.527,14.961,4.427,1.605,0.337,0.601,0.231,0.241,0.728,0.219
16.801,17.25,16.037,0.0321,16.801,9.729,2.217,1.958,0.428,10.3,2.212,14.315,-5.112,2.378,0.509,0.32299999999999995,0.146,0.333,0.307,0.16399999999999998
17.24,13.583,17.24,0.0338,21.218000000000004,10.191,2.371,2.122,0.465,7.832000000000002,2.642,21.218000000000004,-0.514,0.98,0.701,0.462,0.112,0.102,0.17,0.191
15.94,16.473,15.672,0.0254,15.672,9.402,2.887,1.65,0.334,11.518,2.835,15.672,-1.019,1.366,0.0,0.417,0.203,0.048,0.03,0.201
11.76,8.953,11.701,0.0243,11.299,9.233,2.587,2.511,0.382,6.872999999999998,1.044,11.299,-0.212,37.403,0.26,0.305,0.224,0.252,0.18,0.336
10.761,9.263,10.011,0.0086,12.425999999999998,-13.599,1.165,1.036,0.7809999999999999,29.289,1.822,12.425999999999998,0.441,0.13699999999999998,0.105,0.025,0.122,0.6659999999999999,0.152,0.034
11.694,13.095999999999998,11.584,0.0102,12.007,8.453,2.053,0.962,0.659,5.517,0.563,12.007,-1.176,1.136,0.097,0.368,0.187,0.223,0.0,0.225
10.874,9.195,10.874,0.0244,12.345999999999998,4.838,1.518,1.491,0.923,13.623,1.026,12.828,-0.278,0.98,0.947,0.124,0.119,0.365,0.152,0.058
14.361,15.694,14.205,0.0301,14.818,10.845,3.455,2.157,0.293,9.818,2.903,14.818,2.45,2.28,0.434,0.489,0.256,0.434,0.131,0.281
14.757,18.136,12.389,0.039900000000000005,16.185,7.265,1.3969999999999998,4.935,0.812,7.011,2.321,13.938,7.2189999999999985,14.69,0.636,0.284,0.092,0.139,0.14,0.14300000000000002
21.166,25.983,20.629,0.0092,20.827,8.263,7.353,1.693,0.157,21.461,2.714,20.498,1.334,1.964,0.181,0.045,0.362,0.311,0.152,0.086
10.153,13.614,10.02,0.0473,13.598,17.351,1.147,5.291,0.774,7.962999999999999,2.207,13.598,1.717,0.98,0.615,0.269,0.104,0.16,0.127,0.147
18.212,19.743,18.665,0.029,24.741,27.527,6.151,2.388,0.193,13.486,4.9430000000000005,24.741,1.599,0.98,0.7190000000000001,0.434,0.244,0.199,0.121,0.231
21.414,27.924,21.121,0.0093,21.716,16.04,3.198,1.37,0.324,12.037,3.214,21.716,2.68,1.119,0.203,0.266,0.152,0.145,0.174,0.192
15.555,19.388,15.255,0.0169,15.454,9.422,5.667000000000002,1.401,0.182,9.245,1.608,15.454,0.7809999999999999,0.779,0.206,0.434,0.46,0.459,0.06,0.271
12.97,17.011,12.88,0.0143,12.94,4.436,3.212,1.163,0.305,13.39,1.872,12.94,1.96,0.203,0.179,0.061,0.265,0.106,0.152,0.103
23.183000000000003,31.058000000000003,22.954,0.022400000000000003,23.26,14.862,5.728,1.639,0.182,11.675,1.3869999999999998,23.26,1.759,0.943,0.384,0.629,0.25,0.122,0.6970000000000001,0.275
15.008,16.746,14.84,0.0255,15.130999999999998,12.04,3.902,1.518,0.265,8.384,2.16,15.130999999999998,2.05,0.965,0.3670000000000001,0.474,0.262,0.14,0.269,0.28600000000000003
13.817,15.647,13.611,0.0263,14.002,10.589,2.932,1.237,0.354,9.661,1.178,13.713,0.897,3.732,0.329,0.276,0.217,0.104,0.335,0.226
19.148,28.471,18.921,0.0209,19.381,12.278,3.414,2.207,0.311,9.553,2.6860000000000004,16.118,1.5830000000000002,0.7559999999999999,0.398,0.282,0.18600000000000005,0.067,0.032,0.196
12.101,12.078,11.916,0.0154,12.291,8.187000000000001,1.82,1.234,0.489,11.983,2.003,12.291,-19.789,0.98,0.046,0.34700000000000003,0.161,0.157,0.028,0.146
16.521,22.06,16.222,0.0257,16.295,15.409,4.687,1.445,0.189,10.035,2.456,16.445,3.018,0.98,0.392,0.569,0.316,0.584,0.294,0.394
16.003,17.862000000000005,15.772,0.0145,15.856,12.035,11.547,1.558,0.097,9.517,2.234,15.856,1.2990000000000002,1.173,0.219,0.477,0.7190000000000001,0.27,0.051,0.406
17.668,22.082,17.598,0.038,19.631,10.483,2.449,5.408,0.47,7.256,2.787,19.631,14.802,0.18600000000000005,0.7070000000000001,0.368,0.124,0.13699999999999998,0.187,0.14800000000000002
5.763,-495.21,5.763,0.0074,11.621,47.758,0.999,0.596,0.643,14.97,3.908,11.621,0.608,0.98,0.394,0.1,0.04,0.429,0.0,0.155
19.816,22.154,20.229,0.0261,26.482,25.881,6.49,2.508,0.18,14.663,5.415,26.482,1.213,0.98,0.691,0.4370000000000001,0.254,0.218,0.13,0.228
12.890999999999998,15.712,12.746,0.0301,12.129,9.362,2.028,1.3330000000000002,0.4320000000000001,11.205,2.484,12.129,3.063,0.906,0.332,0.311,0.18,0.203,0.023,0.162
30.895,21.791,30.034,0.0181,31.911,13.222,6.259,1.596,0.197,9.528,1.634,31.911,0.395,0.98,0.5429999999999999,0.221,0.225,0.298,0.272,0.129
17.092,19.256,16.859,0.0231,16.218,13.507,3.447,1.8,0.275,12.091,1.749,15.668,6.145,2.23,0.336,0.203,0.189,0.128,0.34,0.159
9.588,23.052,9.554,0.0308,9.872,15.412,5.152,1.4,0.21600000000000005,12.501,3.991,9.872,-3.455,1.248,0.723,0.473,0.267,0.647,0.155,0.257
17.159000000000002,21.866,16.87,0.029900000000000006,17.927,15.93,3.883,3.408,0.256,12.429,3.771,17.927,5.632999999999999,1.072,0.493,0.416,0.201,0.194,0.138,0.228
15.743,16.737000000000002,15.433,0.0255,14.0,12.978,4.584,1.239,0.202,9.889,2.268,14.0,1.453,0.971,0.337,0.521,0.37,0.181,0.29,0.364
1.91,17.642,1.868,0.0153,1.91,10.932,2.519,0.14,0.279,9.27,1.075,1.91,0.097,0.07200000000000001,0.196,0.743,0.244,0.355,0.284,0.326
17.892,19.406,17.726,0.0321,17.892,13.805,5.716,2.013,0.19,10.456,3.489,17.892,2.23,1.903,0.53,0.345,0.336,0.0,0.025,0.3
28.492,34.024,28.463,0.0067,29.833,20.944000000000006,4.247,1.65,0.201,16.625,10.277,29.833,1.919,0.35700000000000004,0.193,0.238,0.185,0.194,0.0,0.317
17.944000000000006,24.233,17.834,0.033,23.071,12.249,2.032,5.454,0.563,8.277000000000001,3.5410000000000004,14.985,5.614,13.149,0.6890000000000001,0.271,0.093,0.171,0.115,0.158
18.806,18.9,18.671,0.0291,18.671,9.165,2.173,1.909,0.519,18.341,1.889,19.363,2.365,1.4880000000000002,0.515,0.112,0.12,0.273,0.152,0.044
11.696,13.923,11.696,0.0642,13.958,2.928,1.391,2.884,0.6920000000000001,4.828,0.8170000000000001,13.958,-4.432,1.653,0.853,0.29,0.097,0.135,0.108,0.193
17.516,21.188,17.243,0.021,17.875,15.075,3.543,1.941,0.298,11.153,1.721,17.875,6.096,2.297,0.329,0.22,0.197,0.097,0.332,0.181
10.639,10.439,10.528,0.0246,10.380999999999998,8.568999999999999,1.158,1.255,0.804,7.213999999999999,1.113,10.380999999999998,0.236,0.634,0.244,0.076,0.116,0.037000000000000005,0.152,0.131
6.602,-567.45,6.602,0.006500000000000001,13.311,54.725,1.145,0.6759999999999999,0.643,14.97,4.478,13.311,0.6970000000000001,0.98,0.394,0.1,0.04,0.429,0.0,0.155
15.931,21.168000000000006,15.763,0.0347,18.836,10.147,1.845,7.752000000000002,0.547,10.644,3.773,18.836,20.908,1.204,0.623,0.245,0.102,0.173,0.108,0.14
20.661,18.927,20.426,0.0423,128.393,10.242,1.794,23.19,0.556,8.21,2.41,128.393,15.19,3.687,5.506,0.35,0.013,0.134,0.202,0.123
16.984,14.315,16.848,0.0323,16.848,6.856,1.844,1.38,0.5479999999999999,16.545,1.555,18.313,1.2819999999999998,31.584,0.589,0.112,0.115,0.333,0.152,0.048
8.079,20.434,7.9860000000000015,0.0434,7.684,8.105,1.942,0.7190000000000001,0.439,7.417999999999998,0.713,7.7189999999999985,1.463,0.98,0.294,0.21600000000000005,0.279,0.121,0.325,0.203
2.207,46.175,2.18,0.0254,2.207,11.162,5.069,0.115,0.264,7.505,3.956,2.207,0.041,0.028,0.0,0.494,0.456,0.194,0.02,0.6609999999999999
10.893,13.53,10.669,0.0296,11.15,8.501,3.095,1.239,0.391,7.193,0.846,11.15,-0.675,0.845,0.285,0.298,0.219,0.197,0.364,0.244
4.496,91.886,4.38,0.0254,4.496,19.628,7.193,0.205,0.101,22.219,4.773,4.496,0.15,0.08199999999999999,0.0,0.402,0.303,0.194,0.015,0.405
17.044,22.466,16.798,0.0464,18.684,4.082,1.496,3.975,0.629,5.87,1.222,14.868,1.001,1.473,0.862,0.285,0.085,0.225,0.087,0.16699999999999998
16.904,15.872,16.127,0.0323,16.904,10.535,2.393,1.93,0.415,10.542,2.145,14.518,-4.342,3.0380000000000003,0.488,0.344,0.153,0.284,0.34,0.168
12.807,15.970999999999998,12.758,0.0458,11.889,10.728,1.838,2.097,0.49,8.904,2.323,11.889,3.22,0.8909999999999999,0.59,0.325,0.155,0.192,0.247,0.133
11.755999999999998,10.605,11.692,0.0257,10.987,10.0,13.876,1.465,0.076,8.747,1.818,14.394,-2.838,1.796,0.271,0.438,0.8590000000000001,0.14,0.043,0.318
20.173,22.858,19.929,0.0246,20.173,10.642,15.837,1.9,0.066,10.932,1.045,20.173,-3.213,2.285,0.438,0.168,0.467,0.076,0.7190000000000001,0.377
14.498,17.858,14.446,0.022400000000000003,14.711,13.130999999999998,2.833,1.166,0.379,7.794,1.011,13.753,3.334,0.918,0.201,0.542,0.204,0.118,0.7120000000000001,0.295
11.496,10.084,11.496,0.0316,11.496,8.113,1.713,-13.064,0.55,8.126,1.003,11.496,-0.234,0.98,0.35600000000000004,0.188,0.152,0.6,0.315,0.17
23.353,21.909,22.844,0.0134,23.353,14.784,4.012,2.036,0.202,15.354,1.768,23.181,1.937,1.989,0.295,0.6509999999999999,0.229,0.13699999999999998,0.252,0.278
15.992,15.287,15.313,0.0367,19.201,12.755999999999998,2.188,2.735,0.417,11.275,2.0,18.788,-8.427,0.98,0.6859999999999999,0.33,0.122,0.358,0.327,0.159
12.924,15.187,12.649,0.0288,13.148,6.897,3.064,0.657,0.33,8.671,0.895,13.148,-0.44,0.24,0.321,0.217,0.242,0.33,0.365,0.142
21.903,26.744,21.438,0.0099,21.746,10.231,6.796,1.757,0.159,20.957,2.689,21.438,1.1840000000000002,2.697,0.16699999999999998,0.045,0.334,0.335,0.152,0.08800000000000001
30.058000000000003,33.299,30.058000000000003,0.0072,30.058000000000003,22.799,4.42,1.879,0.2,17.712,10.815,30.058000000000003,3.029,0.52,0.18600000000000005,0.238,0.193,0.194,0.0,0.317
22.259,24.192,22.123,0.0311,24.869,15.174,2.42,7.845,0.428,12.326,4.521,25.042,-2.555,1.658,0.7290000000000001,0.245,0.09,0.154,0.108,0.122
8.544,11.336,8.255,0.046,8.544,4.996,1.866,0.695,0.462,5.796,1.811,8.544,-0.7290000000000001,0.068,0.362,0.5670000000000001,0.24,0.026,0.188,0.297
12.867,12.982,12.765,0.0197,12.884,11.464,8.171,1.454,0.124,9.868,2.009,12.884,2.545,1.412,0.246,0.426,0.752,0.173,0.045,0.338
10.159,8.04,10.113,0.0424,10.297,5.567,1.278,0.905,0.7,5.023,0.7979999999999999,10.297,0.132,0.98,0.406,0.224,0.131,0.041,0.165,0.18600000000000005
8.636000000000001,16.000999999999998,8.584,0.0319,8.636000000000001,6.307,1.715,1.325,0.583,5.154,0.6859999999999999,8.636000000000001,0.5479999999999999,0.04,0.268,0.26,0.223,0.057,0.12,0.321
41.288,28.407,41.288,0.0466,42.515,3.792,1.948,3.955,0.496,5.398,1.081,42.515,2.612,0.98,1.878,0.297,0.045,0.105,0.037000000000000005,0.157
17.561,20.087,17.436,0.0227,16.576,18.459,19.701,1.75,0.058,9.702,0.847,16.613,8.267000000000001,0.841,0.376,0.203,0.511,0.076,0.599,0.325
18.659,24.016,18.607,0.0225,18.103,14.731,4.732,1.894,0.217,12.104,3.716,18.103,2.64,0.952,0.379,0.653,0.278,0.239,0.133,0.31
18.21,21.772,17.984,0.0252,18.21,8.617,14.373,1.696,0.077,10.384,0.999,18.21,-4.475,1.4780000000000002,0.428,0.17,0.602,0.049,0.718,0.442
27.766,20.424,27.474,0.0352,104.4,9.138,2.364,13.116,0.446,54.642,2.353,-186.43,-4.785,0.98,3.355,0.042,0.02,0.242,0.152,0.02
