,vwretd,ptb,vwretx,DATE,CAPEI,ewretd,ewretx,PEG_1yrforward,accrual,pretret_earnat,ps,roe,pcf,pe_op_dil,BID,NEXT_DAY_PREDICTION
367,0.067788,3.134,0.065138,1241136000000000000,13.699000000000002,0.10233,0.10021,-0.675,0.024,0.245,0.856,0.219,8.607000000000001,11.029000000000002,52.67,0.0
368,-0.003098,3.095,-0.00504,1243814400000000000,13.53,0.023921,0.021352,-0.675,0.024,0.245,0.846,0.219,8.501,10.893,51.98,1.0
369,0.081719,3.242,0.08029800000000001,1246406400000000000,14.172,0.085217,0.083763,-0.69,0.024,0.245,0.8859999999999999,0.219,8.904,11.419,54.38,1.0
370,0.031459,3.215,0.0293,1249084800000000000,15.127,0.056864,0.055310000000000005,-0.7979999999999999,0.031,0.237,1.014,0.22,9.502,12.904000000000002,59.33,1.0
371,0.045222000000000005,3.3,0.043582,1251763200000000000,15.527,0.071255,0.069383,-0.8290000000000001,0.031,0.237,1.041,0.22,9.754,13.246,60.86,1.0
372,-0.027993,3.315,-0.02925,1254355200000000000,15.598,-0.050612,-0.051739,-0.836,0.031,0.237,1.046,0.22,9.798,13.359000000000002,61.45,1.0
373,0.057098,3.41,0.054642,1257033600000000000,16.783,0.028476,0.026485,-0.993,0.035,0.235,1.181,0.222,10.688,14.976,67.25,1.0
374,0.028419,3.52,0.026392,1259625600000000000,17.325,0.055001,0.051972,-1.025,0.035,0.235,1.219,0.222,11.033,15.459,69.35,0.0
375,-0.037096,3.422,-0.038109,1262304000000000000,16.843,-0.011388,-0.012292,-0.997,0.035,0.235,1.185,0.222,10.727,15.029000000000002,67.43,1.0
376,0.034774,3.207,0.032688,1264982400000000000,16.385,0.033602999999999994,0.032232,1.3730000000000002,0.027000000000000003,0.239,1.218,0.213,12.022,15.088,68.65,1.0
377,0.063606,3.435,0.06192,1267401600000000000,17.55,0.069289,0.06725199999999999,1.472,0.027000000000000003,0.239,1.305,0.213,12.877,16.178,73.61,1.0
378,0.020043,3.485,0.01893,1270080000000000000,17.805999999999994,0.057842999999999985,0.056698,1.47,0.027000000000000003,0.239,1.324,0.213,13.065,16.473,74.9,0.0
379,-0.079136,3.149,-0.081224,1272672000000000000,16.229,-0.076929,-0.078435,1.182,0.036000000000000004,0.246,1.195,0.222,10.44,14.428,67.37,0.0
380,-0.050725,3.034,-0.052465,1275350400000000000,15.634,-0.056799,-0.058868,1.16,0.036000000000000004,0.246,1.151,0.222,10.057,13.899,64.85,1.0
381,0.070292,3.309,0.068594,1277942400000000000,17.051,0.05994,0.05868200000000001,1.27,0.036000000000000004,0.246,1.256,0.222,10.969,15.225,71.09,0.0
382,-0.042813,3.039,-0.044938,1280620800000000000,15.404000000000002,-0.047566,-0.049083,1.03,0.031,0.246,1.138,0.21600000000000005,10.3,13.642,65.15,1.0
383,0.091518,3.32,0.089635,1283299200000000000,16.826,0.096418,0.094485,1.125,0.031,0.246,1.243,0.21600000000000005,11.251,14.902,71.25,1.0
384,0.038531,3.464,0.037009,1285891200000000000,17.555,0.040681,0.039488,1.162,0.031,0.246,1.297,0.21600000000000005,11.738,15.642,74.75,1.0
385,0.005108,3.27,0.002908,1288569600000000000,17.408,0.010736,0.008971999999999999,1.129,0.025,0.251,1.298,0.217,12.183,15.52,75.27,1.0
386,0.06715,3.42,0.064817,1291161600000000000,18.206,0.068851,0.065469,1.18,0.025,0.251,1.357,0.217,12.742,16.230999999999998,78.72,1.0
387,0.019157,3.532,0.018203,1293840000000000000,18.803,0.014412,0.013611000000000002,1.219,0.025,0.251,1.402,0.217,13.159,16.762999999999998,81.29,1.0
388,0.038165,3.599,0.036232,1296518400000000000,18.457,0.037036,0.035725,1.392,0.027000000000000003,0.258,1.4169999999999998,0.211,13.03,16.809,83.5,1.0
389,0.003366,3.646,0.0017809999999999996,1298937600000000000,18.703,0.008605,0.006786,1.365,0.027000000000000003,0.258,1.435,0.211,13.203,17.032,84.63,1.0
390,0.028688,3.834,0.027573,1301616000000000000,19.665,0.019203,0.018109,1.445,0.027000000000000003,0.258,1.509,0.211,13.882,18.024,89.57,0.0
391,-0.014935,3.631,-0.016942,1304208000000000000,19.532,-0.018549,-0.020191,1.254,0.028,0.252,1.462,0.217,13.140999999999998,17.21,87.74,1.0
392,-0.018395,3.661,-0.020161,1306886400000000000,19.697,-0.024106,-0.026251,1.264,0.028,0.252,1.474,0.217,13.252,17.355,88.5,0.0
393,-0.02247,3.402,-0.023611,1309478400000000000,18.303,-0.021813,-0.022838,1.166,0.028,0.252,1.37,0.217,12.314,16.243,82.86,0.0
394,-0.057472,2.969,-0.059612,1312156800000000000,16.160999999999998,-0.075715,-0.077329,0.96,0.022,0.249,1.212,0.22,11.3,14.334,74.29,0.0
395,-0.084873,2.814,-0.086564,1314835200000000000,15.315,-0.10092,-0.102888,0.91,0.022,0.249,1.149,0.22,10.708,13.583,70.3,1.0
396,0.113977,3.109,0.112566,1317427200000000000,16.924,0.107697,0.106575,1.009,0.022,0.249,1.27,0.22,11.833,15.054,77.98,0.0
397,-0.006226,3.072,-0.008893,1320105600000000000,16.398,-0.020645,-0.02248,0.94,0.025,0.238,1.234,0.217,11.098,14.48,76.52,0.0
398,0.003702,2.932,0.001454,1322697600000000000,15.647,-0.003561,-0.00702,0.897,0.025,0.238,1.178,0.217,10.589,13.817,73.08,1.0
399,0.054076,3.143,0.052929,1325376000000000000,16.773,0.085342,0.08443200000000001,0.961,0.025,0.238,1.262,0.217,11.351,14.811,78.33,1.0
400,0.041186,3.489,0.038914,1328054400000000000,17.275,0.036494,0.035003,8.387,0.027000000000000003,0.253,1.3119999999999998,0.23,11.584,14.977,83.87,0.0
401,0.023994,3.45,0.02211,1330560000000000000,17.084,0.017608000000000002,0.015303,10.367,0.027000000000000003,0.253,1.297,0.23,11.455,14.811,82.93,0.0
402,-0.006801000000000001,3.401,-0.008019,1333238400000000000,16.838,-0.009106,-0.010235,18.945,0.027000000000000003,0.253,1.279,0.23,11.29,14.579,81.61,0.0
403,-0.06553099999999999,3.003,-0.067942,1335830400000000000,15.527,-0.06843400000000001,-0.070404,13.697,0.024,0.224,1.217,0.226,10.342,13.598,74.11,1.0
404,0.038156,3.06,0.036055,1338508800000000000,15.825,0.034188,0.031622000000000004,15.474,0.024,0.224,1.24,0.226,10.54,13.859000000000002,75.56,0.0
405,0.010266,3.018,0.009012,1341100800000000000,15.604,-0.003281,-0.004484,-24.413,0.024,0.224,1.223,0.226,10.393,13.659,74.44,1.0
406,0.026265,3.221,0.023665,1343779200000000000,16.474,0.02482,0.022964,-4.206,0.028,0.22,1.328,0.233,10.401,14.183,79.88,0.0
407,0.026539,3.158,0.024597,1346457600000000000,16.152,0.034925,0.03269,-4.124,0.028,0.22,1.3019999999999998,0.233,10.198,13.906,78.24,0.0
408,-0.014101,3.169,-0.01555,1349049600000000000,16.21,-0.013477,-0.014781,-3.901,0.028,0.22,1.306,0.233,10.234,13.883,78.16,1.0
409,0.006193,2.942,0.0029530000000000003,1351728000000000000,16.4,0.00279,0.00014199999999999998,-4.797,0.021,0.202,1.32,0.231,10.983,14.486,80.11,1.0
410,0.012531,3.012,0.00898,1354320000000000000,16.789,0.021872,0.016406,-4.622,0.021,0.202,1.351,0.231,11.244000000000002,14.83,82.01,1.0
411,0.054094,3.216,0.052887,1356998400000000000,17.928,0.06350900000000001,0.06268,-5.244,0.021,0.202,1.442,0.231,12.005999999999998,15.835,87.86,1.0
412,0.008331999999999999,3.2030000000000003,0.006128,1359676800000000000,18.274,0.0035,0.00206,1.224,0.024,0.209,1.4380000000000002,0.203,12.489,16.989,90.54,1.0
413,0.035274,3.3110000000000004,0.033509,1362096000000000000,18.889,0.031419,0.029529000000000007,1.246,0.024,0.209,1.487,0.203,12.909,17.529,93.42,0.0
414,0.014944999999999996,3.239,0.013768,1364774400000000000,18.477,0.002477,0.001376,1.2009999999999998,0.024,0.209,1.454,0.203,12.628,17.128,91.22,1.0
415,0.019067,3.3310000000000004,0.016509,1367366400000000000,19.24,0.023985,0.022131,1.233,0.014,0.193,1.462,0.205,14.449000000000002,17.285999999999998,94.95,0.0
416,-0.015039,3.262,-0.017055,1370044800000000000,18.843,-0.013012,-0.015631,1.207,0.014,0.193,1.431,0.205,14.15,16.929000000000002,92.93,1.0
417,0.052680999999999985,3.698,0.051244000000000005,1372636800000000000,21.362,0.054898,0.05372,1.371,0.014,0.193,1.6230000000000002,0.205,16.042,19.23,105.62,0.0
418,-0.025714,3.403,-0.027891000000000003,1375315200000000000,20.148,-0.017278,-0.019029,1.217,0.015,0.197,1.484,0.201,14.646,18.004,100.0,1.0
419,0.037477,3.666,0.035682,1377993600000000000,21.702,0.051828,0.049754,1.311,0.015,0.197,1.598,0.201,15.775,19.392,107.78,0.0
420,0.039852,3.613,0.038565,1380585600000000000,21.388,0.025762,0.024591,1.276,0.015,0.197,1.575,0.201,15.547,19.11,106.27,1.0
421,0.024947,3.56,0.022824,1383264000000000000,22.175,0.023398,0.02166,1.305,0.012,0.215,1.633,0.199,16.247,18.95,110.83,1.0
422,0.026126,3.654,0.024071,1385856000000000000,22.763,0.025242,0.02201,1.34,0.012,0.215,1.676,0.199,16.678,19.453,113.78,1.0
423,-0.029957,3.661,-0.031063,1388534400000000000,22.807,-0.001282,-0.002254,1.3259999999999998,0.012,0.215,1.679,0.199,16.71,19.491,113.97,1.0
424,0.046173,3.361,0.043937,1391212800000000000,22.588,0.044257,0.042687,1.918,0.013,0.223,1.71,0.197,15.574000000000002,18.844,117.02,0.0
425,0.004469,3.36,0.002751,1393632000000000000,22.583,0.0010279999999999998,-0.0010949999999999998,1.915,0.013,0.223,1.71,0.197,15.57,18.815,116.83,1.0
426,0.001661,3.404,0.000496,1396310400000000000,22.879,-0.022319,-0.023436,1.909,0.013,0.223,1.732,0.197,15.774,19.055,118.31,0.0
427,0.020219,3.297,0.018012,1398902400000000000,22.678,0.006647,0.004858,1.863,0.021,0.229,1.692,0.198,14.172,18.274,116.21,0.0
428,0.027941000000000004,3.275,0.025957,1401580800000000000,22.528,0.039501,0.037053,1.85,0.021,0.229,1.681,0.198,14.078,18.153,115.43,0.0
429,-0.020523,2.977,-0.021819,1404172800000000000,20.475,-0.035223000000000004,-0.036411,1.633,0.021,0.229,1.528,0.198,12.795,16.533,105.15,1.0
430,0.040186,2.924,0.038183,1406851200000000000,20.634,0.033697000000000005,0.032156,1.602,0.015,0.225,1.632,0.197,13.532,16.925,108.0,0.0
431,-0.025129,2.859,-0.026823000000000003,1409529600000000000,20.179,-0.044988,-0.046891,1.591,0.015,0.225,1.596,0.197,13.233,16.552,105.59,1.0
432,0.021184,2.887,0.019935,1412121600000000000,20.376,0.014199000000000003,0.012956,1.638,0.015,0.225,1.612,0.197,13.363,16.771,106.99,1.0
433,0.02115,2.947,0.018986000000000003,1414800000000000000,20.464,-0.002457,-0.004155,1.496,0.015,0.224,1.682,0.197,13.18,17.04,110.13,1.0
434,-0.003616,3.079,-0.005754,1417392000000000000,21.378,-0.00019,-0.003562,1.689,0.015,0.224,1.757,0.197,13.769,17.802,115.0,0.0
435,-0.027152,3.073,-0.028223,1420070400000000000,21.337,-0.019073,-0.020095,1.713,0.015,0.224,1.753,0.197,13.743,17.768,114.84,1.0
436,0.055948000000000005,3.543,0.053611,1422748800000000000,21.188,0.054123,0.052497,6.096,0.012,0.241,1.721,0.197,15.075,17.516,121.89,0.0
437,-0.010439,3.411,-0.012255,1425168000000000000,20.398,-0.005111999999999999,-0.007204,6.894,0.012,0.241,1.6569999999999998,0.197,14.513,16.839000000000002,117.34,0.0
438,0.008723,3.35,0.007573999999999998,1427846400000000000,20.034,0.015127000000000003,0.013988999999999998,7.109,0.012,0.241,1.6269999999999998,0.197,14.254,16.343,113.75,1.0
439,0.010326,3.641,0.008167,1430438400000000000,20.34,0.003961999999999999,0.002313,6.49,0.012,0.21600000000000005,1.847,0.189,14.267,18.054,117.19,0.0
440,-0.019259,3.447,-0.021201,1433116800000000000,19.256,-0.013473,-0.015969,6.145,0.012,0.21600000000000005,1.749,0.189,13.507,17.092,110.89,0.0
441,-0.059996,2.6860000000000004,-0.062061,1438387200000000000,15.643,-0.047295,-0.049309,-1.578,0.014,0.217,1.416,0.184,11.48,14.137,91.59,0.0
442,-0.033738,2.609,-0.035673,1441065600000000000,15.195,-0.049922,-0.052219000000000015,-1.533,0.014,0.217,1.376,0.184,11.152,13.733,88.93,1.0
443,0.073963,2.874,0.07256599999999999,1443657600000000000,16.736,0.052873,0.051512,-1.695,0.014,0.217,1.515,0.184,12.283,15.187,98.42,0.0
444,0.002442,2.7910000000000004,0.000176,1446336000000000000,16.136,0.007333,0.005435,-1.896,0.006,0.212,1.501,0.17800000000000002,14.068,14.915,96.04,1.0
445,0.025048,2.6630000000000003,0.022975,1154390400000000000,30.748,0.025011,0.023562,1.719,0.027000000000000003,0.34600000000000003,2.881,0.187,17.278,23.011,61.89,1.0
446,0.019424,2.6660000000000004,0.018105,1157068800000000000,30.788,0.009006,0.007432999999999999,1.722,0.027000000000000003,0.34600000000000003,2.885,0.187,17.301,23.041,61.99,1.0
447,0.037133,2.727,0.036087,1159660800000000000,31.488000000000003,0.046211,0.045186,1.761,0.027000000000000003,0.34600000000000003,2.95,0.187,17.694000000000006,23.565,63.34,0.0
448,-0.001637,5.814,-0.003552000000000001,1138752000000000000,32.293,0.004836,0.003476,0.812,0.006,0.155,1.349,0.358,15.749,18.0,73.0,0.0
449,0.019053,5.712999999999999,0.017585,1141171200000000000,31.732,0.036978,0.035232,0.7809999999999999,0.006,0.155,1.3259999999999998,0.358,15.475,17.687,71.8,1.0
450,0.012965,5.982,0.011494,1143849600000000000,33.225,0.009791,0.008497,0.8059999999999999,0.006,0.155,1.388,0.358,16.204,18.655,75.81,0.0
451,-0.031045,5.421,-0.033025,1146441600000000000,33.02,-0.044331,-0.045982,0.5379999999999999,0.008,0.177,1.2990000000000002,0.386,14.038,16.375,72.93,1.0
452,-0.000386,5.535,-0.001881,1149120000000000000,33.713,-0.008479,-0.010474,0.54,0.008,0.177,1.327,0.386,14.332,16.718,74.57,0.0
453,-0.001884,5.267,-0.002927,1151712000000000000,32.079,-0.022698,-0.023752,0.502,0.008,0.177,1.262,0.386,13.638,15.908,70.82,0.0
454,0.025048,5.04,0.022975,1154390400000000000,27.267,0.025011,0.023562,0.378,0.014,0.189,1.126,0.406,10.703,13.595999999999998,66.31,0.0
455,0.019424,4.998,0.018105,1157068800000000000,27.041,0.009006,0.007432999999999999,0.375,0.014,0.189,1.117,0.406,10.615,13.484000000000002,65.75,0.0
456,0.037133,4.6110000000000015,0.036087,1159660800000000000,24.949,0.046211,0.045186,0.341,0.014,0.189,1.03,0.406,9.793,12.441,60.75,1.0
457,0.023705,4.47,0.02134,1162339200000000000,23.385,0.031168,0.029505,0.423,0.022,0.192,1.004,0.407,8.871,12.068,62.04,0.0
458,0.010854,4.419,0.009151,1164931200000000000,23.121,0.0148,0.012585,0.419,0.022,0.192,0.993,0.407,8.771,11.932,61.24,1.0
459,0.019401,4.617,0.018466,1167609600000000000,24.154,0.022283,0.021357,0.441,0.022,0.192,1.037,0.407,9.162,12.465,64.03,1.0
460,-0.013994,6.066,-0.015985,1170288000000000000,20.154,0.002111,0.000857,2.222,0.046,0.192,1.002,0.463,7.175,12.249,64.42,1.0
461,0.012946,6.311,0.011471,1172707200000000000,20.967,0.0065450000000000005,0.004804999999999999,2.311,0.046,0.192,1.043,0.463,7.465,12.743,66.98,1.0
462,0.039821,6.837999999999999,0.038455,1175385600000000000,22.716,0.027044,0.025768,2.594,0.046,0.192,1.13,0.463,8.087,13.806,72.54,1.0
463,0.038932,6.7170000000000005,0.036643,1177977600000000000,25.14,0.023123,0.021362,2.107,0.062,0.18600000000000005,1.194,0.42,7.6,14.911,78.5,0.0
464,-0.014754,6.693,-0.016117,1180656000000000000,25.05,-0.007906,-0.009856,1.942,0.062,0.18600000000000005,1.19,0.42,7.572999999999999,14.858,78.2,1.0
465,-0.031758,6.7360000000000015,-0.032762,1183248000000000000,25.21,-0.043537,-0.044642,1.862,0.062,0.18600000000000005,1.197,0.42,7.622000000000001,14.953,78.72,0.0
466,0.011631,6.184,0.009678,1185926400000000000,22.698,-0.011712,-0.013287,2.943,0.07400000000000001,0.17600000000000002,1.129,0.411,6.832999999999998,15.184,75.6,1.0
467,0.040849,6.401,0.039332,1188604800000000000,23.495,0.025364,0.023661,3.0460000000000003,0.07400000000000001,0.17600000000000002,1.169,0.411,7.073,15.717,78.38,0.0
468,0.025834,6.09,0.024693,1191196800000000000,22.351,0.017406,0.016144,2.898,0.07400000000000001,0.17600000000000002,1.112,0.411,6.729,14.952,74.68,0.0
469,-0.049327,5.312,-0.051275,1193875200000000000,20.117,-0.07661699999999999,-0.07811799999999999,3.5810000000000004,0.08,0.181,1.044,0.442,5.9670000000000005,13.854,71.88,1.0
470,-0.0044280000000000005,5.3610000000000015,-0.006515000000000001,1196467200000000000,20.301,-0.010989,-0.014282,3.614,0.08,0.181,1.053,0.442,6.022,13.981,72.49,0.0
471,-0.062147,5.245,-0.063252,1199145600000000000,19.862,-0.045066,-0.04616,3.722,0.08,0.181,1.03,0.442,5.892,13.678,70.93,1.0
472,-0.021664,5.02,-0.023605,1201824000000000000,17.271,-0.021401,-0.022916,1.418,0.08199999999999999,0.18,1.004,0.447,5.688,13.469,72.3,1.0
473,-0.010419,5.434,-0.012158,1204329600000000000,18.694000000000006,-0.025309,-0.027567,1.535,0.08199999999999999,0.18,1.087,0.447,6.157,14.579,78.18,1.0
474,0.051106,5.603,0.049781,1207008000000000000,19.274,0.031907,0.03049,1.545,0.08199999999999999,0.18,1.12,0.447,6.347,15.248,81.81,1.0
475,-0.084615,2.564,-0.087354,1225497600000000000,8.721,-0.13032,-0.132591,0.604,0.032,0.201,0.489,0.4270000000000001,4.282,6.901,40.88,1.0
476,0.022148,2.794,0.019081,1228089600000000000,9.504,0.042176,0.037024,0.693,0.032,0.201,0.5329999999999999,0.4270000000000001,4.666,7.52,44.64,0.0
477,-0.077323,1.929,-0.078717,1230768000000000000,6.564,-0.024042,-0.025384,0.515,0.032,0.201,0.368,0.4270000000000001,3.222,5.194,30.82,0.0
478,-0.100214,2.381,-0.103401,1233446400000000000,4.768,-0.107667,-0.109769,-0.075,0.02,0.151,0.28800000000000003,0.468,3.092,5.043,24.61,1.0
479,0.08669,2.705,0.083432,1235865600000000000,5.417000000000002,0.107474,0.104391,-0.083,0.02,0.151,0.328,0.468,3.513,5.73,27.89,1.0
480,0.109359,3.444,0.107522,1238544000000000000,6.896,0.192762,0.190929,-0.092,0.02,0.151,0.417,0.468,4.473,7.291,35.54,0.0
481,0.038165,5.997000000000001,0.036232,1296518400000000000,23.104,0.037036,0.035725,0.5329999999999999,0.037000000000000005,0.129,1.544,0.272,13.127,23.826,102.92,1.0
482,0.003366,6.487,0.0017809999999999996,1298937600000000000,24.994,0.008605,0.006786,0.565,0.037000000000000005,0.129,1.67,0.272,14.201,25.775,111.32,1.0
483,0.028688,6.7860000000000005,0.027573,1301616000000000000,26.143,0.019203,0.018109,0.555,0.037000000000000005,0.129,1.747,0.272,14.854,26.715,115.42,0.0
484,-0.014935,5.401,-0.016942,1304208000000000000,23.96,-0.018549,-0.020191,0.302,0.025,0.18,1.442,0.379,13.059,18.792,105.8,1.0
485,-0.018395,5.435,-0.020161,1306886400000000000,24.109,-0.024106,-0.026251,0.287,0.025,0.18,1.4509999999999998,0.379,13.140999999999998,18.909,106.43,0.0
486,-0.057472,4.39,-0.059612,1312156800000000000,20.436,-0.075715,-0.077329,0.238,0.039,0.185,1.15,0.375,8.962,15.424,90.92,0.0
487,-0.084873,3.563,-0.086564,1314835200000000000,16.583,-0.10092,-0.102888,0.2,0.039,0.185,0.933,0.375,7.272,12.515,73.77,1.0
488,0.113977,4.557,0.112566,1317427200000000000,21.213,0.107697,0.106575,0.266,0.039,0.185,1.194,0.375,9.303,16.01,94.44,1.0
489,-0.006226,4.4689999999999985,-0.008893,1320105600000000000,21.681,-0.020645,-0.02248,0.234,0.049,0.19,1.136,0.3720000000000001,8.228,14.719,97.72,0.0
490,0.003702,4.137,0.001454,1322697600000000000,20.068,-0.003561,-0.00702,0.217,0.049,0.19,1.052,0.3720000000000001,7.616,13.624,90.6,1.0
491,0.054076,4.982,0.052929,1325376000000000000,24.17,0.085342,0.08443200000000001,0.261,0.049,0.19,1.267,0.3720000000000001,9.173,16.409000000000002,109.22,1.0
492,0.041186,5.502000000000002,0.038914,1328054400000000000,23.672,0.036494,0.035003,0.541,0.029,0.197,1.23,0.404,10.55,14.699000000000002,114.16,0.0
493,0.023994,5.131,0.02211,1330560000000000000,22.078000000000007,0.017608000000000002,0.015303,0.505,0.029,0.197,1.147,0.404,9.84,13.709,106.48,0.0
494,-0.006801000000000001,4.989,-0.008019,1333238400000000000,21.464,-0.009106,-0.010235,0.48,0.029,0.197,1.115,0.404,9.566,13.227,102.75,0.0
495,-0.06553099999999999,3.819,-0.067942,1335830400000000000,18.577,-0.06843400000000001,-0.070404,0.35100000000000003,0.017,0.199,0.905,0.395,8.695,10.519,87.54,0.0
496,0.038156,3.701,0.036055,1338508800000000000,18.002,0.034188,0.031622000000000004,0.342,0.017,0.199,0.877,0.395,8.426,10.193,84.9,0.0
497,0.010266,3.671,0.009012,1341100800000000000,17.854,-0.003281,-0.004484,0.368,0.017,0.199,0.87,0.395,8.357000000000001,10.109,84.21,1.0
498,0.026265,3.5,0.023665,1343779200000000000,17.355999999999998,0.02482,0.022964,0.32,-0.003,0.207,0.841,0.4270000000000001,9.74,8.963,85.33,1.0
499,0.026539,3.529,0.024597,1346457600000000000,17.500999999999998,0.034925,0.03269,0.321,-0.003,0.207,0.848,0.4270000000000001,9.821,9.038,86.03,0.0
500,-0.014101,3.479,-0.01555,1349049600000000000,17.25,-0.013477,-0.014781,0.35,-0.003,0.207,0.835,0.4270000000000001,9.681,8.908999999999997,84.81,1.0
501,0.006193,3.117,0.0029530000000000003,1351728000000000000,16.561,0.00279,0.00014199999999999998,0.374,-0.021,0.203,0.831,0.447,11.718,8.663,85.25,1.0
502,0.012531,3.277,0.00898,1354320000000000000,17.409000000000002,0.021872,0.016406,0.393,-0.021,0.203,0.8740000000000001,0.447,12.318,9.107,89.62,1.0
503,0.054094,3.5980000000000003,0.052887,1356998400000000000,19.115,0.06350900000000001,0.06268,0.434,-0.021,0.203,0.96,0.447,13.525,9.999,98.44,0.0
504,0.008331999999999999,3.359,0.006128,1359676800000000000,17.034000000000002,0.0035,0.00206,-1.114,-0.005,0.187,0.919,0.361,11.545,10.557,92.38,0.0
505,0.035274,3.162,0.033509,1362096000000000000,16.038,0.031419,0.029529000000000007,-1.0490000000000002,-0.005,0.187,0.865,0.361,10.87,9.939,86.93,0.0
506,0.014944999999999996,3.091,0.013768,1364774400000000000,15.677,0.002477,0.001376,-0.7340000000000001,-0.005,0.187,0.845,0.361,10.625,9.677,84.66,1.0
507,0.019067,3.088,0.016509,1367366400000000000,15.944,0.023985,0.022131,-0.53,0.015,0.158,0.894,0.298,8.908,11.172,85.82,0.0
508,-0.015039,2.969,-0.017055,1370044800000000000,15.329,-0.013012,-0.015631,-0.4920000000000001,0.015,0.158,0.86,0.298,8.564,10.741,82.49,1.0
509,0.052680999999999985,2.984,0.051244000000000005,1372636800000000000,15.407,0.054898,0.05372,-0.482,0.015,0.158,0.8640000000000001,0.298,8.607999999999999,10.796,82.91,0.0
510,-0.025714,3.034,-0.027891000000000003,1375315200000000000,15.038,-0.017278,-0.019029,-0.451,0.04,0.138,0.8859999999999999,0.242,6.829,12.797,82.51,1.0
511,0.037477,3.065,0.035682,1377993600000000000,15.195,0.051828,0.049754,-0.45,0.04,0.138,0.895,0.242,6.901,12.93,83.38,0.0
512,0.039852,3.064,0.038565,1380585600000000000,15.187,0.025762,0.024591,-0.44,0.04,0.138,0.895,0.242,6.897,12.924,83.36,1.0
513,0.024947,2.9730000000000003,0.022824,1383264000000000000,15.228,0.023398,0.02166,-0.422,0.069,0.125,0.939,0.194,5.614,14.973,84.6,1.0
514,0.026126,3.1910000000000003,0.024071,1385856000000000000,16.346,0.025242,0.02201,-0.453,0.069,0.125,1.008,0.194,6.026,16.073,90.81,1.0
515,-0.029957,3.3,-0.031063,1388534400000000000,16.904,-0.001282,-0.002254,-0.468,0.069,0.125,1.042,0.194,6.232,16.621,93.91,1.0
516,0.046173,2.909,0.043937,1391212800000000000,17.187,0.044257,0.042687,6.975,0.073,0.128,1.111,0.193,6.069,16.864,96.95,1.0
517,0.004469,2.9810000000000003,0.002751,1393632000000000000,17.613,0.0010279999999999998,-0.0010949999999999998,7.147,0.073,0.128,1.139,0.193,6.2189999999999985,17.282,99.38,1.0
518,0.001661,3.1010000000000004,0.000496,1396310400000000000,18.32,-0.022319,-0.023436,8.164,0.073,0.128,1.185,0.193,6.4689999999999985,18.33,105.39,0.0
519,0.020219,3.143,0.018012,1398902400000000000,17.667,0.006647,0.004858,2.188,0.079,0.136,1.146,0.204,5.984,16.898,102.17,1.0
520,0.027941000000000004,3.341,0.025957,1401580800000000000,18.78,0.039501,0.037053,2.432,0.079,0.136,1.218,0.204,6.3610000000000015,17.962,108.65,0.0
521,-0.020523,3.097,-0.021819,1404172800000000000,17.410999999999998,-0.035223000000000004,-0.036411,2.255,0.079,0.136,1.129,0.204,5.898,16.653,100.74,1.0
522,0.040186,3.283,0.038183,1406851200000000000,18.427,0.033697000000000005,0.032156,2.109,0.068,0.14,1.24,0.2,7.037000000000001,17.042,109.06,0.0
523,-0.025129,2.9810000000000003,-0.026823000000000003,1409529600000000000,16.730999999999998,-0.044988,-0.046891,1.914,0.068,0.14,1.126,0.2,6.3889999999999985,15.473,99.03,1.0
524,0.021184,2.944,0.019935,1412121600000000000,16.52,0.014199000000000003,0.012956,2.042,0.068,0.14,1.112,0.2,6.308,15.845,101.39,0.0
525,0.02115,3.236,0.018986000000000003,1414800000000000000,15.831,-0.002457,-0.004155,1.224,0.056,0.141,1.1,0.196,6.948,15.151,100.52,0.0
526,-0.003616,2.944,-0.005754,1417392000000000000,14.403,-0.00019,-0.003562,1.114,0.056,0.141,1.001,0.196,6.3210000000000015,13.785,91.5,0.0
527,-0.027152,2.572,-0.028223,1420070400000000000,12.584,-0.019073,-0.020095,0.973,0.056,0.141,0.875,0.196,5.523,12.044,79.96,1.0
528,0.038165,19.169,0.036232,1296518400000000000,19.545,0.037036,0.035725,5.3679999999999986,-0.005,0.105,0.825,0.511,17.961,17.105,72.01,1.0
529,0.003366,19.701,0.0017809999999999996,1298937600000000000,20.087,0.008605,0.006786,8.267000000000001,-0.005,0.105,0.847,0.511,18.459,17.561,73.93,1.0
530,0.028688,21.294,0.027573,1301616000000000000,21.712,0.019203,0.018109,7.93,-0.005,0.105,0.916,0.511,19.952,18.95,79.77,0.0
531,-0.014935,14.726,-0.016942,1304208000000000000,21.77,-0.018549,-0.020191,6.2620000000000005,-0.017,0.099,0.9,1.021,25.222,19.172,77.99,0.0
532,-0.018395,13.952,-0.020161,1306886400000000000,20.626,-0.024106,-0.026251,5.933,-0.017,0.099,0.853,1.021,23.897,18.165,73.93,0.0
533,-0.02247,13.35,-0.023611,1309478400000000000,19.736,-0.021813,-0.022838,5.655,-0.017,0.099,0.816,1.021,22.865,17.314,70.47,0.0
534,-0.057472,10.469,-0.059612,1312156800000000000,18.201,-0.075715,-0.077329,2.457,0.001,0.1,0.763,0.995,13.71,15.658,66.85,0.0
535,-0.084873,9.475,-0.086564,1314835200000000000,16.472,-0.10092,-0.102888,2.131,0.001,0.1,0.69,0.995,12.408,14.171,60.48,1.0
