,pretret_earnat,divyield,roe,pcf,pe_op_dil,CAPEI,PEG_1yrforward,ptb,BID,accrual,ps,pe_op_basic,cash_lt,PEG_1yrforward,ASKHI,ptb,PEG_ltgforward,NEXT_DAY_PREDICTION
162,0.213,0.0127,0.295,9.456,15.606,18.285,1.4280000000000002,4.865,94.23,0.054000000000000006,1.5519999999999998,15.377,0.14300000000000002,1.4280000000000002,95.36,4.865,1.499,1.0
163,0.213,0.0117,0.295,10.113,16.922,19.555,1.503,5.2029999999999985,102.2,0.054000000000000006,1.66,16.674,0.14300000000000002,1.503,102.21,5.2029999999999985,1.625,1.0
164,0.232,0.015,0.295,10.613,17.194000000000006,21.151,1.442,5.692,106.0,0.052000000000000005,1.706,16.948,0.147,1.442,107.99,5.692,1.597,0.0
165,0.232,0.0152,0.295,10.479,16.976,20.883000000000006,1.2819999999999998,5.62,105.06,0.052000000000000005,1.6840000000000002,16.733,0.147,1.2819999999999998,106.6,5.62,1.58,1.0
166,0.232,0.0145,0.295,10.093,17.847,20.115,1.198,5.4129999999999985,110.42,0.052000000000000005,1.622,17.590999999999998,0.147,1.198,118.1,5.4129999999999985,1.628,1.0
167,0.235,0.0137,0.314,10.054,18.233,20.69,1.216,9.474,116.5,0.058,1.6769999999999998,17.952,0.14,1.216,116.69,9.474,1.6740000000000002,1.0
168,0.235,0.0136,0.314,10.149,18.406,20.887,1.214,9.564,117.85,0.058,1.693,18.123,0.14,1.214,118.19,9.564,1.69,0.0
169,0.235,0.0138,0.314,10.134,18.144,20.854,1.197,9.549,115.95,0.058,1.69,17.865,0.14,1.197,119.6,9.549,1.681,0.0
170,0.237,0.0152,0.368,8.911,15.888,18.416,1.0490000000000002,7.0539999999999985,105.71,0.061,1.507,15.605,0.141,1.0490000000000002,114.59,7.0539999999999985,1.473,1.0
171,0.237,0.0148,0.368,9.158,16.329,18.928,1.078,7.25,107.9,0.061,1.5490000000000002,16.039,0.141,1.078,111.65,7.25,1.5,0.0
172,0.226,0.0141,0.355,9.802,15.924,17.968,1.047,5.34,113.95,0.051,1.597,15.64,0.17600000000000002,1.047,116.46,5.34,1.51,1.0
173,0.226,0.0139,0.355,9.906,16.102999999999998,18.159,1.021,5.397,115.0,0.051,1.614,15.816,0.17600000000000002,1.021,119.06,5.397,1.5719999999999998,1.0
174,0.226,0.0133,0.355,10.303,16.881,18.886,0.862,5.613,120.5,0.051,1.6780000000000002,16.58,0.17600000000000002,0.862,124.4,5.613,1.621,1.0
175,0.248,0.0155,0.46,10.288,16.986,21.171,0.853,6.188,129.42,0.058,1.756,16.658,0.145,0.853,129.71001,6.188,1.53,0.0
176,0.248,0.0169,0.46,9.422,15.555,19.388,0.7809999999999999,5.667000000000002,118.28,0.058,1.608,15.255,0.145,0.7809999999999999,128.47,5.667000000000002,1.401,1.0
177,0.248,0.0156,0.46,10.035,16.795,20.65,0.838,6.0360000000000005,127.99,0.058,1.712,16.471,0.145,0.838,130.0,6.0360000000000005,1.485,0.0
178,0.255,0.016399999999999998,0.477,9.117,15.01,19.109,0.635,5.835,121.74,0.058,1.581,14.737,0.142,0.635,129.16,5.835,1.342,0.0
179,0.255,0.0171,0.477,8.76,14.422,18.36,0.614,5.606,116.09,0.058,1.519,14.16,0.142,0.614,120.11,5.606,1.29,0.0
180,0.255,0.0215,0.477,6.905,11.464,14.472,0.515,4.419,92.92,0.058,1.197,11.255,0.142,0.515,110.13,4.419,1.032,0.0
181,0.26,0.0245,0.443,6.32,9.623,12.341,0.4320000000000001,3.984,81.6,0.047,1.039,9.444,0.13,0.4320000000000001,93.4,3.984,0.8590000000000001,1.0
182,0.26,0.0238,0.443,6.518,9.925,12.728,0.448,4.109,84.09,0.047,1.072,9.741,0.13,0.448,86.4,4.109,0.902,1.0
183,0.26,0.0218,0.443,7.08,10.808,13.825,0.494,4.463,91.71,0.047,1.164,10.608,0.13,0.494,94.82,4.463,0.965,1.0
184,0.255,0.0217,0.57,6.564,10.294,12.701,7.669,8.99,92.16,0.056,1.1909999999999998,10.135,0.134,7.669,96.82,8.99,1.048,1.0
185,0.255,0.0206,0.57,6.91,10.838,13.371,8.074,9.465,97.1,0.056,1.254,10.671,0.134,8.074,98.78,9.465,1.104,1.0
186,0.255,0.0194,0.57,7.25,11.545,14.028,10.321,9.929,103.31,0.056,1.3159999999999998,11.367,0.134,10.321,104.04,9.929,1.176,1.0
187,0.266,0.0207,0.501,7.393,11.982,15.012,5.55,10.326,106.4,0.059,1.393,11.835,0.123,5.55,106.28,10.326,1.054,0.0
188,0.266,0.0211,0.501,7.256,11.772,14.733,5.4529999999999985,10.134,104.34,0.059,1.367,11.628,0.123,5.4529999999999985,109.4,10.134,1.02,1.0
189,0.266,0.0187,0.501,8.138,13.295,16.525,5.319,11.366,117.93,0.059,1.533,13.133,0.123,5.319,117.93,11.366,1.262,1.0
190,0.278,0.0186,0.609,7.941,12.832,16.107,1.358,10.062,118.04,0.062,1.591,12.694,0.132,1.358,119.92,10.062,1.271,1.0
191,0.278,0.0184,0.609,8.046,13.001,16.32,1.376,10.195,119.56,0.062,1.612,12.861,0.132,1.376,122.11,10.195,1.371,1.0
192,0.278,0.0182,0.609,8.13,13.11,16.49,1.2,10.300999999999998,120.62,0.062,1.629,12.969,0.132,1.2,128.35001,10.300999999999998,1.383,1.0
193,0.289,0.0174,0.743,7.923999999999999,13.23,16.78,1.212,9.022,126.42,0.07400000000000001,1.737,13.107,0.138,1.212,128.63,9.022,1.368,1.0
194,0.289,0.0168,0.743,8.209,13.707,17.384,1.255,9.347,130.84,0.07400000000000001,1.8,13.579,0.138,1.255,132.57001,9.347,1.433,0.0
195,0.289,0.018000000000000002,0.743,7.676,12.816,16.254,1.186,8.74,122.3,0.07400000000000001,1.683,12.696,0.138,1.186,134.14,8.74,1.349,1.0
196,0.28,0.0173,0.7290000000000001,7.952000000000001,12.897,15.412,1.156,7.149,127.21,0.067,1.725,12.754,0.162,1.156,127.81,7.149,1.334,1.0
197,0.28,0.0172,0.7290000000000001,8.02,13.007,15.545,1.177,7.21,128.25999,0.067,1.74,12.864,0.162,1.177,129.37,7.21,1.538,1.0
198,0.28,0.0171,0.7290000000000001,7.962999999999999,13.083,15.435,1.173,7.159,128.86,0.067,1.7280000000000002,12.939,0.162,1.173,132.23,7.159,1.547,0.0
199,0.3,0.0208,0.779,7.713999999999999,12.539,15.302,0.968,7.29,125.08,0.068,1.658,12.365,0.152,0.968,132.67999,7.29,1.139,0.0
200,0.3,0.0211,0.779,7.604,12.36,15.085,0.954,7.187,123.38,0.068,1.634,12.19,0.152,0.954,130.98,7.187,1.123,1.0
201,0.3,0.0202,0.779,7.777,12.853,15.428,0.992,7.35,128.27,0.068,1.671,12.675,0.152,0.992,130.72,7.35,1.167,0.0
202,0.301,0.0211,0.71,7.824,11.978,14.36,0.912,7.375,123.04,0.056,1.595,11.794,0.154,0.912,132.0,7.375,1.038,1.0
203,0.301,0.0194,0.71,8.396,13.049,15.409,0.993,7.9129999999999985,134.14999,0.056,1.711,12.849,0.154,0.993,135.48,7.9129999999999985,1.131,1.0
204,0.301,0.0181,0.71,8.988,13.969,16.496,1.055,8.472000000000001,143.57001,0.056,1.832,13.755,0.154,1.055,143.60001,8.472000000000001,1.178,0.0
205,0.305,0.0184,0.68,9.152,13.233,15.757,0.903,7.903,141.45,0.046,1.7919999999999998,13.038,0.152,0.903,146.92,7.903,1.137,1.0
206,0.305,0.0177,0.68,9.495,13.729,16.347,0.936,8.199,146.75999,0.046,1.859,13.526,0.152,0.936,146.75999,8.199,1.18,1.0
207,0.305,0.016,0.68,10.481,15.154000000000002,18.045,1.157,9.05,161.72,0.046,2.052,14.931,0.152,1.157,162.0,9.05,1.286,0.0
208,0.299,0.0161,0.638,10.099,14.389,16.336,1.038,8.427999999999999,161.97,0.042,1.977,14.188,0.129,1.038,166.05,8.427999999999999,1.288,1.0
209,0.299,0.0159,0.638,10.173,14.495,16.456,1.045,8.49,163.24001,0.042,1.991,14.292,0.129,1.045,165.86,8.49,1.295,1.0
210,0.299,0.0152,0.638,10.569,15.163,17.096,1.093,8.82,170.57001,0.042,2.069,14.95,0.129,1.093,170.78,8.82,1.355,0.0
211,0.325,0.0178,0.68,10.824000000000002,14.136,17.288,0.966,9.025,168.84,0.035,2.013,13.938,0.139,0.966,172.87,9.025,1.27,1.0
212,0.325,0.0175,0.68,10.991,14.356,17.555999999999994,0.981,9.165,171.42,0.035,2.045,14.154000000000002,0.139,0.981,171.55,9.165,1.286,1.0
213,0.325,0.0165,0.68,11.489,15.218,18.35,1.034,9.58,181.62,0.035,2.137,15.004,0.139,1.034,185.21001,9.58,1.426,0.0
214,0.33,0.0175,0.688,10.574000000000002,14.103,16.855,0.89,8.877,171.98,0.037000000000000005,1.963,13.909,0.134,0.89,180.75,8.877,1.181,1.0
215,0.33,0.0172,0.688,10.755999999999998,14.345,17.145,0.91,9.03,174.84,0.037000000000000005,1.997,14.148,0.134,0.91,179.17,9.03,1.202,1.0
216,0.33,0.016200000000000003,0.688,11.207,15.146,17.865,0.93,9.409,184.75999,0.037000000000000005,2.081,14.938,0.134,0.93,190.53,9.409,1.225,1.0
217,0.336,0.016,0.6829999999999999,11.337,14.98,17.722,0.92,9.94,187.5,0.035,2.082,14.78,0.134,0.92,188.75,9.94,1.351,0.0
218,0.336,0.0163,0.6829999999999999,11.088,14.652,17.333,0.9,9.723,183.88,0.035,2.036,14.456,0.134,0.9,194.56,9.723,1.336,1.0
219,0.33,0.0152,0.7190000000000001,11.485,15.203,17.045,1.368,11.019,196.74001,0.035,2.132,14.983,0.124,1.368,197.98,11.019,1.413,1.0
220,0.33,0.0144,0.7190000000000001,12.181,16.124000000000002,18.078,1.4509999999999998,11.686,208.78,0.035,2.261,15.890999999999998,0.124,1.4509999999999998,208.64999,11.686,1.499,0.0
221,0.33,0.0145,0.7190000000000001,12.035,16.003,17.862000000000005,1.2990000000000002,11.547,206.96001,0.035,2.234,15.772,0.124,1.2990000000000002,209.5,11.547,1.558,0.0
222,0.342,0.0176,0.7240000000000001,10.936,14.493,16.92,1.178,10.749,192.99001,0.038,2.08,14.31,0.128,1.178,208.06,10.749,1.359,1.0
223,0.342,0.0174,0.7240000000000001,11.088,14.694,17.155,1.187,10.898,195.47,0.038,2.109,14.509,0.128,1.187,199.10001,10.898,1.269,1.0
224,0.342,0.0173,0.7240000000000001,11.008,14.724,17.03,1.155,10.819,195.96001,0.038,2.093,14.539,0.128,1.155,196.67999,10.819,1.33,0.0
225,0.342,0.0174,0.75,10.861,14.13,16.525,1.12,10.877,194.78999,0.037000000000000005,2.099,13.958,0.126,1.12,201.22,10.877,1.315,1.0
226,0.342,0.016399999999999998,0.75,11.563,15.044,17.593,1.192,11.58,207.34,0.037000000000000005,2.234,14.86,0.126,1.192,207.45,11.58,1.396,0.0
227,0.342,0.0175,0.75,10.720999999999998,14.107,16.312,1.124,10.737,194.50999,0.037000000000000005,2.072,13.935,0.126,1.124,211.0,10.737,1.4380000000000002,0.0
228,0.334,0.0179,0.773,10.56,13.793,15.572,1.108,9.97,190.05,0.036000000000000004,2.051,13.625,0.126,1.108,197.14999,9.97,1.405,1.0
229,0.334,0.0177,0.773,10.643,13.901,15.694,1.097,10.048,191.57001,0.036000000000000004,2.067,13.731,0.126,1.097,195.69,10.048,1.416,1.0
230,0.334,0.0167,0.773,11.283,14.737,16.637999999999998,1.163,10.652,203.14,0.036000000000000004,2.192,14.557,0.126,1.163,204.97,10.652,1.503,0.0
231,0.33,0.0169,0.83,11.428,14.093,15.32,1.402,11.592,200.83,0.025,2.142,13.927,0.111,1.402,205.17999,11.592,1.4169999999999998,1.0
232,0.33,0.0159,0.83,12.137,14.968,16.271,1.489,12.312,213.24001,0.025,2.275,14.792,0.111,1.489,215.8,12.312,1.505,0.0
233,0.33,0.0168,0.83,11.466,14.213,15.371,1.414,11.630999999999998,202.53999,0.025,2.149,14.046,0.111,1.414,214.36,11.630999999999998,1.344,1.0
234,0.337,0.0183,0.8079999999999999,11.94,14.466,16.035,1.541,12.081,208.24001,0.024,2.234,14.326,0.121,1.541,209.36,12.081,1.368,0.0
235,0.337,0.0199,0.8079999999999999,10.969,13.29,14.731,1.406,11.099,190.95,0.024,2.052,13.162,0.121,1.406,208.95,11.099,1.357,1.0
236,0.337,0.0195,0.8079999999999999,11.06,13.563,14.853,1.29,11.191,195.12,0.024,2.069,13.433,0.121,1.29,197.99001,11.191,1.277,0.0
237,0.329,0.0208,0.805,11.057,12.845,13.653,1.172,11.245,182.16,0.016,1.963,12.728,0.117,1.172,195.81,11.245,1.204,1.0
238,0.329,0.0205,0.805,11.234000000000002,13.05,13.871,1.205,11.424,185.25999,0.016,1.995,12.932,0.117,1.205,194.42,11.424,1.301,0.0
239,0.329,0.0212,0.805,10.777,12.629,13.307,1.173,10.959,179.3,0.016,1.914,12.515,0.117,1.173,186.97,10.959,1.2919999999999998,1.0
240,0.335,0.0211,0.8490000000000001,11.276,12.173,13.133,1.148,9.816,179.60001,0.006999999999999999,1.945,12.075,0.111,1.148,185.25,9.816,1.261,1.0
241,0.335,0.0203,0.8490000000000001,11.771,12.708,13.71,1.1909999999999998,10.247,187.49001,0.006999999999999999,2.031,12.606,0.111,1.1909999999999998,187.57001,10.247,1.2,0.0
242,0.335,0.0215,0.8490000000000001,11.088,11.97,12.914,1.122,9.652,176.64999,0.006999999999999999,1.913,11.874,0.111,1.122,190.09,9.652,1.317,1.0
243,0.302,0.0205,0.752,11.028,12.378,12.489,2.449,7.86,185.16,0.008,1.933,12.279000000000002,0.107,2.449,185.27,7.86,1.399,1.0
244,0.302,0.0197,0.752,11.464,12.867,12.982,2.545,8.171,192.71001,0.008,2.009,12.765,0.107,2.545,195.03999,8.171,1.454,1.0
245,0.302,0.0193,0.752,11.373,13.133,12.88,2.483,8.106,196.44,0.008,1.994,13.029000000000002,0.107,2.483,197.77,8.106,1.515,0.0
246,0.313,0.0239,0.8059999999999999,11.115,12.25,12.207,2.305,11.237,184.34,0.003,1.92,12.145,0.102,2.305,193.53,11.237,1.4069999999999998,0.0
247,0.313,0.0243,0.8059999999999999,10.929,12.045,12.003,2.318,11.048,181.22,0.003,1.888,11.941,0.102,2.318,186.37,11.048,1.383,1.0
248,0.313,0.023,0.8059999999999999,11.39,12.736,12.508,2.451,11.514,191.67,0.003,1.967,12.626,0.102,2.451,195.78,11.514,1.462,1.0
249,0.326,0.0229,0.87,11.158,12.004,12.368,2.2230000000000003,11.04,192.27,0.0,1.978,11.914,0.098,2.2230000000000003,192.99001,11.04,1.356,0.0
250,0.326,0.0232,0.87,11.015,11.85,12.209,2.171,10.898,189.89,0.0,1.952,11.761,0.098,2.171,194.0,10.898,1.421,0.0
251,0.326,0.0268,0.87,9.463,10.262,10.489,1.965,9.363,164.24001,0.0,1.6769999999999998,10.186,0.098,1.965,189.36,9.363,1.231,0.0
252,0.316,0.0271,0.84,9.257,10.316,10.234,-2.021,11.259,162.25999,0.006999999999999999,1.671,10.244000000000002,0.095,-2.021,164.36,11.259,1.725,0.0
253,0.316,0.0274,0.84,9.159,10.206,10.125,-2.0,11.139,160.44,0.006999999999999999,1.653,10.135,0.095,-2.0,164.52,11.139,1.707,0.0
254,0.316,0.0287,0.84,8.763,9.753,9.688,-1.933,10.658,153.27,0.006999999999999999,1.582,9.685,0.095,-1.933,162.06,10.658,1.408,1.0
255,0.293,0.0272,0.8590000000000001,9.489,11.115,10.064,-3.367,13.168,161.94,0.009000000000000001,1.725,11.054,0.08,-3.367,164.83,13.168,1.77,0.0
256,0.293,0.0274,0.8590000000000001,9.405,11.015999999999998,9.974,-3.039,13.050999999999998,160.5,0.009000000000000001,1.71,10.956,0.08,-3.039,164.63,13.050999999999998,1.754,1.0
257,0.293,0.0257,0.8590000000000001,10.0,11.755999999999998,10.605,-2.838,13.876,171.32001,0.009000000000000001,1.818,11.692,0.08,-2.838,174.39999,13.876,1.465,0.0
258,0.3,0.0307,1.036,9.74,11.549,10.511,-2.712,13.76,169.67,0.013,1.853,11.478,0.08800000000000001,-2.712,174.05,13.76,1.666,0.0
259,0.3,0.032,1.036,9.339,11.073,10.078,-2.6,13.193,162.66,0.013,1.777,11.005,0.08800000000000001,-2.6,170.17999,13.193,1.597,0.0
260,0.3,0.0321,1.036,9.251,11.027,9.984,-2.589,13.069,161.95,0.013,1.76,10.96,0.08800000000000001,-2.589,173.22,13.069,1.59,0.0
261,0.287,0.0352,1.0659999999999998,8.298,10.481,9.089,-2.036,10.586,147.86,0.022,1.6669999999999998,10.422,0.087,-2.036,158.71001,10.586,1.516,0.0
262,0.287,0.0359,1.0659999999999998,8.134,10.274,8.91,-1.996,10.377,144.87,0.022,1.634,10.216,0.087,-1.996,148.41,10.377,1.486,0.0
263,0.287,0.0371,1.0659999999999998,7.784,9.928,8.526,-1.794,9.931,140.09,0.022,1.564,9.872,0.087,-1.794,152.39,9.931,1.287,0.0
264,0.28,0.0373,1.104,7.604,10.199,8.485,-0.989,10.174,139.37,0.03,1.614,10.147,0.08900000000000001,-0.989,141.88,10.174,1.32,0.0
265,0.248,0.0319,0.223,6.307,8.636000000000001,16.000999999999998,0.5479999999999999,1.715,56.45,0.055,0.6859999999999999,8.584,0.177,0.5479999999999999,58.84,1.715,1.325,1.0
266,0.248,0.0311,0.223,6.417999999999998,8.863999999999997,16.284000000000002,0.61,1.745,57.95,0.055,0.698,8.81,0.177,0.61,58.63,1.745,1.561,1.0
267,0.248,0.0295,0.223,6.756,9.33,17.14,0.6709999999999999,1.837,61.0,0.055,0.735,9.274,0.177,0.6709999999999999,61.48,1.837,1.634,0.0
268,0.274,0.0348,0.241,5.989,8.469,17.379,0.5539999999999999,1.731,59.77,0.059,0.669,8.408999999999999,0.197,0.5539999999999999,62.88,1.731,1.287,1.0
269,0.274,0.0335,0.241,6.216,8.79,18.039,0.523,1.797,62.06,0.059,0.695,8.729,0.197,0.523,62.45,1.797,1.336,1.0
270,0.274,0.0316,0.241,6.589,9.317,19.12,0.393,1.905,65.75,0.059,0.737,9.252,0.197,0.393,67.73,1.905,1.024,0.0
271,0.277,0.0323,0.231,6.063,8.738,17.58,0.374,1.79,64.42,0.06,0.6990000000000001,8.679,0.177,0.374,67.85,1.79,0.998,1.0
272,0.277,0.0321,0.231,6.107,8.801,17.706,0.379,1.803,64.84,0.06,0.7040000000000001,8.741,0.177,0.379,66.34,1.803,1.0659999999999998,1.0
273,0.277,0.031,0.231,6.327000000000001,9.118,18.345,0.48,1.868,67.12,0.06,0.7290000000000001,9.057,0.177,0.48,67.68,1.868,1.338,1.0
274,0.284,0.0288,0.232,6.428,8.863,18.467,0.404,1.921,72.3,0.054000000000000006,0.7809999999999999,8.809,0.182,0.404,72.32,1.921,1.608,1.0
275,0.284,0.0283,0.232,6.5360000000000005,9.011,18.776,0.408,1.953,73.52,0.054000000000000006,0.794,8.956,0.182,0.408,75.97,1.953,1.225,0.0
276,0.284,0.0285,0.232,6.478,8.931000000000003,18.61,0.4270000000000001,1.936,72.87,0.054000000000000006,0.787,8.877,0.182,0.4270000000000001,73.07,1.936,5.17,0.0
277,0.271,0.0304,0.222,6.141,8.47,14.137,-0.917,1.854,68.58,0.056,0.765,8.427999999999999,0.18,-0.917,74.47,1.854,1.702,1.0
278,0.271,0.0281,0.222,6.5539999999999985,9.142,15.087,-1.003,1.978,73.87,0.056,0.816,9.097,0.18,-1.003,74.95,1.978,1.838,1.0
279,0.271,0.0267,0.222,6.893,9.616,15.868,-1.217,2.081,77.77,0.056,0.858,9.568,0.18,-1.217,78.45,2.081,1.933,1.0
280,0.258,0.0285,0.224,7.224,9.61,17.551,-1.795,2.108,81.43,0.048,0.932,9.565,0.18600000000000005,-1.795,82.85,2.108,2.08,1.0
281,0.258,0.0275,0.224,7.468,9.934,18.143,-16.333,2.1790000000000003,84.21,0.048,0.964,9.887,0.18600000000000005,-16.333,84.24,2.1790000000000003,2.15,1.0
282,0.258,0.0272,0.224,7.559,10.054,18.363,2.952,2.205,85.11,0.048,0.976,10.007,0.18600000000000005,2.952,93.33,2.205,2.176,1.0
283,0.253,0.0264,0.233,7.5870000000000015,9.995,17.167,2.345,2.18,87.52,0.043,0.986,9.939,0.189,2.345,87.76,2.18,2.139,1.0
284,0.253,0.0248,0.233,8.09,10.658,18.306,2.5,2.324,93.62,0.043,1.051,10.598,0.189,2.5,94.84,2.324,1.4269999999999998,0.0
285,0.253,0.0254,0.233,7.911,10.423,17.901,2.375,2.273,91.13,0.043,1.028,10.364,0.189,2.375,94.44,2.273,1.396,0.0
286,0.223,0.0264,0.212,7.84,10.796,15.594,2.93,2.137,87.61,0.044,0.974,10.73,0.175,2.93,90.64,2.137,1.246,1.0
287,0.223,0.0249,0.212,8.337,11.48,16.582,1.807,2.273,93.15,0.044,1.035,11.41,0.175,1.807,94.86,2.273,1.435,0.0
288,0.223,0.0279,0.212,7.436,10.24,14.791,1.919,2.027,83.23,0.044,0.923,10.177,0.175,1.919,94.61,2.027,1.172,1.0
289,0.232,0.0268,0.22,7.205,10.1,12.784,0.907,2.016,86.58,0.045,0.882,10.03,0.113,0.907,89.02,2.016,1.134,0.0
290,0.232,0.0272,0.22,7.097,9.949,12.593,0.5489999999999999,1.986,85.22,0.045,0.8690000000000001,9.88,0.113,0.5489999999999999,88.79,1.986,1.348,1.0
291,0.232,0.0241,0.22,7.9620000000000015,11.206,14.128,0.569,2.228,96.18,0.045,0.975,11.128,0.113,0.569,96.15,2.228,1.504,1.0
292,0.255,0.0262,0.222,7.4860000000000015,11.14,15.086,0.376,2.231,98.8,0.058,0.923,11.066,0.13699999999999998,0.376,103.09,2.231,1.139,0.0
293,0.255,0.0262,0.222,7.485,11.138,15.083,0.29,2.231,99.04,0.058,0.923,11.064,0.13699999999999998,0.29,101.2,2.231,0.8590000000000001,0.0
294,0.255,0.0307,0.222,6.385,9.501,12.867,0.191,1.903,84.48,0.058,0.787,9.438,0.13699999999999998,0.191,99.08,1.903,2.072,1.0
295,0.268,0.0301,0.223,6.311,9.163,12.318,0.188,1.876,86.34,0.056,0.713,9.105,0.118,0.188,88.52,1.876,0.727,0.0
296,0.268,0.0315,0.223,6.0310000000000015,8.756,11.77,0.189,1.793,82.24,0.056,0.6809999999999999,8.7,0.118,0.189,87.8,1.793,0.879,0.0
297,0.268,0.0349,0.223,5.454,7.919,10.646,0.213,1.621,74.6,0.056,0.616,7.869,0.118,0.213,82.2,1.621,1.1840000000000002,1.0
298,0.306,0.0329,0.264,5.095,6.87,10.515999999999998,0.199,1.614,79.05,0.049,0.591,6.823,0.12,0.199,79.93,1.614,0.804,0.0
299,0.306,0.0351,0.264,4.77,6.432,9.846,0.2,1.511,73.82,0.049,0.5539999999999999,6.388,0.12,0.2,79.46,1.511,2.107,0.0
300,0.306,0.0369,0.264,4.548,6.1320000000000014,9.386,0.184,1.44,70.36,0.049,0.528,6.09,0.12,0.184,77.35,1.44,0.6659999999999999,0.0
301,0.29,0.042800000000000005,0.255,4.107,5.202000000000001,7.002999999999999,-0.102,1.239,60.65,0.037000000000000005,0.477,5.171,0.129,-0.102,74.9,1.239,0.57,1.0
302,0.29,0.0387,0.255,4.549,5.7620000000000005,7.756,-0.102,1.3730000000000002,67.07,0.037000000000000005,0.528,5.727,0.129,-0.102,70.17,1.3730000000000002,0.797,0.0
303,0.29,0.0393,0.255,4.472,5.664,7.625,-0.097,1.35,66.05,0.037000000000000005,0.519,5.63,0.129,-0.097,70.48,1.35,0.629,1.0
304,0.228,0.039,0.215,5.585,6.587999999999999,7.989,-0.11,1.357,66.8,0.021,0.591,6.562,0.126,-0.11,70.38,1.357,2.355,0.0
305,0.228,0.0392,0.215,5.55,6.546,7.938,-0.108,1.349,66.29,0.021,0.5870000000000001,6.521,0.126,-0.108,72.67,1.349,1.425,1.0
306,0.228,0.0374,0.215,5.82,6.865,8.324,-0.11,1.414,69.37,0.021,0.616,6.837999999999999,0.126,-0.11,69.47,1.414,1.185,1.0
307,0.172,0.0389,0.168,7.01,8.645,8.236,-0.138,1.412,70.01,0.022,0.757,8.603,0.125,-0.138,71.09,1.412,1.6030000000000002,1.0
308,0.172,0.0386,0.168,7.059,8.706,8.294,-0.139,1.422,70.32,0.022,0.762,8.663,0.125,-0.139,72.64,1.422,1.614,1.0
309,0.172,0.0355,0.168,7.6720000000000015,9.461,9.013,-0.156,1.545,76.37,0.022,0.828,9.415,0.125,-0.156,77.95,1.545,1.754,1.0
310,0.175,0.0356,0.159,5.41,9.571,9.402,0.107,1.4240000000000002,80.97,0.079,0.879,9.526,0.16399999999999998,0.107,86.09,1.4240000000000002,1.173,1.0
311,0.175,0.0316,0.159,6.096,10.786,10.595999999999998,0.119,1.605,91.34,0.079,0.991,10.735,0.16399999999999998,0.119,91.6,1.605,1.26,1.0
312,0.175,0.0303,0.159,6.3420000000000005,11.220999999999998,11.023,0.121,1.669,94.96,0.079,1.03,11.168,0.16399999999999998,0.121,94.93,1.669,1.134,1.0
313,0.179,0.0278,0.172,6.642,10.841,11.666,0.8140000000000001,1.768,103.85,0.071,1.098,10.796,0.21600000000000005,0.8140000000000001,103.75,1.768,0.995,1.0
314,0.179,0.0268,0.172,6.881,11.232,12.087,0.5710000000000001,1.832,107.46,0.071,1.138,11.185,0.21600000000000005,0.5710000000000001,108.01,1.832,4.724,1.0
315,0.179,0.0263,0.172,7.016,11.436,12.323,0.384,1.868,109.45,0.071,1.16,11.388,0.21600000000000005,0.384,109.66,1.868,3.252,0.0
316,0.196,0.0297,0.184,6.266,10.185,11.822,0.267,1.686,104.89,0.07200000000000001,1.048,10.126,0.2,0.267,108.18,1.686,3.0860000000000003,0.0
317,0.196,0.0303,0.184,6.143,9.984,11.588,0.262,1.653,102.76,0.07200000000000001,1.027,9.927,0.2,0.262,102.84,1.653,6.051,1.0
318,0.196,0.03,0.184,6.212999999999999,10.099,11.720999999999998,0.264,1.672,104.02,0.07200000000000001,1.039,10.041,0.2,0.264,109.43,1.672,2.845,0.0
319,0.215,0.0316,0.197,5.388,8.632,10.886,0.195,1.5119999999999998,98.83,0.07400000000000001,0.913,8.572000000000001,0.206,0.195,105.38,1.5119999999999998,1.897,0.0
320,0.215,0.0337,0.197,5.047,8.086,10.198,0.183,1.416,92.54,0.07400000000000001,0.856,8.03,0.206,0.183,99.63,1.416,1.797,1.0
321,0.215,0.0297,0.197,5.727,9.175,11.57,0.21,1.607,105.2,0.07400000000000001,0.971,9.111,0.206,0.21,109.64,1.607,2.109,0.0
322,0.234,0.0315,0.222,5.083,7.616,10.970999999999998,0.16399999999999998,1.494,102.6,0.069,0.8909999999999999,7.5710000000000015,0.219,0.16399999999999998,108.86,1.494,0.8959999999999999,1.0
323,0.234,0.0305,0.222,5.26,7.881,11.353,0.165,1.546,106.34,0.069,0.923,7.835,0.219,0.165,107.98,1.546,1.222,0.0
324,0.234,0.031400000000000004,0.222,5.098,7.6389999999999985,11.003,0.173,1.499,103.09,0.069,0.894,7.5939999999999985,0.219,0.173,110.37,1.499,1.046,1.0
325,0.233,0.0297,0.211,5.249,8.119,10.893,-2.021,1.575,109.15,0.07200000000000001,0.913,8.059,0.23,-2.021,109.63,1.575,1.866,0.0
326,0.233,0.0302,0.211,5.157,7.977,10.702,-2.391,1.548,107.16,0.07200000000000001,0.897,7.917999999999998,0.23,-2.391,111.19,1.548,1.308,0.0
327,0.233,0.0304,0.211,5.115,7.9289999999999985,10.614,4.547,1.535,106.52,0.07200000000000001,0.89,7.87,0.23,4.547,108.3,1.535,1.482,0.0
328,0.232,0.0366,0.205,4.8889999999999985,7.218,9.886,3.4,1.367,98.3,0.061,0.818,7.16,0.227,3.4,108.27,1.367,1.402,1.0
