,RET,RETX,vwretx,ewretx,sprtrn,vwretd,ewretd,pe_op_dil,cash_ratio,pe_inc,ALTPRC,debt_ebitda,ALTPRCDT,fcf_ocf,PRC
679,0.025185,0.017369,0.006128,0.00206,0.011061,0.008331999999999999,0.0035,8.795,0.6409999999999999,8.795,117.15,0.252,20130228.0,0.203,117.15
56,0.088812,0.088812,0.037009,0.039488,0.036856,0.038531,0.040681,12.637,1.4069999999999998,12.698,26.665,0.223,20101029.0,0.918,26.665
3393,0.0706,0.0706,0.033509,0.029529000000000007,0.035988,0.035274,0.031419,5.938,1.181,11.894,169.84,0.0,20130328.0,0.544,169.84
435,-0.001928,-0.001928,0.023665,0.022964,0.019763,0.026265,0.02482,16.702,0.7064464135021098,18.009,20.71,11.514,20120831.0,0.586,20.71
1057,0.03621,0.03621,0.018986000000000003,-0.004155,0.024534,0.02115,-0.002457,22.495,0.309,24.708,90.43,1.899,20141128.0,0.747,90.43
155,-0.043773,-0.043773,-0.103401,-0.109769,-0.109931,-0.100214,-0.107667,15.957,0.383,16.406,40.85,0.944,20090227.0,0.74,40.85
2510,0.015740999999999998,0.015740999999999998,0.02134,0.029505,0.016467,0.023705,0.031168,21.199,0.7064464135021098,20.749,58.72,8.821,20061130.0,0.902,58.72
1016,-0.051193999999999996,-0.051193999999999996,-0.020161,-0.026251,-0.018258,-0.018395,-0.024106,16.952,0.111,16.729,63.57,1.745,20110630.0,0.752,63.57
60,-0.035528,-0.041298,0.036232,0.035725,0.031957,0.038165,0.037036,11.311,1.5759999999999998,11.311,26.58,0.277,20110228.0,0.912,26.58
2077,0.055643,0.047756,-0.044938,-0.049083,-0.047449,-0.042813,-0.047566,16.951,0.657,16.642,73.06,1.295,20100831.0,0.6759999999999999,73.06
782,0.061523,0.061523,0.112566,0.106575,0.107723,0.113977,0.107697,2.2880000000000003,1.152,2.2880000000000003,404.78,0.0,20111031.0,0.897,404.78
35,-0.12037,-0.12037,-0.078717,-0.025384,-0.08565700000000001,-0.077323,-0.024042,8.953,0.888,8.953,17.1,0.019,20090130.0,0.8190000000000001,17.1
2971,-0.019826,-0.019826,0.008167,0.002313,0.010491,0.010326,0.003961999999999999,19.697,0.276,20.773000000000003,49.44,3.03,20150529.0,0.504,49.44
1650,0.027572000000000003,0.027572000000000003,-0.026823000000000003,-0.046891,-0.015513999999999997,-0.025129,-0.044988,17.735,1.158,19.666,106.59,0.688,20140930.0,0.81,106.59
1060,0.009966,0.009966,0.053611,0.052497,0.054893,0.055948000000000005,0.054123,22.344,0.33,25.797,85.13,1.972,20150227.0,0.7559999999999999,85.13
358,0.05810800000000001,0.05810800000000001,0.017585,0.035232,0.011065,0.019053,0.036978,19.761,0.7064464135021098,22.153,34.78,7.862999999999999,20060331.0,0.616,34.78
1123,-0.011356,-0.011356,-0.052465,-0.058868,-0.053882000000000006,-0.050725,-0.056799,27.81,0.223,30.648000000000003,60.07,5.274,20100630.0,0.626,60.07
3483,0.026773,0.026773,0.037009,0.039488,0.036856,0.038531,0.040681,9.691,0.4970000000000001,9.691,36.05,1.334,20101029.0,0.87,36.05
524,0.043468,0.038974,0.032688,0.032232,0.028514,0.034774,0.033602999999999994,12.897,0.388,12.703,127.16,1.149,20100226.0,0.8340000000000001,127.16
1200,0.0035020000000000003,0.0035020000000000003,0.009151,0.012585,0.012616,0.010854,0.0148,24.678,0.23,41.32100000000001,88.84,2.136,20061229.0,0.7909999999999999,88.84
2754,0.001294,0.001294,0.036643,0.021362,0.032549,0.038932,0.023123,9.043,0.7064464135021098,8.924,54.17,0.902,20070531.0,1.0,54.17
265,-0.042011,-0.046308999999999996,0.021528,0.029774,0.010674,0.023841,0.031787,11.542,0.614,11.542,88.76,0.127,20080530.0,0.725,88.76
1585,-0.004563,-0.004563,0.107522,0.190929,0.093925,0.109359,0.192762,11.873,0.614,11.457,52.36,0.624,20090430.0,0.795,52.36
1664,0.009502,0.002079,0.000176,0.005435,0.000505,0.002442,0.007333,18.407,1.375,19.395,101.24,0.851,20151130.0,0.8059999999999999,101.24
1968,-0.062215,-0.062215,-0.020161,-0.026251,-0.018258,-0.018395,-0.024106,17.048,0.256,17.274,39.04,1.4069999999999998,20110630.0,0.56,39.04
1518,-0.034895999999999996,-0.034895999999999996,-0.027891000000000003,-0.019029,-0.031298,-0.025714,-0.017278,19.19,1.147,7.792999999999998,28.21,1.409,20130830.0,0.921,28.21
2661,0.163142,0.163142,0.08029800000000001,0.083763,0.074142,0.081719,0.085217,20.052,1.445,24.679,19.25,0.15,20090731.0,0.362,19.25
2772,0.025851999999999997,0.025851999999999997,-0.087354,-0.132591,-0.074849,-0.084615,-0.13032,8.542,0.7064464135021098,8.542,43.65,1.14,20081128.0,1.0,43.65
2512,-0.03791,-0.040382,0.018466,0.021357,0.014059,0.019401,0.022283,21.018,0.7064464135021098,20.572,58.22,8.821,20070131.0,0.902,58.22
336,0.048423,0.048423,0.000496,-0.023436,0.006201,0.001661,-0.022319,13.896,0.068,13.896,102.41,0.395,20140430.0,0.25,102.41
1156,-0.058461,-0.058461,0.033509,0.029529000000000007,0.035988,0.035274,0.031419,9.939,0.19,10.255999999999998,86.97,3.031,20130328.0,0.031,86.97
887,-0.076864,-0.082841,-0.044938,-0.049083,-0.047449,-0.042813,-0.047566,13.642,0.257,14.753,65.21,1.27,20100831.0,0.866,65.21
494,0.058202,0.054587000000000004,0.009678,-0.013287,0.012864,0.011631,-0.011712,18.233,0.266,17.925,116.69,1.4169999999999998,20070831.0,0.718,116.69
580,-0.133962,-0.133962,0.019935,0.012956,0.023201,0.021184,0.014199000000000003,10.262,0.25,10.418,164.39999,1.66,20141031.0,0.779,164.39999
3542,0.007001,0.002679,-0.035673,-0.052219000000000015,-0.026443,-0.033738,-0.049922,18.473,0.292,18.473,116.01,1.403,20150930.0,0.8320000000000001,116.01
2507,0.00922,0.00922,0.022975,0.023562,0.021274,0.025048,0.025011,19.387,0.7064464135021098,18.371,52.54,8.821,20060831.0,0.916,52.54
2680,0.00891,0.000466,0.036232,0.035725,0.031957,0.038165,0.037036,10.422,2.346,10.682,21.47,0.102,20110228.0,0.688,21.47
1189,-0.06455599999999999,-0.06455599999999999,-0.024498,-0.039462,-0.01753,-0.022257,-0.035887,11.778,0.277,12.289,67.96,3.793,20151231.0,0.526,67.96
2890,-0.086276,-0.086276,-0.099796,-0.122188,-0.090791,-0.098007,-0.120091,12.734000000000002,0.14300000000000002,15.73,32.09,1.102,20080930.0,0.35,32.09
212,0.022744,0.015668,0.022824,0.02166,0.028049,0.024947,0.023398,19.701,0.6,20.824,40.19,2.67,20131129.0,0.769,40.19
3457,0.084402,0.084402,0.008574,0.011122,0.012191,0.010563,0.013022999999999998,9.227,0.44,10.428,30.45,1.389,20080829.0,0.6659999999999999,30.45
1064,-0.0019140000000000001,-0.0019140000000000001,-0.021201,-0.015969,-0.021012,-0.019259,-0.013473,21.203000000000007,0.35600000000000004,24.838,78.24,1.973,20150630.0,0.755,78.24
75,-0.081993,-0.08824,-0.067942,-0.070404,-0.062651,-0.06553099999999999,-0.06843400000000001,10.653,2.092,10.653,29.19,0.39,20120531.0,0.922,29.19
2833,0.0033060000000000003,-0.002204,0.024071,0.02201,0.023563,0.026126,0.025242,11.851,0.7064464135021098,11.563,90.54,1.223,20131231.0,1.0,90.54
1312,-0.018222,-0.018222,-0.033025,-0.045982,-0.030917,-0.031045,-0.044331,9.315,0.343,8.9,39.87,1.515,20060531.0,0.61,39.87
1031,0.032296,0.032296,0.024597,0.03269,0.024236,0.026539,0.034925,18.11,0.17800000000000002,18.951,69.36,1.557,20120928.0,0.7020000000000001,69.36
3287,-0.05664500000000001,-0.05664500000000001,0.001454,-0.00702,0.008533,0.003702,-0.003561,13.26,0.7064464135021098,13.934,90.43,31.68,20111230.0,0.700589836660617,90.43
247,0.07995,0.07546900000000001,0.02134,0.029505,0.016467,0.023705,0.031168,11.799,0.705,11.691,76.81,0.118,20061130.0,0.701,76.81
1595,0.010022,0.002227,0.032688,0.032232,0.028514,0.034774,0.033602999999999994,13.877,0.894,14.318,63.0,0.7440000000000001,20100226.0,0.857,63.0
3307,-0.069499,-0.072548,-0.027891000000000003,-0.019029,-0.031298,-0.025714,-0.017278,9.622,0.7064464135021098,9.254,152.13,26.704,20130830.0,0.922,152.13
1500,-0.00257,-0.01285,0.038914,0.035003,0.040589,0.041186,0.036494,12.5,0.953,16.634,21.125,1.3530000000000002,20120229.0,0.918,21.125
1919,0.01315,0.01315,0.036643,0.021362,0.032549,0.038932,0.023123,16.875999999999998,0.222,16.637999999999998,35.44,1.989,20070531.0,0.792,35.44
186,-0.034351,-0.041022,-0.086564,-0.102888,-0.071762,-0.084873,-0.10092,9.679,0.621,6.3020000000000005,67.56,1.836,20110930.0,0.7170000000000001,67.56
2483,0.021522,0.018411,0.038183,0.032156,0.037655,0.040186,0.033697000000000005,26.448,1.023,26.448,78.55,0.345,20140829.0,0.7070000000000001,78.55
2015,0.015177000000000001,0.015177000000000001,0.008167,0.002313,0.010491,0.010326,0.003961999999999999,23.634,0.287,23.787,110.37,1.079,20150529.0,0.643,110.37
2056,0.022786,0.014155000000000001,-0.087354,-0.132591,-0.074849,-0.084615,-0.13032,16.274,0.62,14.873,58.75,1.406,20081128.0,0.625,58.75
2432,-0.063001,-0.066731,-0.052465,-0.058868,-0.053882000000000006,-0.050725,-0.056799,4.444,1.285,4.811,67.55,0.223,20100630.0,0.878,67.55
1622,-0.031644,-0.041014,-0.067942,-0.070404,-0.062651,-0.06553099999999999,-0.06843400000000001,12.436,1.462,17.151,62.43,0.982,20120531.0,0.8,62.43
3018,-0.12006099999999999,-0.12006099999999999,0.065138,0.10021,0.053081,0.067788,0.10233,13.011,0.047,17.284000000000002,23.16,1.612,20090529.0,0.6659999999999999,23.16
1075,0.020973,0.020973,-0.001881,-0.010474,8.7e-05,-0.000386,-0.008479,16.718,0.049,16.851,74.48,3.796,20060630.0,0.35700000000000004,74.48
2450,0.005718,0.001975,0.001454,-0.00702,0.008533,0.003702,-0.003561,5.181,1.223,5.215,96.37,0.181,20111230.0,0.7290000000000001,96.37
2879,-0.062078999999999995,-0.062078999999999995,-0.051275,-0.07811799999999999,-0.044043,-0.049327,-0.07661699999999999,19.035,0.123,22.984,43.21,1.11,20071130.0,0.246,43.21
1781,-0.0026030000000000003,-0.0026030000000000003,-0.035673,-0.052219000000000015,-0.026443,-0.033738,-0.049922,18.556,0.482,18.508,141.77,0.862,20150930.0,0.759,141.77
1655,0.030657,0.023666999999999997,0.053611,0.052497,0.054893,0.055948000000000005,0.054123,17.375,1.319,17.984,102.51,0.743,20150227.0,0.799,102.51
32,-0.163357,-0.163357,-0.186108,-0.206835,-0.169425,-0.184621,-0.205222,11.941,0.792,11.941,22.33,0.0,20081031.0,0.853,22.33
3023,-0.058183000000000006,-0.058183000000000006,-0.02925,-0.051739,-0.019762,-0.027993,-0.050612,15.488,0.134,18.181,25.09,1.709,20091030.0,0.76,25.09
1124,0.16847,0.161145,0.068594,0.05868200000000001,0.06877799999999999,0.070292,0.05994,32.292,0.223,35.587,69.75,5.274,20100730.0,0.626,69.75
3369,0.007803,0.007803,0.0017809999999999996,0.006786,-0.001047,0.003366,0.008605,4.478,2.052,4.3610000000000015,73.62,0.009000000000000001,20110331.0,0.925,73.62
445,0.002573,-0.005575,-0.017055,-0.015631,-0.014999,-0.015039,-0.013012,16.927,0.7064464135021098,17.305999999999994,23.19,11.722,20130628.0,0.475,23.19
3035,-0.024621,-0.024621,0.037009,0.039488,0.036856,0.038531,0.040681,17.072,0.181,17.657,30.9,1.41,20101029.0,0.802,30.9
464,-0.05461,-0.05461,-0.028223,-0.020095,-0.031041000000000006,-0.027152,-0.019073,21.142,0.7064464135021098,18.237,23.89,23.931,20150130.0,0.529,23.89
3505,0.06283,0.06283,0.023665,0.022964,0.019763,0.026265,0.02482,11.014,0.531,11.014,54.3,1.239,20120831.0,0.902,54.3
2179,0.16323800000000002,0.16323800000000002,0.083432,0.104391,0.085405,0.08669,0.107474,28.891,0.7064464135021098,19.401,26.58,30.918000000000006,20090331.0,1.0,26.58
1681,0.068503,0.062704,0.036643,0.021362,0.032549,0.038932,0.023123,19.122,0.243,15.297,87.96,0.581,20070531.0,0.6629999999999999,87.96
2314,0.06490499999999999,0.06490499999999999,0.068594,0.05868200000000001,0.06877799999999999,0.070292,0.05994,13.542,0.129,13.401,51.19,1.4069999999999998,20100730.0,0.487,51.19
1809,-0.039046,-0.039046,-0.023605,-0.022916,-0.034761,-0.021664,-0.021401,12.991,0.6709999999999999,29.732,44.3,0.738,20080229.0,0.856,44.3
1946,0.036624000000000004,0.036624000000000004,0.0293,0.055310000000000005,0.03356,0.031459,0.056864,14.152,0.309,15.408,26.04,2.0580000000000003,20090831.0,0.616,26.04
2404,-0.018425,-0.018425,-0.023605,-0.022916,-0.034761,-0.021664,-0.021401,4.763,1.0659999999999998,4.466,60.2,0.215,20080229.0,0.8420000000000001,60.2
243,0.104156,0.104156,-0.002927,-0.023752,0.005086,-0.001884,-0.022698,12.162,0.6859999999999999,11.56,67.74,0.135,20060731.0,0.7020000000000001,67.74
1704,0.158487,0.158487,0.107522,0.190929,0.093925,0.109359,0.192762,11.140999999999998,0.381,11.779000000000002,57.6,1.02,20090430.0,0.675,57.6
401,-0.131547,-0.131547,-0.02925,-0.051739,-0.019762,-0.027993,-0.050612,9.444,0.7064464135021098,11.140999999999998,14.26,10.300999999999998,20091030.0,0.6559999999999999,14.26
2032,0.025047999999999997,0.001193,0.02134,0.029505,0.016467,0.023705,0.031168,19.341,0.983,18.169,41.97,1.69,20061130.0,0.584,41.97
1984,-0.060444000000000005,-0.060444000000000005,-0.01555,-0.014781,-0.019789,-0.014101,-0.013477,16.539,0.304,16.265,49.12,1.4,20121031.0,0.5489999999999999,49.12
3493,-0.042515,-0.042515,-0.059612,-0.077329,-0.056791,-0.057472,-0.075715,10.376,0.481,10.655,47.52,1.173,20110831.0,0.845,47.52
450,0.019893,0.019893,0.022824,0.02166,0.028049,0.024947,0.023398,20.045,0.7064464135021098,20.045,26.66,11.377,20131129.0,0.481,26.66
1227,0.131679,0.131679,0.083432,0.104391,0.085405,0.08669,0.107474,7.786,0.106,9.695,35.58,1.471,20090331.0,0.700589836660617,35.58
2944,0.066957,0.066957,0.006128,0.00206,0.011061,0.008331999999999999,0.0035,66.471,0.132,150.097,46.53,1.699,20130228.0,0.486,46.53
2737,0.033963,0.026875,0.000176,0.005435,0.000505,0.002442,0.007333,14.548,1.054,14.923,34.77,0.657,20151130.0,0.631,34.77
2333,-0.037158,-0.037158,0.038914,0.035003,0.040589,0.041186,0.036494,13.489,0.127,12.517,59.08,1.617,20120229.0,0.468,59.08
471,-0.049042,-0.049042,-0.062061,-0.049309,-0.062581,-0.059996,-0.047295,29.904,0.7064464135021098,-40.032,24.82,30.649,20150831.0,0.66,24.82
2564,0.051345,0.051345,-0.016942,-0.020191,-0.013501,-0.014935,-0.018549,15.925999999999998,0.7064464135021098,14.373,51.6,8.904,20110531.0,0.889,51.6
3215,-0.055459,-0.055459,0.000176,0.005435,0.000505,0.002442,0.007333,14.973,2.5580000000000003,15.571,27.25,1.847,20151130.0,0.902,27.25
3054,-0.041707,-0.047306,-0.067942,-0.070404,-0.062651,-0.06553099999999999,-0.06843400000000001,19.976,0.212,19.976,49.34,1.31,20120531.0,0.816,49.34
1674,0.059392999999999994,0.059392999999999994,0.036087,0.045186,0.031508,0.037133,0.046211,18.166,0.237,18.083,78.84,0.456,20061031.0,0.731,78.84
2746,0.074032,0.068109,0.018105,0.007432999999999999,0.024566,0.019424,0.009006,15.029000000000002,0.7064464135021098,14.428,46.89,1.581,20060929.0,1.0,46.89
2797,0.038526,0.031858,0.064817,0.065469,0.0653,0.06715,0.068851,7.9129999999999985,0.7064464135021098,7.9129999999999985,55.71,1.05,20101231.0,1.0,55.71
1787,-0.022992,-0.022992,0.011494,0.008497,0.012187,0.012965,0.009791,12.989,1.175,16.39,34.42,1.016,20060428.0,0.816,34.42
1833,-0.034049,-0.034049,0.032688,0.032232,0.028514,0.034774,0.033602999999999994,9.705,0.61,6.527,36.88,2.0580000000000003,20100226.0,0.569,36.88
611,0.033746,0.033746,-0.016117,-0.009856,-0.017816,-0.014754,-0.007906,9.934,0.418,10.298,84.24,0.29600000000000004,20070629.0,0.402,84.24
1407,0.02696,0.02696,0.000496,-0.023436,0.006201,0.001661,-0.022319,20.285,0.496,13.56,49.9,2.557,20140430.0,0.706,49.9
3436,0.00615,0.00615,0.02134,0.029505,0.016467,0.023705,0.031168,18.111,0.477,18.111,49.08,1.056,20061130.0,0.883,49.08
2719,0.032034,0.023604,0.018012,0.004858,0.02103,0.020219,0.006647,14.379,1.444,14.688,27.32,0.649,20140530.0,0.438,27.32
2755,-0.007015,-0.012368,-0.016117,-0.009856,-0.017816,-0.014754,-0.007906,8.932,0.7064464135021098,8.814,53.5,0.902,20070629.0,1.0,53.5
2122,0.008483,0.000493,0.018012,0.004858,0.02103,0.020219,0.006647,18.408,0.804,18.408,101.43,1.355,20140530.0,0.624,101.43
2667,-0.04902,-0.04902,-0.038109,-0.012292,-0.036974,-0.037096,-0.011388,23.659,1.621,47.317,19.4,0.141,20100129.0,0.498,19.4
2781,0.170652,0.170652,0.0293,0.055310000000000005,0.03356,0.031459,0.056864,12.797,0.7064464135021098,12.328,50.42,1.5759999999999998,20090831.0,1.0,50.42
2713,-0.016551,-0.025745999999999998,0.022824,0.02166,0.028049,0.024947,0.023398,12.749,1.436,12.886,23.84,0.667,20131129.0,0.506,23.84
2459,-0.025164,-0.025164,0.024597,0.03269,0.024236,0.026539,0.034925,19.897,0.972,20.066,94.91,0.112,20120928.0,0.6859999999999999,94.91
2321,-0.07294500000000001,-0.07294500000000001,0.036232,0.035725,0.031957,0.038165,0.037036,13.193,0.147,12.866,51.98,1.481,20110228.0,0.516,51.98
1218,-0.205992,-0.205992,-0.080247,-0.088745,-0.085962,-0.078433,-0.086625,11.449000000000002,0.287,11.39,65.72,1.09,20080630.0,0.843,65.72
1776,-0.051895000000000004,-0.051895000000000004,0.007573999999999998,0.013988999999999998,0.008520999999999999,0.008723,0.015127000000000003,20.88,0.421,20.88,156.39,0.807,20150430.0,0.775,156.39
1498,0.078226,0.078226,0.001454,-0.00702,0.008533,0.003702,-0.003561,15.912,0.917,15.028,21.64,1.54,20111230.0,0.924,21.64
3081,0.15646300000000002,0.15646300000000002,0.038183,0.032156,0.037655,0.040186,0.033697000000000005,24.098000000000006,0.257,23.852,93.5,1.325,20140829.0,0.8140000000000001,93.5
3110,-0.025544999999999998,-0.025544999999999998,-0.015985,0.000857,-0.021846,-0.013994,0.002111,27.596,1.6569999999999998,27.305,25.94,0.541,20070228.0,0.912,25.94
2097,-0.006626000000000001,-0.006626000000000001,-0.008019,-0.010235,-0.007497,-0.006801000000000001,-0.009106,18.491,0.6659999999999999,18.491,97.45,1.2990000000000002,20120430.0,0.618,97.45
1729,-0.023454,-0.029112,-0.016942,-0.020191,-0.013501,-0.014935,-0.018549,16.160999999999998,0.845,16.160999999999998,94.38,0.7879999999999999,20110531.0,0.759,94.38
540,0.015509,0.015509,-0.020161,-0.026251,-0.018258,-0.018395,-0.024106,14.356,0.319,14.392,171.55,1.165,20110630.0,0.77,171.55
110,0.196409,0.196409,0.007573999999999998,0.013988999999999998,0.008520999999999999,0.008723,0.015127000000000003,18.149,2.06,19.613,48.64,0.713,20150430.0,0.836,48.64
1631,0.037879,0.029626999999999997,0.006128,0.00206,0.011061,0.008331999999999999,0.0035,14.924,0.8690000000000001,19.718,76.11,0.777,20130228.0,0.809,76.11
510,0.031373000000000005,0.031373000000000005,0.019081,0.037024,0.007821999999999999,0.022148,0.042176,9.925,0.264,9.925,84.16,1.578,20081231.0,0.728,84.16
1613,0.024387,0.015588999999999999,-0.059612,-0.077329,-0.056791,-0.057472,-0.075715,13.456,1.244,15.742,65.8,0.838,20110831.0,0.8320000000000001,65.8
1995,0.06016799999999999,0.06016799999999999,0.035682,0.049754,0.029749,0.037477,0.051828,19.602,0.278,19.602,64.49,1.399,20130930.0,0.6679999999999999,64.49
3260,0.114167,0.114167,0.043582,0.069383,0.035723000000000005,0.045222000000000005,0.071255,41.242,0.7064464135021098,41.242,184.35001,14.574000000000002,20090930.0,-0.07,184.35001
2045,0.007525,0.007525,-0.006515000000000001,-0.014282,-0.008628,-0.0044280000000000005,-0.010989,21.115,0.708,30.682,58.91,1.269,20071231.0,0.619,58.91
2092,0.036295,0.028756,-0.008893,-0.02248,-0.005059,-0.006226,-0.020645,18.766,0.542,18.729,95.52,1.2819999999999998,20111130.0,0.632,95.52
2725,0.101882,0.095266,0.018986000000000003,-0.004155,0.024534,0.02115,-0.002457,17.407,1.327,17.823,37.25,0.574,20141128.0,0.473,37.25
1719,0.08292200000000001,0.08292200000000001,0.068594,0.05868200000000001,0.06877799999999999,0.070292,0.05994,16.230999999999998,0.7240000000000001,16.905,85.54,0.8809999999999999,20100730.0,0.847,85.54
1607,0.036975,0.027939999999999996,0.036232,0.035725,0.031957,0.038165,0.037036,12.908,1.199,12.854,61.44,0.862,20110228.0,0.855,61.44
2773,0.042383,0.03551,0.019081,0.037024,0.007821999999999999,0.022148,0.042176,8.845,0.7064464135021098,8.845,45.2,1.14,20081231.0,1.0,45.2
78,0.052596000000000004,0.045808999999999996,0.023665,0.022964,0.019763,0.026265,0.02482,11.289,1.929,15.41,30.82,0.389,20120831.0,0.927,30.82
3164,-0.018785,-0.018785,-0.059612,-0.077329,-0.056791,-0.057472,-0.075715,12.147,2.256,12.339,15.67,1.404,20110831.0,0.882,15.67
2317,0.012145,0.012145,0.037009,0.039488,0.036856,0.038531,0.040681,14.034,0.133,13.89,54.17,1.42,20101029.0,0.545,54.17
1996,0.063576,0.063576,0.038565,0.024591,0.044596,0.039852,0.025762,20.848000000000006,0.278,20.848000000000006,68.59,1.399,20131031.0,0.6679999999999999,68.59
2449,-0.0017640000000000002,-0.0017640000000000002,-0.008893,-0.02248,-0.005059,-0.006226,-0.020645,5.171,1.223,5.205,96.18,0.181,20111130.0,0.7290000000000001,96.18
313,-0.082696,-0.089298,-0.067942,-0.070404,-0.062651,-0.06553099999999999,-0.06843400000000001,9.496,0.175,9.496,78.63,0.241,20120531.0,0.45,78.63
2596,-0.060399,-0.062934,-0.031063,-0.002254,-0.035583,-0.029957,-0.001282,17.937,0.7064464135021098,20.099,85.02,6.032,20140131.0,0.787,85.02
1307,-0.011549,-0.017694,0.000176,0.005435,0.000505,0.002442,0.007333,18.319000000000006,0.18600000000000005,18.319000000000006,145.45,0.905,20151130.0,0.778,145.45
911,0.079863,0.072676,0.023665,0.022964,0.019763,0.026265,0.02482,14.183,0.455,16.74,79.85,1.543,20120831.0,0.8540000000000001,79.85
697,0.009904000000000001,0.001625,0.038183,0.032156,0.037655,0.040186,0.033697000000000005,12.352,0.473,12.352,129.45,0.528,20140829.0,-0.044,129.45
2386,0.022279,0.022279,0.022975,0.023562,0.021274,0.025048,0.025011,14.983,0.878,15.295,80.76,0.295,20060831.0,0.8,80.76
466,-0.045402,-0.045402,-0.012255,-0.007204,-0.017396000000000002,-0.010439,-0.005111999999999999,15.505999999999998,0.7064464135021098,16.54,24.81,10.325,20150331.0,0.505,24.81
1019,-0.007852,-0.007852,-0.086564,-0.102888,-0.071762,-0.084873,-0.10092,16.076,0.101,16.076,63.18,1.716,20110930.0,0.75,63.18
363,0.041908999999999995,0.041908999999999995,0.022975,0.023562,0.021274,0.025048,0.025011,18.612,0.7064464135021098,20.518,34.06,8.539,20060831.0,0.5429999999999999,34.06
1842,-0.050675,-0.050675,0.002908,0.008971999999999999,-0.00229,0.005108,0.010736,13.309,0.615,12.355,34.47,1.245,20101130.0,0.835,34.47
3306,0.084496,0.084496,0.051244000000000005,0.05372,0.049462,0.052680999999999985,0.054898,11.809,0.7064464135021098,11.297,164.03,28.229,20130731.0,0.7959999999999999,164.03
1344,-0.231942,-0.231942,-0.078717,-0.025384,-0.08565700000000001,-0.077323,-0.024042,3.599,0.14300000000000002,4.215,11.59,1.961,20090130.0,0.364,11.59
1360,-0.127149,-0.127149,-0.081224,-0.078435,-0.081976,-0.079136,-0.076929,29.9,0.214,41.4,26.91,4.505,20100528.0,0.184,26.91
3000,-0.08648099999999999,-0.09362100000000001,-0.051275,-0.07811799999999999,-0.044043,-0.049327,-0.07661699999999999,12.31,0.105,11.289,28.56,1.132,20071130.0,0.478,28.56
2069,-0.012806,-0.012806,0.026392,0.051972,0.017771000000000002,0.028419,0.055001,16.346,0.755,16.134,62.44,1.4269999999999998,20091231.0,0.652,62.44
2912,0.12343399999999999,0.105366,0.068594,0.05868200000000001,0.06877799999999999,0.070292,0.05994,12.526,0.081,33.791,29.06,1.77,20100730.0,0.479,29.06
3476,-0.035144999999999996,-0.035144999999999996,0.06192,0.06725199999999999,0.058796,0.063606,0.069289,9.93,0.498,10.083,32.67,1.5019999999999998,20100331.0,0.8690000000000001,32.67
1524,0.064803,0.05625,0.043937,0.042687,0.043117,0.046173,0.044257,18.888,1.3869999999999998,10.066,32.11,1.5659999999999998,20140228.0,0.932,32.11
1034,-0.027781999999999998,-0.027781999999999998,0.00898,0.016406,0.007068000000000001,0.012531,0.021872,17.497,0.17,18.911,67.89,1.673,20121231.0,0.7170000000000001,67.89
83,0.027717000000000002,0.027717000000000002,0.052887,0.06268,0.050428,0.054094,0.06350900000000001,10.64,2.084,14.838,27.45,0.412,20130131.0,0.922,27.45
79,-0.034393,-0.034393,0.024597,0.03269,0.024236,0.026539,0.034925,10.901,1.929,14.88,29.76,0.389,20120928.0,0.927,29.76
662,-0.063234,-0.063234,-0.086564,-0.102888,-0.071762,-0.084873,-0.10092,8.086,0.534,8.086,92.59,0.247,20110930.0,0.36,92.59
1439,0.013127000000000002,0.013127000000000002,0.018466,0.021357,0.014059,0.019401,0.022283,14.909,0.7609999999999999,15.255999999999998,26.24,0.555,20070131.0,0.885,26.24
3454,0.048422,0.048422,0.021528,0.029774,0.010674,0.023841,0.031787,9.664,0.528,9.664,34.21,1.157,20080530.0,0.759,34.21
919,-0.022905000000000002,-0.022905000000000002,0.013768,0.001376,0.018086,0.014944999999999996,0.002477,17.128,0.204,16.129,91.29,2.642,20130430.0,0.7909999999999999,91.29
1440,-0.037729,-0.048781,-0.015985,0.000857,-0.021846,-0.013994,0.002111,14.857,1.296,9.383,24.96,0.395,20070228.0,0.883,24.96
2856,0.014882,0.014882,0.000176,0.005435,0.000505,0.002442,0.007333,10.275,0.7064464135021098,10.275,114.57,1.041,20151130.0,1.0,114.57
2816,-0.01864,-0.01864,0.009012,-0.004484,0.012598,0.010266,-0.003281,18.212,0.7064464135021098,18.212,62.65,2.487,20120731.0,1.0,62.65
2494,0.06665399999999999,0.06665399999999999,0.010881,-0.028387,0.019742,0.012095,-0.027144,31.141,0.935,31.141,115.22,0.265,20150731.0,0.794,115.22
2253,0.039836,0.039836,0.008167,0.002313,0.010491,0.010326,0.003961999999999999,10.559,0.7064464135021098,12.07,65.78,9.711,20150529.0,1.0,65.78
2376,0.0016989999999999998,0.0016989999999999998,-0.035673,-0.052219000000000015,-0.026443,-0.033738,-0.049922,13.342,0.108,13.537,64.84,1.44,20150930.0,0.5479999999999999,64.84
808,0.008902,0.008902,0.024071,0.02201,0.023563,0.026126,0.025242,14.114,0.929,14.114,561.02002,0.304,20131231.0,0.848,561.02002
1510,0.00237,0.00237,0.00898,0.016406,0.007068000000000001,0.012531,0.021872,14.84,0.852,19.593,25.0793,1.3530000000000002,20121231.0,0.916,25.0793
