,RET,RETX,vwretx,ewretx,sprtrn,vwretd,ewretd,pe_op_dil,cash_ratio,pe_inc,ALTPRC,debt_ebitda,ALTPRCDT,fcf_ocf,PRC
803,0.141225,0.141225,0.051244000000000005,0.05372,0.049462,0.052680999999999985,0.054898,1.543,0.8809999999999999,1.543,452.53,0.0,20130731.0,0.8220000000000001,452.53
1547,0.007647,0.001912,-0.003552000000000001,0.003476,0.000453,-0.001637,0.004836,16.566,1.277,16.662,57.65,0.175,20060228.0,0.778,57.65
223,-0.018284,-0.018284,0.019935,0.012956,0.023201,0.021184,0.014199000000000003,20.631,0.662,22.396,41.88,2.907,20141031.0,0.773,41.88
585,-0.008892,-0.008892,-0.012255,-0.007204,-0.017396000000000002,-0.010439,-0.005111999999999999,11.015999999999998,0.214,13.487,160.5,1.787,20150331.0,0.778,160.5
2788,0.031945,0.02567,0.06192,0.06725199999999999,0.058796,0.063606,0.069289,8.742,0.7064464135021098,8.521,53.94,1.108,20100331.0,1.0,53.94
1878,0.10512300000000001,0.10512300000000001,0.022824,0.02166,0.028049,0.024947,0.023398,23.505,0.928,33.22,49.83,1.5659999999999998,20131129.0,0.818,49.83
1235,0.10522999999999999,0.096444,0.054642,0.026485,0.057364,0.057098,0.028476,80.631,0.153,-481.75,52.41,5.335,20091130.0,-0.944,52.41
3041,0.002428,0.002428,0.027573,0.018109,0.028495,0.028688,0.019203,18.3,0.054000000000000006,18.483,37.15,1.308,20110429.0,0.7609999999999999,37.15
829,-0.021816,-0.021816,-0.035673,-0.052219000000000015,-0.026443,-0.033738,-0.049922,12.722,0.48,12.722,110.3,0.546,20150930.0,0.8590000000000001,110.3
2288,-4.3e-05,-0.004139,0.021528,0.029774,0.010674,0.023841,0.031787,18.447,0.095,18.447,57.74,1.802,20080530.0,0.266,57.74
1620,0.013522,0.013522,0.02211,0.015303,0.031332,0.023994,0.017608000000000002,13.192,1.414,18.9,65.96,1.011,20120330.0,0.7979999999999999,65.96
689,0.020173,0.020173,0.024071,0.02201,0.023563,0.026126,0.025242,10.222,0.603,10.222,124.91,0.377,20131231.0,0.013,124.91
1525,0.00031099999999999997,0.00031099999999999997,0.002751,-0.0010949999999999998,0.006931999999999999,0.004469,0.0010279999999999998,18.894,1.3869999999999998,10.069,32.12,1.5659999999999998,20140331.0,0.932,32.12
964,-0.021273,-0.021273,-0.015985,0.000857,-0.021846,-0.013994,0.002111,22.277,0.34,22.594,63.49,2.096,20070228.0,0.7609999999999999,63.49
468,0.007016,0.007016,0.008167,0.002313,0.010491,0.010326,0.003961999999999999,29.011,0.7064464135021098,-194.79,27.27,32.185,20150529.0,0.536,27.27
1315,0.10265999999999999,0.10265999999999999,0.022975,0.023562,0.021274,0.025048,0.025011,9.232,0.343,9.014,38.13,1.534,20060831.0,0.59,38.13
1147,-0.030929,-0.030929,0.036055,0.031622000000000004,0.039555,0.038156,0.034188,10.193,0.189,10.720999999999998,84.91,2.7430000000000003,20120629.0,0.34700000000000003,84.91
286,0.015366,0.008847,0.032688,0.032232,0.028514,0.034774,0.033602999999999994,16.209,0.209,16.332,65.0,0.252,20100226.0,0.209,65.0
1222,-0.085963,-0.085963,-0.186108,-0.206835,-0.169425,-0.184621,-0.205222,9.069,0.282,9.377,52.42,1.126,20081031.0,0.758,52.42
2355,-0.022837,-0.028638,0.024071,0.02201,0.023563,0.026126,0.025242,15.017,0.117,15.162,78.69,1.645,20131231.0,0.414,78.69
2378,0.027951999999999998,0.027951999999999998,0.000176,0.005435,0.000505,0.002442,0.007333,12.107,0.108,12.284,58.84,1.44,20151130.0,0.5479999999999999,58.84
2457,0.063454,0.063454,0.009012,-0.004484,0.012598,0.010266,-0.003281,19.57,0.972,19.736,93.35,0.112,20120731.0,0.6859999999999999,93.35
1230,-0.052397000000000006,-0.052397000000000006,-0.00504,0.021352,0.000196,-0.003098,0.023921,11.273,0.163,14.86,42.5,1.7380000000000002,20090630.0,0.700589836660617,42.5
97,0.06995599999999999,0.06995599999999999,0.002751,-0.0010949999999999998,0.006931999999999999,0.004469,0.0010279999999999998,14.639,2.296,15.125,40.99,0.521,20140331.0,0.7979999999999999,40.99
1099,-0.106728,-0.106728,-0.080247,-0.088745,-0.085962,-0.078433,-0.086625,13.373,0.043,13.206,73.82,3.387,20080630.0,0.564,73.82
2664,-0.023505,-0.023505,-0.02925,-0.051739,-0.019762,-0.027993,-0.050612,21.966,1.4780000000000002,44.442,19.11,0.14,20091030.0,0.416,19.11
3059,0.016730000000000002,0.016730000000000002,-0.01555,-0.014781,-0.019789,-0.014101,-0.013477,22.32,0.236,22.079,61.38,1.23,20121031.0,0.797,61.38
3075,0.06740399999999999,0.06740399999999999,0.043937,0.042687,0.043117,0.046173,0.044257,22.17,0.29600000000000004,22.17,82.03,1.215,20140228.0,0.8170000000000001,82.03
795,-0.012412999999999999,-0.016865,0.0029530000000000003,0.00014199999999999998,0.002847,0.006193,0.00279,13.257,0.7559999999999999,13.257,585.28003,0.0,20121130.0,0.8370000000000001,585.28003
1977,0.042629,0.042629,0.02211,0.015303,0.031332,0.023994,0.017608000000000002,16.521,0.265,16.583,43.78,1.379,20120330.0,0.608,43.78
2464,0.047481,0.047481,0.052887,0.06268,0.050428,0.054094,0.06350900000000001,5.561,0.926,6.073,54.05,0.105,20130131.0,0.769,54.05
285,-0.055139999999999995,-0.055139999999999995,-0.038109,-0.012292,-0.036974,-0.037096,-0.011388,15.054,0.421,15.16,64.43,0.232,20100129.0,0.308,64.43
557,-0.018558,-0.022927,0.0029530000000000003,0.00014199999999999998,0.002847,0.006193,0.00279,13.793,0.3,13.684,190.07001,1.274,20121130.0,0.797,190.07001
2453,0.008154,0.004818,0.02211,0.015303,0.031332,0.023994,0.017608000000000002,5.7189999999999985,1.099,5.792999999999998,108.44,0.168,20120330.0,0.716,108.44
2044,0.003684,-0.021421,-0.051275,-0.07811799999999999,-0.044043,-0.049327,-0.07661699999999999,20.957,0.708,30.453000000000007,58.47,1.269,20071130.0,0.619,58.47
1791,0.016388999999999997,0.006953,0.022975,0.023562,0.021274,0.025048,0.025011,13.339,1.111,15.965,40.55,0.867,20060831.0,0.85,40.55
3496,0.016253,0.016253,-0.008893,-0.02248,-0.005059,-0.006226,-0.020645,10.556,0.514,10.838,48.77,1.2,20111130.0,0.871,48.77
315,0.014958,0.014958,0.009012,-0.004484,0.012598,0.010266,-0.003281,10.489,0.175,10.489,86.85,0.241,20120731.0,0.45,86.85
1779,-0.019183000000000002,-0.019183000000000002,0.010881,-0.028387,0.019742,0.012095,-0.027144,20.098,0.4270000000000001,20.045,151.34,0.813,20150731.0,0.775,151.34
926,0.048941000000000005,0.043388,0.022824,0.02166,0.028049,0.024947,0.023398,18.95,0.206,16.02,110.86,2.217,20131129.0,0.73,110.86
133,0.087292,0.087292,0.038455,0.025768,0.043291,0.039821,0.027044,24.051,0.29100000000000004,24.162,52.19,0.619,20070430.0,0.764,52.19
2704,0.003089,-0.007605,0.006128,0.00206,0.011061,0.008331999999999999,0.0035,9.803,1.408,9.803,20.88,0.607,20130228.0,0.416,20.88
1643,0.048717,0.041257,0.043937,0.042687,0.043117,0.046173,0.044257,16.105,1.138,19.152,92.12,0.7879999999999999,20140228.0,0.794,92.12
2468,-0.027201,-0.030503,0.016509,0.022131,0.020763,0.019067,0.023985,12.114,0.977,11.996,61.66,0.099,20130531.0,0.7659999999999999,61.66
602,0.007143000000000001,0.007143000000000001,0.018105,0.007432999999999999,0.024566,0.019424,0.009006,8.801,0.441,8.922,64.86,0.375,20060929.0,0.4970000000000001,64.86
1811,0.002372,0.002372,0.049781,0.03049,0.047547000000000006,0.051106,0.031907,11.155,0.6709999999999999,25.53,38.04,0.738,20080430.0,0.856,38.04
1103,-0.352013,-0.35906,-0.186108,-0.206835,-0.169425,-0.184621,-0.205222,6.42,0.042,6.283,38.2,3.238,20081031.0,0.493,38.2
1399,0.067352,0.067352,-0.027891000000000003,-0.019029,-0.031298,-0.025714,-0.017278,19.894,0.336,17.235,37.4,2.949,20130830.0,0.637,37.4
1825,0.027556,0.013778,-0.00504,0.021352,0.000196,-0.003098,0.023921,8.498,0.6729999999999999,10.058,27.96,0.843,20090630.0,0.7490000000000001,27.96
3324,-0.110509,-0.110509,-0.028223,-0.020095,-0.031041000000000006,-0.027152,-0.019073,10.361,0.7064464135021098,9.972,172.41,25.466,20150130.0,0.845,172.41
949,0.10585499999999999,0.10585499999999999,0.07256599999999999,0.051512,0.082983,0.073963,0.052873,15.187,0.223,14.119000000000002,98.41,2.053,20151030.0,0.764,98.41
2689,0.023635,0.015077000000000002,-0.008893,-0.02248,-0.005059,-0.006226,-0.020645,10.423,1.404,10.645,24.91,0.145,20111130.0,0.508,24.91
996,0.008978,0.001381,-0.02925,-0.051739,-0.019762,-0.027993,-0.050612,16.201,0.155,13.615,58.0,1.925,20091030.0,0.7829999999999999,58.0
2600,0.046551999999999996,0.046551999999999996,0.018012,0.004858,0.02103,0.020219,0.006647,17.941,0.7064464135021098,18.083,91.5,5.631,20140530.0,0.7440000000000001,91.5
1458,0.040707,0.023566999999999998,0.008574,0.011122,0.012191,0.010563,0.013022999999999998,10.058,1.266,14.368,19.11,0.688,20080829.0,0.8809999999999999,19.11
11,0.03349,0.03349,0.018466,0.021357,0.014059,0.019401,0.022283,23.379,1.704,24.492,30.86,0.0,20070131.0,0.8740000000000001,30.86
1831,0.019608,0.009114,0.026392,0.051972,0.017771000000000002,0.028419,0.055001,10.716,1.211,9.591,36.54,1.072,20091231.0,0.404,36.54
1519,0.018256,0.018256,0.035682,0.049754,0.029749,0.037477,0.051828,19.541,1.147,7.935,28.725,1.409,20130930.0,0.921,28.725
3433,0.086138,0.086138,0.022975,0.023562,0.021274,0.025048,0.025011,20.373,0.453,20.615,51.95,1.037,20060831.0,0.903,51.95
2053,0.043235,0.036963,0.008574,0.011122,0.012191,0.010563,0.013022999999999998,18.398,0.664,16.316,62.0,1.38,20080829.0,0.6409999999999999,62.0
442,-0.004307,-0.004307,0.033509,0.029529000000000007,0.035988,0.035274,0.031419,16.754,0.7064464135021098,17.922,23.12,10.808,20130328.0,0.517,23.12
3080,-0.001359,-0.001359,-0.021819,-0.036411,-0.01508,-0.020523,-0.035223000000000004,20.838,0.257,20.625,80.85,1.325,20140731.0,0.8140000000000001,80.85
2090,-0.028647000000000002,-0.028647000000000002,-0.086564,-0.102888,-0.071762,-0.084873,-0.10092,17.813,0.618,17.777,87.82,1.297,20110930.0,0.645,87.82
157,-0.020478,-0.020478,0.107522,0.190929,0.093925,0.109359,0.192762,16.816,0.383,17.289,43.05,0.944,20090430.0,0.74,43.05
1939,-0.088585,-0.088585,-0.078717,-0.025384,-0.08565700000000001,-0.077323,-0.024042,9.031,0.259,9.07,20.68,1.649,20090130.0,0.71,20.68
2875,0.045057,0.03522,-0.032762,-0.044642,-0.031982,-0.031758,-0.043537,19.916,0.122,20.589,42.62,1.325,20070731.0,0.238,42.62
505,0.07972699999999999,0.07972699999999999,-0.014677,-0.002657,-0.009859,-0.013328,-0.001295,16.795,0.28300000000000003,16.686,127.98,1.723,20080731.0,0.726,127.98
1245,0.0885,0.0885,0.089635,0.094485,0.087551,0.091518,0.096418,44.066,0.287,51.984,66.54,3.361,20100930.0,0.797,66.54
2043,0.096932,0.096932,0.024693,0.016144,0.014822,0.025834,0.017406,22.547,0.7809999999999999,34.738,59.7499,1.369,20071031.0,0.61,59.7499
2213,0.129323,0.121804,0.052929,0.08443200000000001,0.043583,0.054076,0.085342,7.9529999999999985,0.7064464135021098,7.9529999999999985,37.3,10.221,20120131.0,1.0,37.3
18,-0.005519,-0.008969,0.009678,-0.013287,0.012864,0.011631,-0.011712,20.232,0.986,20.232,28.73,0.0,20070831.0,0.873,28.73
2618,-0.022113,-0.022113,0.000176,0.005435,0.000505,0.002442,0.007333,13.698,0.7064464135021098,12.931,71.64,5.691,20151130.0,0.8809999999999999,71.64
200,0.026762,0.019903,0.0029530000000000003,0.00014199999999999998,0.002847,0.006193,0.00279,19.249,0.632,19.75,37.92,2.393,20121130.0,0.7170000000000001,37.92
2033,0.056230999999999996,0.056230999999999996,0.009151,0.012585,0.012616,0.010854,0.0148,20.429,0.983,19.19,44.33,1.69,20061229.0,0.584,44.33
3358,-0.008787999999999999,-0.008787999999999999,0.01893,0.056698,0.014759,0.020043,0.057842999999999985,7.372000000000001,1.4409999999999998,6.674,90.23,0.019,20100430.0,0.201,90.23
1452,-0.032534,-0.046232999999999996,-0.023605,-0.022916,-0.034761,-0.021664,-0.021401,12.109000000000002,1.167,19.043,22.28,0.664,20080229.0,0.8590000000000001,22.28
2235,0.110206,0.110206,0.022824,0.02166,0.028049,0.024947,0.023398,9.229,0.7064464135021098,12.887,57.22,9.506,20131129.0,1.0,57.22
646,-0.084111,-0.09295199999999999,-0.081224,-0.078435,-0.081976,-0.079136,-0.076929,11.058,0.335,11.209,73.87,0.35,20100528.0,0.272,73.87
3340,-0.098387,-0.098387,-0.186108,-0.206835,-0.169425,-0.184621,-0.205222,4.872,0.968,-27.132,55.35,0.036000000000000004,20081031.0,0.684,55.35
