,CAPEI,pcf,divyield,evm,pe_inc,pe_op_dil,pe_op_basic,bm,PEG_ltgforward,ptb,aftret_equity,sale_invcap,PEG_1yrforward,pe_exi,debt_assets
2212,9.739,1.847,0.0301,12.941,7.09,7.09,7.03,1.525,0.867,0.7240000000000001,0.113,0.252,0.493,7.09,0.918
618,14.791,7.436,0.0279,5.645,10.165,10.24,10.177,0.439,1.172,2.027,0.248,2.42,1.919,10.165,0.47
1462,13.796,7.449,0.0723,7.356,11.353,9.036,8.99,0.588,11.13,1.634,0.158,0.6579999999999999,1.388,11.353,0.4270000000000001
1355,11.591,10.822,0.0217,10.696,-19.188,-106.27,-115.13,0.606,-1.389,1.75,-0.073,1.3230000000000002,-0.237,-17.712,0.6890000000000001
69,12.409,7.883999999999999,0.0313,7.664,9.302,9.302,9.201,0.289,0.836,3.5610000000000004,0.456,1.078,3.575,9.302,0.465
2728,13.878,7.7120000000000015,0.0289,7.727,14.394,14.149,13.683,0.34600000000000003,1.599,2.64,0.203,0.8109999999999999,5.542000000000002,14.394,0.383
29,20.145,10.709,0.0171,12.037,14.953,14.953,14.449000000000002,0.142,1.848820932716269,6.252999999999999,0.495,1.714,0.5340689902982393,14.953,0.493
779,50.68600000000001,13.673,0.025765303867403312,10.355,2.659,2.6660000000000004,2.6260000000000003,0.21,0.124,5.353,0.423,1.69,0.041,2.659,0.35600000000000004
3261,12.345999999999998,45.933,0.008199999999999999,16.287,38.069,38.069,36.439,0.722,3.0460000000000003,1.558,0.043,0.213,0.127,38.069,0.925
793,42.931,12.015,0.0159,8.236,2.241,2.241,2.215,0.228,0.097,5.015,0.474,1.5630000000000002,0.037000000000000005,2.241,0.33
2070,22.282,11.53,0.0352,9.901,16.132,16.343,16.174,0.233,1.731,4.703,0.33,0.948,1.973,16.132,0.546
2765,11.27,5.766,0.023,5.403,7.347,7.445,7.252000000000002,0.787,0.816,1.146,0.17800000000000002,0.809,-0.685,7.347,0.769
2478,25.177,19.276,0.013,14.367,11.837,12.604,12.31,0.161,1.004,4.607,0.248,2.178,1.192,12.604,0.353
1948,14.482,11.129,0.0128,8.1,16.195,14.875,14.715,0.87,3.027,1.3769999999999998,0.097,0.769,-0.721,16.195,0.457
1161,15.038,6.829,0.0291,8.671,13.019,12.797,12.525,0.33,1.2,3.034,0.243,1.351,-0.451,13.019,0.799
1982,20.846,10.4,0.0121,8.185,16.381,16.657,16.327,0.4920000000000001,1.307,2.057,0.146,0.805,0.7709999999999999,16.381,0.458
3266,10.584,10.898608050847457,0.008199999999999999,21.781,7.71,7.71,7.187,0.7120000000000001,0.414,1.378,0.24946822033898305,0.193,-0.447,7.71,0.916
2014,33.235,17.727999999999994,0.0106,11.4,24.214,23.895,23.584,0.303,1.6840000000000002,3.804,0.175,0.828,1.773,24.214,0.43
899,16.160999999999998,11.3,0.0259,9.505,14.39,14.334,14.089,0.28300000000000003,1.141,2.969,0.22,1.682,0.96,14.587,0.617
259,16.932000000000002,9.835,0.015700000000000002,6.9510000000000005,12.903,13.035,12.884,0.279,1.693,3.457,0.34,2.717,1.921,12.903,0.486
938,20.464,13.18,0.0214,11.857,16.188,17.04,16.78,0.354,1.457,2.947,0.197,1.12,1.496,16.141,0.623
1371,23.955,11.724,0.0146,11.019,23.831,20.495,20.093,0.48,3.404,2.513,0.109,1.241,0.782,23.831,0.675
2250,11.739,6.244,0.0261,14.352,11.584,10.316,10.23,0.912,1.625,1.078,0.098,0.204,1.304,11.584,0.91
1255,19.736,22.865,0.0238,9.598,15.591,17.314,17.146,0.07200000000000001,1.338,13.35,1.021,4.288,5.655,15.591,0.945
347,9.822,7.903,0.0325,8.126,11.184,11.184,11.184,0.55,-9.725,1.669,0.187,1.893,-0.231,11.184,0.482
1636,22.315,17.652,0.0282,10.093,25.408,17.912,17.542,0.308,3.976,3.727,0.16699999999999998,0.909,3.702,25.408,0.464
951,16.14,14.071,0.0266,11.654000000000002,14.849,14.918,14.712,0.387,1.483,2.792,0.17800000000000002,1.125,-1.931,15.571,0.654
2190,15.776,1.368,0.0048,21.089,18.571,18.091,18.012999999999995,0.957,2.342,1.061,0.07,0.293,0.5379999999999999,18.737,0.919
1627,16.398,12.519,0.0345,10.108,22.554,14.052,13.805,0.337,3.655,3.114,0.14400000000000002,0.892,14.095999999999998,22.554,0.474
2424,16.275,11.668,0.0161,9.352,5.113,4.069,4.017,0.337,0.422,2.679,0.18,2.067,-1.146,5.113,0.335
965,30.889,16.564,0.0196,12.811,22.477,22.161,20.983,0.382,1.939,2.572,0.15,0.762,1.5219999999999998,22.477,0.529
1287,26.973000000000006,11.309,0.0233,13.367,21.055,19.919,19.7,0.146,2.0380000000000003,6.218,0.442,3.755,4.802,21.055,0.838
1979,19.407,10.934,0.0131,8.182,16.442,16.682000000000002,16.384,0.518,1.2819999999999998,1.98,0.136,0.8140000000000001,0.928,16.442,0.454
1171,18.78,6.3610000000000015,0.0221,8.774,18.481,17.962,17.584,0.327,1.443,3.341,0.205,1.222,2.432,18.481,0.7759999999999999
