NAICS,PRIMEXCH,TRDSTAT,SECSTAT,CUSIP,SHRFLG,SHRENDDT,BIDLO,ASKHI,PRC,VOL,RET,BID,ASK,SHROUT,CFACPR,CFACSHR,ALTPRC,SPREAD,ALTPRCDT,RETX,vwretd,vwretx,ewretd,ewretx,sprtrn,CAPEI,bm,evm,pe_op_basic,pe_op_dil,pe_exi,pe_inc,ps,pcf,dpr,npm,opmbd,opmad,gpm,ptpm,cfm,roa,roe,roce,efftax,aftret_eq,aftret_invcapx,aftret_equity,pretret_noa,pretret_earnat,GProf,equity_invcap,debt_invcap,totdebt_invcap,capital_ratio,int_debt,int_totdebt,cash_lt,invt_act,rect_act,debt_at,debt_ebitda,short_debt,curr_debt,lt_debt,profit_lct,ocf_lct,cash_debt,fcf_ocf,lt_ppent,dltt_be,debt_assets,debt_capital,de_ratio,intcov,intcov_ratio,cash_ratio,quick_ratio,curr_ratio,cash_conversion,inv_turn,at_turn,rect_turn,pay_turn,sale_invcap,sale_equity,sale_nwc,rd_sale,adv_sale,staff_sale,accrual,ptb,PEG_trailing,divyield,PEG_1yrforward,PEG_ltgforward
334111.0,N,A,R,45920010,0.0,20070329.0,92.94,100.38,92.94,1257950.0,-0.059607,92.94,92.95,1505529.0,1.0,1.0,92.94,-0.010000000000005116,20070228.0,-0.062632,-0.013994,-0.015985,0.002111,0.000857,-0.021846,18.029,0.19899999999999998,9.602,15.162,15.387,15.337,15.210999999999999,1.53,9.324,0.179,0.10300000000000001,0.193,0.138,0.48100000000000004,0.146,0.158,0.168,0.295,0.23600000000000002,0.293,0.306,0.207,0.306,0.583,0.213,0.426,0.674,0.326,0.536,0.326,0.067,0.043,0.14300000000000002,0.063,0.601,0.22,1.288,0.392,0.536,0.184,0.439,0.374,0.201,0.7090000000000001,5.175,0.47200000000000003,0.7240000000000001,0.518,2.6210000000000004,10.597999999999999,12.865,0.266,1.044,1.114,65.2,16.795,0.875,3.5660000000000003,6.194,2.162,3.207,20.01,0.062,0.013000000000000001,0.0,0.054000000000000006,4.797,1.256,0.0129,1.4080000000000001,1.4780000000000002
334111.0,N,A,R,45920010,0.0,20070429.0,90.9,95.36,94.26,1634895.0,0.014203,94.23,94.24,1505529.0,1.0,1.0,94.26,-0.009999999999990905,20070330.0,0.014203,0.012946000000000001,0.011470999999999999,0.0065450000000000005,0.004804999999999999,0.00998,18.285,0.19899999999999998,9.602,15.377,15.606,15.554,15.427,1.5519999999999998,9.456,0.179,0.10300000000000001,0.193,0.138,0.48100000000000004,0.146,0.158,0.168,0.295,0.23600000000000002,0.293,0.306,0.207,0.306,0.583,0.213,0.426,0.674,0.326,0.536,0.326,0.067,0.043,0.14300000000000002,0.063,0.601,0.22,1.288,0.392,0.536,0.184,0.439,0.374,0.201,0.7090000000000001,5.175,0.47200000000000003,0.7240000000000001,0.518,2.6210000000000004,10.597999999999999,12.865,0.266,1.044,1.114,65.2,16.795,0.875,3.5660000000000003,6.194,2.162,3.207,20.01,0.062,0.013000000000000001,0.0,0.054000000000000006,4.865,1.274,0.0127,1.4280000000000002,1.499
334111.0,N,A,R,45920010,0.0,20070530.0,94.29,102.21,102.21,1668675.0,0.084341,102.2,102.22,1484827.0,1.0,1.0,102.21,-0.01999999999999602,20070430.0,0.084341,0.039820999999999995,0.038455,0.027044,0.025768,0.043291,19.555,0.19899999999999998,9.602,16.674,16.922,16.866,16.727999999999998,1.66,10.113,0.179,0.10300000000000001,0.193,0.138,0.48100000000000004,0.146,0.158,0.168,0.295,0.23600000000000002,0.293,0.306,0.207,0.306,0.583,0.213,0.426,0.674,0.326,0.536,0.326,0.067,0.043,0.14300000000000002,0.063,0.601,0.22,1.288,0.392,0.536,0.184,0.439,0.374,0.201,0.7090000000000001,5.175,0.47200000000000003,0.7240000000000001,0.518,2.6210000000000004,10.597999999999999,12.865,0.266,1.044,1.114,65.2,16.795,0.875,3.5660000000000003,6.194,2.162,3.207,20.01,0.062,0.013000000000000001,0.0,0.054000000000000006,5.202999999999999,1.381,0.011699999999999999,1.5030000000000001,1.625
334111.0,N,A,R,45920010,0.0,20070628.0,102.22,107.99,106.6,1466071.0,0.046864,106.0,107.3,1484827.0,1.0,1.0,106.6,-1.2999999999999972,20070531.0,0.042951,0.038932,0.036643,0.023122999999999998,0.021362,0.032549,21.151,0.19899999999999998,8.604,16.948,17.194000000000003,17.137999999999998,17.002,1.706,10.613,0.191,0.10300000000000001,0.193,0.139,0.483,0.145,0.157,0.174,0.295,0.237,0.293,0.29600000000000004,0.22699999999999998,0.29600000000000004,0.644,0.23199999999999998,0.435,0.691,0.309,0.504,0.309,0.07400000000000001,0.045,0.147,0.07200000000000001,0.573,0.21899999999999997,1.26,0.387,0.506,0.192,0.49200000000000005,0.409,0.201,0.698,5.0680000000000005,0.444,0.6990000000000001,0.547,2.323,10.319,12.599,0.29,1.065,1.147,3.9410000000000003,16.034000000000002,0.9,3.8710000000000004,3.2239999999999998,2.068,2.991,17.293,0.066,0.013000000000000001,0.0,0.052000000000000005,5.692,1.327,0.015,1.442,1.597
334111.0,N,A,R,45920010,0.0,20070730.0,101.8,106.6,105.25,1696650.0,-0.012664,105.06,105.4,1484827.0,1.0,1.0,105.25,-0.3400000000000034,20070629.0,-0.012664,-0.014754,-0.016117,-0.007906,-0.009856,-0.017816,20.883000000000003,0.19899999999999998,8.604,16.733,16.976,16.921,16.785999999999998,1.6840000000000002,10.479000000000001,0.191,0.10300000000000001,0.193,0.139,0.483,0.145,0.157,0.174,0.295,0.237,0.293,0.29600000000000004,0.22699999999999998,0.29600000000000004,0.644,0.23199999999999998,0.435,0.691,0.309,0.504,0.309,0.07400000000000001,0.045,0.147,0.07200000000000001,0.573,0.21899999999999997,1.26,0.387,0.506,0.192,0.49200000000000005,0.409,0.201,0.698,5.0680000000000005,0.444,0.6990000000000001,0.547,2.323,10.319,12.599,0.29,1.065,1.147,3.9410000000000003,16.034000000000002,0.9,3.8710000000000004,3.2239999999999998,2.068,2.991,17.293,0.066,0.013000000000000001,0.0,0.052000000000000005,5.62,1.31,0.0152,1.2819999999999998,1.58
334111.0,N,A,R,45920010,0.0,20070830.0,105.01,118.1,110.65,2127592.0,0.051306,110.42,110.47,1360407.0,1.0,1.0,110.65,-0.04999999999999716,20070731.0,0.051306,-0.031758,-0.032762,-0.043537,-0.044642,-0.031982,20.115,0.19899999999999998,8.604,17.590999999999998,17.847,17.789,17.648,1.6219999999999999,10.093,0.191,0.10300000000000001,0.193,0.139,0.483,0.145,0.157,0.174,0.295,0.237,0.293,0.29600000000000004,0.22699999999999998,0.29600000000000004,0.644,0.23199999999999998,0.435,0.691,0.309,0.504,0.309,0.07400000000000001,0.045,0.147,0.07200000000000001,0.573,0.21899999999999997,1.26,0.387,0.506,0.192,0.49200000000000005,0.409,0.201,0.698,5.0680000000000005,0.444,0.6990000000000001,0.547,2.323,10.319,12.599,0.29,1.065,1.147,3.9410000000000003,16.034000000000002,0.9,3.8710000000000004,3.2239999999999998,2.068,2.991,17.293,0.066,0.013000000000000001,0.0,0.052000000000000005,5.412999999999999,1.3769999999999998,0.014499999999999999,1.198,1.6280000000000001
334111.0,N,A,R,45920010,0.0,20070927.0,109.04,116.69,116.69,2028032.0,0.058202,116.5,116.93,1360407.0,1.0,1.0,116.69,-0.4300000000000068,20070831.0,0.054587,0.011631,0.009678,-0.011712,-0.013287,0.012863999999999999,20.69,0.11699999999999999,9.001,17.952,18.233,18.063,17.925,1.6769999999999998,10.054,0.19899999999999998,0.10300000000000001,0.193,0.139,0.484,0.145,0.157,0.177,0.314,0.24600000000000002,0.293,0.316,0.242,0.316,0.6729999999999999,0.235,0.445,0.6579999999999999,0.342,0.634,0.342,0.081,0.043,0.14,0.069,0.575,0.251,1.4169999999999998,0.461,0.525,0.183,0.456,0.395,0.201,0.718,5.301,0.516,0.7390000000000001,0.578,2.835,9.726,11.742,0.266,0.991,1.064,34.483000000000004,16.694000000000003,0.92,3.8710000000000004,4.445,2.323,3.529,37.128,0.065,0.013000000000000001,0.0,0.057999999999999996,9.474,1.286,0.0137,1.216,1.6740000000000002
334111.0,N,A,R,45920010,0.0,20071030.0,114.52,118.19,117.8,1322426.0,0.009512,117.85,117.91,1360407.0,1.0,1.0,117.8,-0.060000000000002274,20070928.0,0.009512,0.040849,0.039332,0.025363999999999998,0.023661,0.035794,20.886999999999997,0.11699999999999999,9.001,18.123,18.406,18.235,18.095,1.693,10.149,0.19899999999999998,0.10300000000000001,0.193,0.139,0.484,0.145,0.157,0.177,0.314,0.24600000000000002,0.293,0.316,0.242,0.316,0.6729999999999999,0.235,0.445,0.6579999999999999,0.342,0.634,0.342,0.081,0.043,0.14,0.069,0.575,0.251,1.4169999999999998,0.461,0.525,0.183,0.456,0.395,0.201,0.718,5.301,0.516,0.7390000000000001,0.578,2.835,9.726,11.742,0.266,0.991,1.064,34.483000000000004,16.694000000000003,0.92,3.8710000000000004,4.445,2.323,3.529,37.128,0.065,0.013000000000000001,0.0,0.057999999999999996,9.564,1.298,0.013600000000000001,1.214,1.69
334111.0,N,A,R,45920010,0.0,20071129.0,112.28,119.6,116.12,1716686.0,-0.014261,115.95,116.25,1377955.0,1.0,1.0,116.12,-0.29999999999999716,20071031.0,-0.014261,0.025833999999999996,0.024693,0.017406,0.016144,0.014822,20.854,0.11699999999999999,9.001,17.865,18.144000000000002,17.975,17.837,1.69,10.134,0.19899999999999998,0.10300000000000001,0.193,0.139,0.484,0.145,0.157,0.177,0.314,0.24600000000000002,0.293,0.316,0.242,0.316,0.6729999999999999,0.235,0.445,0.6579999999999999,0.342,0.634,0.342,0.081,0.043,0.14,0.069,0.575,0.251,1.4169999999999998,0.461,0.525,0.183,0.456,0.395,0.201,0.718,5.301,0.516,0.7390000000000001,0.578,2.835,9.726,11.742,0.266,0.991,1.064,34.483000000000004,16.694000000000003,0.92,3.8710000000000004,4.445,2.323,3.529,37.128,0.065,0.013000000000000001,0.0,0.057999999999999996,9.549,1.2790000000000001,0.0138,1.197,1.681
334111.0,N,A,R,45920010,0.0,20071230.0,100.2542,114.59,105.18,2012356.0,-0.090768,105.71,105.82,1377955.0,1.0,1.0,105.18,-0.10999999999999943,20071130.0,-0.094213,-0.049326999999999996,-0.051275,-0.07661699999999999,-0.07811799999999999,-0.044043,18.416,0.127,9.511000000000001,15.605,15.888,15.745999999999999,15.629000000000001,1.507,8.911,0.20600000000000002,0.10300000000000001,0.19399999999999998,0.14,0.483,0.14400000000000002,0.157,0.18100000000000002,0.368,0.256,0.293,0.37,0.273,0.37,0.7959999999999999,0.237,0.446,0.605,0.395,0.754,0.395,0.08199999999999999,0.043,0.141,0.065,0.568,0.28,1.5659999999999998,0.47700000000000004,0.527,0.18899999999999997,0.43799999999999994,0.38299999999999995,0.201,0.726,5.542000000000001,0.647,0.775,0.607,3.444,8.937999999999999,10.759,0.267,0.968,1.036,64.062,17.425,0.925,3.8489999999999998,7.018,2.488,4.109,63.715,0.064,0.013000000000000001,0.0,0.061,7.053999999999999,0.968,0.0152,1.0490000000000002,1.473
334111.0,N,A,R,45920010,0.0,20080130.0,104.53,111.65,108.1,1341877.0,0.027762,107.9,108.01,1377955.0,1.0,1.0,108.1,-0.10999999999999943,20071231.0,0.027762,-0.0044280000000000005,-0.006515000000000001,-0.010989,-0.014282,-0.008628,18.928,0.127,9.511000000000001,16.039,16.329,16.183,16.062,1.5490000000000002,9.158,0.20600000000000002,0.10300000000000001,0.19399999999999998,0.14,0.483,0.14400000000000002,0.157,0.18100000000000002,0.368,0.256,0.293,0.37,0.273,0.37,0.7959999999999999,0.237,0.446,0.605,0.395,0.754,0.395,0.08199999999999999,0.043,0.141,0.065,0.568,0.28,1.5659999999999998,0.47700000000000004,0.527,0.18899999999999997,0.43799999999999994,0.38299999999999995,0.201,0.726,5.542000000000001,0.647,0.775,0.607,3.444,8.937999999999999,10.759,0.267,0.968,1.036,64.062,17.425,0.925,3.8489999999999998,7.018,2.488,4.109,63.715,0.064,0.013000000000000001,0.0,0.061,7.25,0.995,0.0148,1.078,1.5
334111.0,N,A,R,45920010,0.0,20080228.0,97.59,107.11,107.11,2476835.0,-0.009158,106.95,107.35,1377955.0,1.0,1.0,107.11,-0.3999999999999915,20080131.0,-0.009158,-0.062147,-0.063252,-0.045066,-0.04616,-0.061163,18.754,0.127,9.511000000000001,15.892000000000001,16.18,16.034000000000002,15.915,1.535,9.074,0.20600000000000002,0.10300000000000001,0.19399999999999998,0.14,0.483,0.14400000000000002,0.157,0.18100000000000002,0.368,0.256,0.293,0.37,0.273,0.37,0.7959999999999999,0.237,0.446,0.605,0.395,0.754,0.395,0.08199999999999999,0.043,0.141,0.065,0.568,0.28,1.5659999999999998,0.47700000000000004,0.527,0.18899999999999997,0.43799999999999994,0.38299999999999995,0.201,0.726,5.542000000000001,0.647,0.775,0.607,3.444,8.937999999999999,10.759,0.267,0.968,1.036,64.062,17.425,0.925,3.8489999999999998,7.018,2.488,4.109,63.715,0.064,0.013000000000000001,0.0,0.061,7.184,0.986,0.0149,,
334111.0,N,A,R,45920010,0.0,20080330.0,102.34,116.46,113.86,1682894.0,0.066754,113.95,113.98,1385200.0,1.0,1.0,113.86,-0.030000000000001137,20080229.0,0.063019,-0.021664,-0.023605,-0.021401,-0.022916,-0.034761,17.968,0.19699999999999998,9.459,15.64,15.924000000000001,15.857999999999999,15.857999999999999,1.597,9.802,0.20600000000000002,0.105,0.198,0.145,0.483,0.147,0.158,0.175,0.355,0.25,0.281,0.366,0.276,0.366,0.669,0.226,0.396,0.5529999999999999,0.447,0.685,0.447,0.078,0.049,0.17600000000000002,0.05,0.541,0.293,1.8030000000000002,0.34700000000000003,0.48200000000000004,0.251,0.441,0.363,0.175,0.7120000000000001,6.098,0.78,0.764,0.603,3.23,8.28,10.035,0.364,1.14,1.2,65.089,18.65,0.883,3.551,6.355,1.9180000000000001,3.47,11.140999999999998,0.057999999999999996,0.013000000000000001,0.0,0.051,5.34,1.1520000000000001,0.0141,1.047,1.51
334111.0,N,A,R,45920010,0.0,20080429.0,112.52,119.06,115.14,1799561.0,0.011242,115.0,115.08,1384331.0,1.0,1.0,115.14,-0.0799999999999983,20080331.0,0.011242,-0.010419,-0.012158,-0.025309,-0.027567,-0.00596,18.159000000000002,0.19699999999999998,9.459,15.815999999999999,16.102999999999998,16.035999999999998,16.035999999999998,1.614,9.906,0.20600000000000002,0.105,0.198,0.145,0.483,0.147,0.158,0.175,0.355,0.25,0.281,0.366,0.276,0.366,0.669,0.226,0.396,0.5529999999999999,0.447,0.685,0.447,0.078,0.049,0.17600000000000002,0.05,0.541,0.293,1.8030000000000002,0.34700000000000003,0.48200000000000004,0.251,0.441,0.363,0.175,0.7120000000000001,6.098,0.78,0.764,0.603,3.23,8.28,10.035,0.364,1.14,1.2,65.089,18.65,0.883,3.551,6.355,1.9180000000000001,3.47,11.140999999999998,0.057999999999999996,0.013000000000000001,0.0,0.051,5.397,1.165,0.0139,1.021,1.5719999999999998
334111.0,N,A,R,45920010,0.0,20080529.0,114.81,124.4,120.7,1921528.0,0.048289,120.5,120.57,1373479.0,1.0,1.0,120.7,-0.06999999999999318,20080430.0,0.048289,0.051106,0.049781,0.031907,0.030489999999999996,0.047547000000000006,18.886,0.19699999999999998,9.459,16.58,16.881,16.811,16.811,1.6780000000000002,10.302999999999999,0.20600000000000002,0.105,0.198,0.145,0.483,0.147,0.158,0.175,0.355,0.25,0.281,0.366,0.276,0.366,0.669,0.226,0.396,0.5529999999999999,0.447,0.685,0.447,0.078,0.049,0.17600000000000002,0.05,0.541,0.293,1.8030000000000002,0.34700000000000003,0.48200000000000004,0.251,0.441,0.363,0.175,0.7120000000000001,6.098,0.78,0.764,0.603,3.23,8.28,10.035,0.364,1.14,1.2,65.089,18.65,0.883,3.551,6.355,1.9180000000000001,3.47,11.140999999999998,0.057999999999999996,0.013000000000000001,0.0,0.051,5.6129999999999995,1.2209999999999999,0.013300000000000001,0.862,1.621
334111.0,N,A,R,45920010,0.0,20080629.0,122.03,129.71001,129.42999,1595242.0,0.076471,129.42,129.44,1373479.0,1.0,1.0,129.42999,-0.020000000000010232,20080530.0,0.072328,0.023841,0.021528,0.031787,0.029774000000000002,0.010674,21.171,0.182,9.245,16.658,16.986,16.875,16.875,1.756,10.288,0.20600000000000002,0.10800000000000001,0.201,0.149,0.486,0.149,0.16,0.188,0.46,0.271,0.281,0.466,0.301,0.466,0.872,0.248,0.434,0.5539999999999999,0.446,0.8240000000000001,0.446,0.08199999999999999,0.044000000000000004,0.145,0.06,0.55,0.31,1.723,0.45899999999999996,0.514,0.212,0.442,0.375,0.175,0.726,5.995,0.795,0.792,0.642,3.798,8.032,9.735,0.28300000000000003,0.971,1.033,63.891000000000005,18.369,0.893,3.866,7.252000000000001,2.376,4.2860000000000005,67.17,0.061,0.013000000000000001,0.0,0.057999999999999996,6.188,0.85,0.0155,0.853,1.53
334111.0,N,A,R,45920010,0.0,20080730.0,118.53,128.47,118.53,1523498.0,-0.084215,118.28,118.63,1373479.0,1.0,1.0,118.53,-0.3499999999999943,20080630.0,-0.084215,-0.078433,-0.080247,-0.086625,-0.088745,-0.085962,19.387999999999998,0.182,9.245,15.255,15.555,15.454,15.454,1.608,9.422,0.20600000000000002,0.10800000000000001,0.201,0.149,0.486,0.149,0.16,0.188,0.46,0.271,0.281,0.466,0.301,0.466,0.872,0.248,0.434,0.5539999999999999,0.446,0.8240000000000001,0.446,0.08199999999999999,0.044000000000000004,0.145,0.06,0.55,0.31,1.723,0.45899999999999996,0.514,0.212,0.442,0.375,0.175,0.726,5.995,0.795,0.792,0.642,3.798,8.032,9.735,0.28300000000000003,0.971,1.033,63.891000000000005,18.369,0.893,3.866,7.252000000000001,2.376,4.2860000000000005,67.17,0.061,0.013000000000000001,0.0,0.057999999999999996,5.667000000000001,0.779,0.0169,0.7809999999999999,1.401
334111.0,N,A,R,45920010,0.0,20080828.0,119.1,130.0,127.98,2008968.0,0.079727,127.99,127.93,1354840.0,1.0,1.0,127.98,0.05999999999998806,20080731.0,0.079727,-0.013328,-0.014677,-0.001295,-0.002657,-0.009859,20.65,0.182,9.245,16.471,16.795,16.686,16.686,1.712,10.035,0.20600000000000002,0.10800000000000001,0.201,0.149,0.486,0.149,0.16,0.188,0.46,0.271,0.281,0.466,0.301,0.466,0.872,0.248,0.434,0.5539999999999999,0.446,0.8240000000000001,0.446,0.08199999999999999,0.044000000000000004,0.145,0.06,0.55,0.31,1.723,0.45899999999999996,0.514,0.212,0.442,0.375,0.175,0.726,5.995,0.795,0.792,0.642,3.798,8.032,9.735,0.28300000000000003,0.971,1.033,63.891000000000005,18.369,0.893,3.866,7.252000000000001,2.376,4.2860000000000005,67.17,0.061,0.013000000000000001,0.0,0.057999999999999996,6.0360000000000005,0.841,0.015600000000000001,0.838,1.485
334111.0,N,A,R,45920010,0.0,20080929.0,121.73,129.16,121.73,1370374.0,-0.044929,121.74,121.77,1354840.0,1.0,1.0,121.73,-0.030000000000001137,20080829.0,-0.048836,0.010563,0.008574,0.013022999999999998,0.011122,0.012191,19.109,0.17600000000000002,9.012,14.737,15.01,15.047,15.047,1.581,9.117,0.205,0.109,0.205,0.153,0.488,0.151,0.161,0.18899999999999997,0.47700000000000004,0.272,0.281,0.48200000000000004,0.302,0.48200000000000004,0.968,0.255,0.43200000000000005,0.56,0.44,0.74,0.44,0.075,0.044000000000000004,0.142,0.059000000000000004,0.5539999999999999,0.297,1.6369999999999998,0.405,0.495,0.228,0.47200000000000003,0.4,0.175,0.733,6.019,0.778,0.775,0.615,3.45,8.339,10.274000000000001,0.28600000000000003,1.011,1.074,63.056000000000004,18.711,0.884,3.8739999999999997,7.211,2.204,3.9360000000000004,31.021,0.061,0.013000000000000001,0.0,0.057999999999999996,5.835,0.7190000000000001,0.016399999999999998,0.635,1.3419999999999999
334111.0,N,A,R,45920010,0.0,20081030.0,111.47,120.11,116.96,2184843.0,-0.039185,116.09,116.19,1354840.0,1.0,1.0,116.96,-0.09999999999999432,20080930.0,-0.039185,-0.09800700000000001,-0.09979600000000001,-0.120091,-0.122188,-0.090791,18.36,0.17600000000000002,9.012,14.16,14.422,14.457,14.457,1.5190000000000001,8.76,0.205,0.109,0.205,0.153,0.488,0.151,0.161,0.18899999999999997,0.47700000000000004,0.272,0.281,0.48200000000000004,0.302,0.48200000000000004,0.968,0.255,0.43200000000000005,0.56,0.44,0.74,0.44,0.075,0.044000000000000004,0.142,0.059000000000000004,0.5539999999999999,0.297,1.6369999999999998,0.405,0.495,0.228,0.47200000000000003,0.4,0.175,0.733,6.019,0.778,0.775,0.615,3.45,8.339,10.274000000000001,0.28600000000000003,1.011,1.074,63.056000000000004,18.711,0.884,3.8739999999999997,7.211,2.204,3.9360000000000004,31.021,0.061,0.013000000000000001,0.0,0.057999999999999996,5.606,0.69,0.0171,0.614,1.29
334111.0,N,A,R,45920010,0.0,20081127.0,79.66,110.13,92.97,3150692.0,-0.205113,92.92,93.54,1343458.0,1.0,1.0,92.97,-0.6200000000000045,20081031.0,-0.205113,-0.184621,-0.186108,-0.205222,-0.206835,-0.169425,14.472000000000001,0.17600000000000002,9.012,11.255,11.464,11.492,11.492,1.197,6.905,0.205,0.109,0.205,0.153,0.488,0.151,0.161,0.18899999999999997,0.47700000000000004,0.272,0.281,0.48200000000000004,0.302,0.48200000000000004,0.968,0.255,0.43200000000000005,0.56,0.44,0.74,0.44,0.075,0.044000000000000004,0.142,0.059000000000000004,0.5539999999999999,0.297,1.6369999999999998,0.405,0.495,0.228,0.47200000000000003,0.4,0.175,0.733,6.019,0.778,0.775,0.615,3.45,8.339,10.274000000000001,0.28600000000000003,1.011,1.074,63.056000000000004,18.711,0.884,3.8739999999999997,7.211,2.204,3.9360000000000004,31.021,0.061,0.013000000000000001,0.0,0.057999999999999996,4.419,0.5489999999999999,0.0215,0.515,1.032
334111.0,N,A,R,45920010,0.0,20081230.0,71.74,93.4,81.6,2185038.0,-0.116919,81.6,81.72,1343458.0,1.0,1.0,81.6,-0.12000000000000455,20081128.0,-0.122298,-0.084615,-0.087354,-0.13032,-0.13259100000000001,-0.074849,12.341,0.175,8.677,9.443999999999999,9.623,9.623,9.623,1.0390000000000001,6.32,0.20800000000000002,0.11199999999999999,0.209,0.157,0.493,0.155,0.16399999999999998,0.187,0.44299999999999995,0.26899999999999996,0.281,0.447,0.281,0.447,0.893,0.26,0.434,0.5770000000000001,0.423,0.711,0.423,0.073,0.044000000000000004,0.13,0.06,0.561,0.29,1.578,0.405,0.494,0.226,0.48700000000000004,0.384,0.175,0.728,6.042000000000001,0.726,0.764,0.599,3.24,8.832,10.943,0.264,0.9990000000000001,1.063,62.387,18.526,0.8809999999999999,3.912,7.232,2.156,3.735,37.315,0.061,0.013000000000000001,0.0,0.047,3.984,0.423,0.0245,0.43200000000000005,0.8590000000000001
334111.0,N,A,R,45920010,0.0,20090129.0,76.9,86.4,84.16,1890815.0,0.031373,84.09,84.22,1343458.0,1.0,1.0,84.16,-0.12999999999999545,20081231.0,0.031373,0.022147999999999998,0.019081,0.042176,0.037024,0.007821999999999999,12.728,0.175,8.677,9.741,9.925,9.925,9.925,1.072,6.518,0.20800000000000002,0.11199999999999999,0.209,0.157,0.493,0.155,0.16399999999999998,0.187,0.44299999999999995,0.26899999999999996,0.281,0.447,0.281,0.447,0.893,0.26,0.434,0.5770000000000001,0.423,0.711,0.423,0.073,0.044000000000000004,0.13,0.06,0.561,0.29,1.578,0.405,0.494,0.226,0.48700000000000004,0.384,0.175,0.728,6.042000000000001,0.726,0.764,0.599,3.24,8.832,10.943,0.264,0.9990000000000001,1.063,62.387,18.526,0.8809999999999999,3.912,7.232,2.156,3.735,37.315,0.061,0.013000000000000001,0.0,0.047,4.109,0.436,0.023799999999999998,0.44799999999999995,0.902
334111.0,N,A,R,45920010,0.0,20090226.0,81.98,94.82,91.65,2090213.0,0.088997,91.71,91.73,1340000.0,1.0,1.0,91.65,-0.020000000000010232,20090130.0,0.088997,-0.077323,-0.078717,-0.024041999999999997,-0.025384,-0.08565700000000001,13.825,0.175,8.677,10.607999999999999,10.808,10.808,10.808,1.1640000000000001,7.08,0.20800000000000002,0.11199999999999999,0.209,0.157,0.493,0.155,0.16399999999999998,0.187,0.44299999999999995,0.26899999999999996,0.281,0.447,0.281,0.447,0.893,0.26,0.434,0.5770000000000001,0.423,0.711,0.423,0.073,0.044000000000000004,0.13,0.06,0.561,0.29,1.578,0.405,0.494,0.226,0.48700000000000004,0.384,0.175,0.728,6.042000000000001,0.726,0.764,0.599,3.24,8.832,10.943,0.264,0.9990000000000001,1.063,62.387,18.526,0.8809999999999999,3.912,7.232,2.156,3.735,37.315,0.061,0.013000000000000001,0.0,0.047,4.463,0.475,0.0218,0.494,0.965
334111.0,N,A,R,45920010,0.0,20090330.0,84.37,96.82,92.03,2230417.0,0.009602,92.16,92.18,1341678.0,1.0,1.0,92.03,-0.020000000000010232,20090227.0,0.004146,-0.100214,-0.10340099999999999,-0.10766700000000001,-0.109769,-0.109931,12.700999999999999,0.122,6.605,10.135,10.294,10.306,10.306,1.1909999999999998,6.564,0.21,0.11900000000000001,0.214,0.162,0.501,0.161,0.172,0.193,0.57,0.301,0.262,0.588,0.263,0.588,0.747,0.255,0.474,0.37200000000000005,0.628,0.938,0.628,0.065,0.043,0.134,0.055,0.562,0.31,1.528,0.331,0.442,0.23600000000000002,0.523,0.44299999999999995,0.196,0.778,6.715,1.652,0.877,0.752,7.1339999999999995,9.351,11.341,0.304,1.091,1.155,64.995,19.285,0.9009999999999999,3.678,6.871,2.866,7.696000000000001,15.776,0.057999999999999996,0.012,0.0,0.055999999999999994,8.99,0.466,0.0217,7.669,1.048
334111.0,N,A,R,45920010,0.0,20090429.0,83.48,98.78,96.89,2861506.0,0.052809,97.1,97.1,1341678.0,1.0,1.0,96.89,0.0,20090331.0,0.052809,0.08669,0.083432,0.107474,0.10439100000000001,0.085405,13.370999999999999,0.122,6.605,10.671,10.838,10.85,10.85,1.254,6.91,0.21,0.11900000000000001,0.214,0.162,0.501,0.161,0.172,0.193,0.57,0.301,0.262,0.588,0.263,0.588,0.747,0.255,0.474,0.37200000000000005,0.628,0.938,0.628,0.065,0.043,0.134,0.055,0.562,0.31,1.528,0.331,0.442,0.23600000000000002,0.523,0.44299999999999995,0.196,0.778,6.715,1.652,0.877,0.752,7.1339999999999995,9.351,11.341,0.304,1.091,1.155,64.995,19.285,0.9009999999999999,3.678,6.871,2.866,7.696000000000001,15.776,0.057999999999999996,0.012,0.0,0.055999999999999994,9.465,0.491,0.0206,8.074,1.104
334111.0,N,A,R,45920010,0.0,20090528.0,97.61,104.04,103.21,2137517.0,0.065229,103.31,103.39,1321397.0,1.0,1.0,103.21,-0.0799999999999983,20090430.0,0.065229,0.109359,0.107522,0.192762,0.190929,0.093925,14.027999999999999,0.122,6.605,11.367,11.545,11.558,11.558,1.3159999999999998,7.25,0.21,0.11900000000000001,0.214,0.162,0.501,0.161,0.172,0.193,0.57,0.301,0.262,0.588,0.263,0.588,0.747,0.255,0.474,0.37200000000000005,0.628,0.938,0.628,0.065,0.043,0.134,0.055,0.562,0.31,1.528,0.331,0.442,0.23600000000000002,0.523,0.44299999999999995,0.196,0.778,6.715,1.652,0.877,0.752,7.1339999999999995,9.351,11.341,0.304,1.091,1.155,64.995,19.285,0.9009999999999999,3.678,6.871,2.866,7.696000000000001,15.776,0.057999999999999996,0.012,0.0,0.055999999999999994,9.929,0.523,0.0194,10.321,1.176
