NAICS,PRIMEXCH,TRDSTAT,SECSTAT,CUSIP,SHRFLG,SHRENDDT,BIDLO,ASKHI,PRC,VOL,RET,BID,ASK,SHROUT,CFACPR,CFACSHR,ALTPRC,SPREAD,ALTPRCDT,RETX,vwretd,vwretx,ewretd,ewretx,sprtrn,CAPEI,bm,evm,pe_op_basic,pe_op_dil,pe_exi,pe_inc,ps,pcf,dpr,npm,opmbd,opmad,gpm,ptpm,cfm,roa,roe,roce,efftax,aftret_eq,aftret_invcapx,aftret_equity,pretret_noa,pretret_earnat,GProf,equity_invcap,debt_invcap,totdebt_invcap,capital_ratio,int_debt,int_totdebt,cash_lt,invt_act,rect_act,debt_at,debt_ebitda,short_debt,curr_debt,lt_debt,profit_lct,ocf_lct,cash_debt,fcf_ocf,lt_ppent,dltt_be,debt_assets,debt_capital,de_ratio,intcov,intcov_ratio,cash_ratio,quick_ratio,curr_ratio,cash_conversion,inv_turn,at_turn,rect_turn,pay_turn,sale_invcap,sale_equity,sale_nwc,rd_sale,adv_sale,staff_sale,accrual,ptb,PEG_trailing,divyield,PEG_1yrforward,PEG_ltgforward
511210.0,Q,A,R,59491810,0.0,20070121.0,28.85,30.19,29.86,11497028.0,0.017030,29.85,29.85,9777000.0,1.0,1.0,29.86,0.0,20061229.0,0.017030,0.010854,0.009151000000000001,0.0148,0.012584999999999999,0.012616,30.785,0.134,14.175999999999998,22.451,22.621,23.698,23.698,6.437,20.651999999999997,0.27699999999999997,0.285,0.409,0.389,0.8420000000000001,0.413,0.305,0.27,0.29600000000000004,0.44,0.31,0.29600000000000004,0.08,0.29600000000000004,0.552,0.349,0.568,1.0,0.0,0.0,0.0,,,1.271,0.033,0.16399999999999998,0.0,0.0,,0.746,0.0,0.934,0.711,0.488,0.8740000000000001,9.492,0.0,0.396,0.059000000000000004,0.6559999999999999,,,1.704,2.283,2.36,10.647,4.6930000000000005,0.674,5.895,3.536,1.117,1.117,1.6769999999999998,0.151,0.027999999999999997,0.0,0.018000000000000002,8.087,1.095,0.0134,1.672,2.031
511210.0,Q,A,R,59491810,0.0,20070329.0,29.64,31.21,30.86,13390496.0,0.033490,30.86,30.87,9792314.0,1.0,1.0,30.86,-0.010000000000001563,20070131.0,0.033490,0.019400999999999998,0.018466,0.022283,0.021357,0.014059,31.865,0.134,14.175999999999998,23.203000000000003,23.379,24.491999999999997,24.491999999999997,6.662999999999999,21.377,0.27699999999999997,0.285,0.409,0.389,0.8420000000000001,0.413,0.305,0.27,0.29600000000000004,0.44,0.31,0.29600000000000004,0.08,0.29600000000000004,0.552,0.349,0.568,1.0,0.0,0.0,0.0,,,1.271,0.033,0.16399999999999998,0.0,0.0,,0.746,0.0,0.934,0.711,0.488,0.8740000000000001,9.492,0.0,0.396,0.059000000000000004,0.6559999999999999,,,1.704,2.283,2.36,10.647,4.6930000000000005,0.674,5.895,3.536,1.117,1.117,1.6769999999999998,0.151,0.027999999999999997,0.0,0.018000000000000002,8.371,1.1320000000000001,0.013000000000000001,1.7280000000000002,2.102
511210.0,Q,A,R,59491810,0.0,,27.87,30.56,28.17,13007733.0,-0.083927,28.15,28.16,9792314.0,1.0,1.0,28.17,-0.010000000000001563,20070228.0,-0.087168,-0.013994,-0.015985,0.002111,0.000857,-0.021846,28.221,0.125,15.318,22.535999999999998,22.718000000000004,23.873,23.873,5.989,19.778,0.312,0.259,0.38,0.35700000000000004,0.8170000000000001,0.37799999999999995,0.281,0.26,0.293,0.43200000000000005,0.31,0.293,0.15,0.293,0.552,0.331,0.561,1.0,0.0,0.0,0.0,,,1.145,0.037000000000000005,0.177,0.0,0.0,,0.75,0.0,0.8240000000000001,0.6559999999999999,0.488,0.8540000000000001,9.089,0.0,0.42200000000000004,0.064,0.732,,,1.526,2.11,2.19,24.287,4.927,0.687,5.598,3.446,1.19,1.19,1.821,0.15,0.027999999999999997,0.0,0.03,7.53,1.2670000000000001,0.014199999999999999,1.516,2.016
511210.0,Q,A,R,59491810,0.0,20070422.0,26.72,28.52,27.87,12832900.0,-0.010650,27.86,27.87,9572000.0,1.0,1.0,27.87,-0.010000000000001563,20070330.0,-0.010650,0.012946000000000001,0.011470999999999999,0.0065450000000000005,0.004804999999999999,0.00998,27.291999999999998,0.125,15.318,22.296,22.476,23.619,23.619,5.792000000000001,19.128,0.312,0.259,0.38,0.35700000000000004,0.8170000000000001,0.37799999999999995,0.281,0.26,0.293,0.43200000000000005,0.31,0.293,0.15,0.293,0.552,0.331,0.561,1.0,0.0,0.0,0.0,,,1.145,0.037000000000000005,0.177,0.0,0.0,,0.75,0.0,0.8240000000000001,0.6559999999999999,0.488,0.8540000000000001,9.089,0.0,0.42200000000000004,0.064,0.732,,,1.526,2.11,2.19,24.287,4.927,0.687,5.598,3.446,1.19,1.19,1.821,0.15,0.027999999999999997,0.0,0.03,7.282,1.253,0.0144,1.5,1.743
511210.0,Q,A,R,59491810,0.0,20070628.0,27.74,30.12,29.94,9676052.0,0.074273,29.94,29.95,9566808.0,1.0,1.0,29.94,-0.00999999999999801,20070430.0,0.074273,0.039820999999999995,0.038455,0.027044,0.025768,0.043291,29.303,0.125,15.318,23.951999999999998,24.145,25.373,25.373,6.218999999999999,20.537,0.312,0.259,0.38,0.35700000000000004,0.8170000000000001,0.37799999999999995,0.281,0.26,0.293,0.43200000000000005,0.31,0.293,0.15,0.293,0.552,0.331,0.561,1.0,0.0,0.0,0.0,,,1.145,0.037000000000000005,0.177,0.0,0.0,,0.75,0.0,0.8240000000000001,0.6559999999999999,0.488,0.8540000000000001,9.089,0.0,0.42200000000000004,0.064,0.732,,,1.526,2.11,2.19,24.287,4.927,0.687,5.598,3.446,1.19,1.19,1.821,0.15,0.027999999999999997,0.0,0.03,7.819,1.3459999999999999,0.0134,1.611,1.864
511210.0,Q,A,R,59491810,0.0,,30.17,31.11,30.6901,13176580.0,0.028393,30.68,30.7,9566808.0,1.0,1.0,30.6901,-0.019999999999999574,20070531.0,0.025053,0.038932,0.036643,0.023122999999999998,0.021362,0.032549,28.929000000000002,0.131,13.214,21.462,21.613000000000003,22.079,22.079,5.925,17.608,0.272,0.28,0.405,0.379,0.833,0.405,0.306,0.3,0.358,0.499,0.31,0.358,0.285,0.358,0.6609999999999999,0.37799999999999995,0.623,1.0,0.0,0.0,0.0,,,1.0490000000000002,0.040999999999999995,0.18899999999999997,0.0,0.0,,0.752,0.0,0.91,0.7559999999999999,0.488,0.8690000000000001,8.479,0.0,0.44299999999999995,0.07,0.794,,,1.395,1.9809999999999999,2.066,23.559,4.4239999999999995,0.747,5.7379999999999995,3.208,1.341,1.341,2.1069999999999998,0.142,0.027999999999999997,0.0,0.042,8.395,0.708,0.013000000000000001,1.275,1.6119999999999999
511210.0,Q,A,R,59491810,0.0,20070731.0,29.47,30.715,29.47,11884314.0,-0.039756,29.45,29.47,9380000.0,1.0,1.0,29.47,-0.019999999999999574,20070629.0,-0.039756,-0.014754,-0.016117,-0.007906,-0.009856,-0.017816,27.237,0.131,13.214,20.608,20.754,21.201,21.201,5.577999999999999,16.577,0.272,0.28,0.405,0.379,0.833,0.405,0.306,0.3,0.358,0.499,0.31,0.358,0.285,0.358,0.6609999999999999,0.37799999999999995,0.623,1.0,0.0,0.0,0.0,,,1.0490000000000002,0.040999999999999995,0.18899999999999997,0.0,0.0,,0.752,0.0,0.91,0.7559999999999999,0.488,0.8690000000000001,8.479,0.0,0.44299999999999995,0.07,0.794,,,1.395,1.9809999999999999,2.066,23.559,4.4239999999999995,0.747,5.7379999999999995,3.208,1.341,1.341,2.1069999999999998,0.142,0.027999999999999997,0.0,0.042,7.904,0.68,0.013600000000000001,1.224,1.771
511210.0,Q,A,R,59491810,0.0,,28.99,31.51,28.99,13008446.0,-0.016288,28.98,28.99,9380000.0,1.0,1.0,28.99,-0.00999999999999801,20070731.0,-0.016288,-0.031758,-0.032762,-0.043537,-0.044642,-0.031982,26.793000000000003,0.131,13.214,20.273,20.415,20.855999999999998,20.855999999999998,5.487,16.307000000000002,0.272,0.28,0.405,0.379,0.833,0.405,0.306,0.3,0.358,0.499,0.31,0.358,0.285,0.358,0.6609999999999999,0.37799999999999995,0.623,1.0,0.0,0.0,0.0,,,1.0490000000000002,0.040999999999999995,0.18899999999999997,0.0,0.0,,0.752,0.0,0.91,0.7559999999999999,0.488,0.8690000000000001,8.479,0.0,0.44299999999999995,0.07,0.794,,,1.395,1.9809999999999999,2.066,23.559,4.4239999999999995,0.747,5.7379999999999995,3.208,1.341,1.341,2.1069999999999998,0.142,0.027999999999999997,0.0,0.042,7.775,0.669,0.0138,,
511210.0,Q,A,R,59491810,0.0,20070906.0,27.81,30.0,28.73,12397224.0,-0.005519,28.68,28.69,9375492.0,1.0,1.0,28.73,-0.010000000000001563,20070831.0,-0.008969,0.011631,0.009678,-0.011712,-0.013287,0.012863999999999999,23.595,0.11199999999999999,13.87,19.951,20.232,20.232,20.232,5.269,15.136,0.273,0.275,0.39,0.36200000000000004,0.818,0.39299999999999996,0.303,0.3,0.395,0.52,0.3,0.395,0.35100000000000003,0.395,0.735,0.384,0.662,1.0,0.0,0.0,0.0,,,0.73,0.027999999999999997,0.282,0.0,0.0,,0.741,0.0,0.8390000000000001,0.7490000000000001,0.555,0.873,7.372999999999999,0.0,0.508,0.095,1.031,,,0.986,1.6440000000000001,1.6909999999999998,3.951,7.13,0.77,4.95,2.903,1.6440000000000001,1.6440000000000001,3.115,0.139,0.026000000000000002,0.0,0.055999999999999994,8.662,0.8109999999999999,0.0139,1.256,1.7530000000000001
511210.0,Q,A,R,59491810,0.0,20071021.0,28.4201,29.5599,29.46,11168623.0,0.025409,29.46,29.47,9355000.0,1.0,1.0,29.46,-0.00999999999999801,20070928.0,0.025409,0.040849,0.039332,0.025363999999999998,0.023661,0.035794,24.142,0.11199999999999999,13.87,20.458,20.746,20.746,20.746,5.391,15.487,0.273,0.275,0.39,0.36200000000000004,0.818,0.39299999999999996,0.303,0.3,0.395,0.52,0.3,0.395,0.35100000000000003,0.395,0.735,0.384,0.662,1.0,0.0,0.0,0.0,,,0.73,0.027999999999999997,0.282,0.0,0.0,,0.741,0.0,0.8390000000000001,0.7490000000000001,0.555,0.873,7.372999999999999,0.0,0.508,0.095,1.031,,,0.986,1.6440000000000001,1.6909999999999998,3.951,7.13,0.77,4.95,2.903,1.6440000000000001,1.6440000000000001,3.115,0.139,0.026000000000000002,0.0,0.055999999999999994,8.863,0.8320000000000001,0.013600000000000001,1.288,1.801
511210.0,Q,A,R,59491810,0.0,20071230.0,29.4525,36.81,36.81,17744802.0,0.249491,36.79,36.8,9355439.0,1.0,1.0,36.81,-0.00999999999999801,20071031.0,0.249491,0.025833999999999996,0.024693,0.017406,0.016144,0.014822,30.166,0.11199999999999999,13.87,25.563000000000002,25.923000000000002,25.923000000000002,25.923000000000002,6.736000000000001,19.351,0.273,0.275,0.39,0.36200000000000004,0.818,0.39299999999999996,0.303,0.3,0.395,0.52,0.3,0.395,0.35100000000000003,0.395,0.735,0.384,0.662,1.0,0.0,0.0,0.0,,,0.73,0.027999999999999997,0.282,0.0,0.0,,0.741,0.0,0.8390000000000001,0.7490000000000001,0.555,0.873,7.372999999999999,0.0,0.508,0.095,1.031,,,0.986,1.6440000000000001,1.6909999999999998,3.951,7.13,0.77,4.95,2.903,1.6440000000000001,1.6440000000000001,3.115,0.139,0.026000000000000002,0.0,0.055999999999999994,11.074000000000002,1.04,0.0109,1.609,2.25
511210.0,Q,A,R,59491810,0.0,,32.97,37.06,33.6,18330717.0,-0.084216,33.58,33.59,9355439.0,1.0,1.0,33.6,-0.010000000000005116,20071130.0,-0.087205,-0.049326999999999996,-0.051275,-0.07661699999999999,-0.07811799999999999,-0.044043,29.171999999999997,0.11699999999999999,12.886,21.538,22.105,22.105,22.105,5.813,16.027,0.259,0.275,0.39899999999999997,0.368,0.8140000000000001,0.39299999999999996,0.305,0.33299999999999996,0.429,0.574,0.3,0.429,0.305,0.429,0.804,0.42200000000000004,0.68,1.0,0.0,0.0,0.0,,,0.8220000000000001,0.035,0.23600000000000002,0.0,0.0,,0.727,0.0,0.9540000000000001,0.868,0.555,0.88,7.496,0.0,0.48,0.083,0.9209999999999999,,,1.13,1.751,1.815,6.577999999999999,6.952000000000001,0.835,5.593,2.844,1.604,1.604,2.937,0.133,0.026000000000000002,0.0,0.073,9.782,0.763,0.0131,1.0290000000000001,1.774
511210.0,Q,A,R,59491810,0.0,20080117.0,32.77,36.61,35.6,10700171.0,0.059524,35.59,35.6,9329000.0,1.0,1.0,35.6,-0.00999999999999801,20071231.0,0.059524,-0.0044280000000000005,-0.006515000000000001,-0.010989,-0.014282,-0.008628,30.820999999999998,0.11699999999999999,12.886,22.820999999999998,23.421,23.421,23.421,6.142,16.933,0.259,0.275,0.39899999999999997,0.368,0.8140000000000001,0.39299999999999996,0.305,0.33299999999999996,0.429,0.574,0.3,0.429,0.305,0.429,0.804,0.42200000000000004,0.68,1.0,0.0,0.0,0.0,,,0.8220000000000001,0.035,0.23600000000000002,0.0,0.0,,0.727,0.0,0.9540000000000001,0.868,0.555,0.88,7.496,0.0,0.48,0.083,0.9209999999999999,,,1.13,1.751,1.815,6.577999999999999,6.952000000000001,0.835,5.593,2.844,1.604,1.604,2.937,0.133,0.026000000000000002,0.0,0.073,10.335,0.809,0.0124,1.091,1.88
511210.0,Q,A,R,59491810,0.0,20080330.0,31.93,35.37,32.6,19530535.0,-0.084270,32.51,32.54,9306980.0,1.0,1.0,32.6,-0.030000000000001137,20080131.0,-0.084270,-0.062147,-0.063252,-0.045066,-0.04616,-0.061163,28.156999999999996,0.11699999999999999,12.886,20.897,21.447,21.447,21.447,5.611000000000001,15.47,0.259,0.275,0.39899999999999997,0.368,0.8140000000000001,0.39299999999999996,0.305,0.33299999999999996,0.429,0.574,0.3,0.429,0.305,0.429,0.804,0.42200000000000004,0.68,1.0,0.0,0.0,0.0,,,0.8220000000000001,0.035,0.23600000000000002,0.0,0.0,,0.727,0.0,0.9540000000000001,0.868,0.555,0.88,7.496,0.0,0.48,0.083,0.9209999999999999,,,1.13,1.751,1.815,6.577999999999999,6.952000000000001,0.835,5.593,2.844,1.604,1.604,2.937,0.133,0.026000000000000002,0.0,0.073,9.442,0.741,0.013500000000000002,0.9990000000000001,1.71
511210.0,Q,A,R,59491810,0.0,,27.1999,30.4498,27.1999,23258303.0,-0.162273,27.2,27.21,9306980.0,1.0,1.0,27.1999,-0.010000000000001563,20080229.0,-0.165647,-0.021664,-0.023605,-0.021401,-0.022916,-0.034761,22.573,0.10400000000000001,11.674000000000001,15.195,15.367,15.454,15.454,4.372,11.435,0.23,0.293,0.426,0.396,0.83,0.42,0.32299999999999995,0.381,0.503,0.679,0.3,0.503,0.23600000000000002,0.503,1.015,0.507,0.7390000000000001,1.0,0.0,0.0,0.0,,,0.74,0.031,0.258,0.0,0.0,,0.708,0.0,1.093,0.982,0.555,0.888,7.1370000000000005,0.0,0.49,0.08900000000000001,0.961,,,1.046,1.683,1.736,3.951,8.193999999999999,0.8909999999999999,5.733,2.753,1.746,1.746,3.488,0.128,0.026000000000000002,0.0,0.079,7.352,0.595,0.016200000000000003,0.606,1.347
511210.0,Q,A,R,59491810,0.0,20080420.0,26.99,29.42,28.38,14572915.0,0.043386,28.34,28.33,9310000.0,1.0,1.0,28.38,0.010000000000001563,20080331.0,0.043386,-0.010419,-0.012158,-0.025309,-0.027567,-0.00596,23.56,0.10400000000000001,11.674000000000001,15.855,16.034000000000002,16.125,16.125,4.564,11.935,0.23,0.293,0.426,0.396,0.83,0.42,0.32299999999999995,0.381,0.503,0.679,0.3,0.503,0.23600000000000002,0.503,1.015,0.507,0.7390000000000001,1.0,0.0,0.0,0.0,,,0.74,0.031,0.258,0.0,0.0,,0.708,0.0,1.093,0.982,0.555,0.888,7.1370000000000005,0.0,0.49,0.08900000000000001,0.961,,,1.046,1.683,1.736,3.951,8.193999999999999,0.8909999999999999,5.733,2.753,1.746,1.746,3.488,0.128,0.026000000000000002,0.0,0.079,7.6739999999999995,0.621,0.0155,0.632,1.236
511210.0,Q,A,R,59491810,0.0,20080629.0,28.06,31.8,28.52,14480582.0,0.004933,28.52,28.53,9313293.0,1.0,1.0,28.52,-0.010000000000001563,20080430.0,0.004933,0.051106,0.049781,0.031907,0.030489999999999996,0.047547000000000006,23.684,0.10400000000000001,11.674000000000001,15.933,16.113,16.205,16.205,4.588,11.998,0.23,0.293,0.426,0.396,0.83,0.42,0.32299999999999995,0.381,0.503,0.679,0.3,0.503,0.23600000000000002,0.503,1.015,0.507,0.7390000000000001,1.0,0.0,0.0,0.0,,,0.74,0.031,0.258,0.0,0.0,,0.708,0.0,1.093,0.982,0.555,0.888,7.1370000000000005,0.0,0.49,0.08900000000000001,0.961,,,1.046,1.683,1.736,3.951,8.193999999999999,0.8909999999999999,5.733,2.753,1.746,1.746,3.488,0.128,0.026000000000000002,0.0,0.079,7.7139999999999995,0.624,0.0154,0.635,1.242
511210.0,Q,A,R,59491810,0.0,,28.05,30.4501,28.32,14084270.0,-0.003156,28.21,28.23,9313293.0,1.0,1.0,28.32,-0.019999999999999574,20080530.0,-0.007013,0.023841,0.021528,0.031787,0.029774000000000002,0.010674,22.625999999999998,0.142,12.037,15.91,16.465,16.465,16.465,4.551,12.027999999999999,0.24,0.28300000000000003,0.41200000000000003,0.38,0.825,0.382,0.315,0.36700000000000005,0.495,0.664,0.3,0.495,0.092,0.495,1.046,0.505,0.7170000000000001,1.0,0.0,0.0,0.0,,,0.7020000000000001,0.025,0.26899999999999996,0.0,0.0,,0.726,0.0,0.998,0.9179999999999999,0.555,0.873,6.772,0.0,0.493,0.092,0.9740000000000001,,,0.9670000000000001,1.584,1.625,3.951,10.579,0.8690000000000001,5.544,2.682,1.714,1.714,3.883,0.133,0.026000000000000002,0.0,0.083,7.023,0.8759999999999999,0.0155,0.629,1.4469999999999998
